Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
STRT,Strattec Security Corporation,50.19,$178.93M,n/a,Capital Goods,Auto Parts:O.E.M.
STRS,"Stratus Properties, Inc.",23.46,$189.26M,n/a,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",45.52,$507.73M,1996,Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",1.18,$22.85M,n/a,Technology,EDP Services
SBBP,Strongbridge Biopharma plc,5.57,$118.11M,2015,Health Care,Major Pharmaceuticals
STB,Student Transportation Inc,4.83,$467.4M,n/a,Transportation,Other Transportation
SCMP,"Sucampo Pharmaceuticals, Inc.",10.85,$496.81M,2007,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",1.5,$28.05M,n/a,Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",20.42,$218.12M,n/a,Finance,Major Banks
SSBI,Summit State Bank,14.1038,$67.46M,2006,n/a,n/a
SMMT,Summit Therapeutics plc,8.51,$104.32M,2015,Health Care,Major Pharmaceuticals
SNBC,"Sun Bancorp, Inc.",21.3,$399.34M,n/a,Finance,Commercial Banks
SNHY,Sun Hydraulics Corporation,30.03,$804.68M,1997,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,n/a,n/a,n/a,n/a,n/a
SEMI,SunEdison Semiconductor Limited,4.3,$180.51M,2014,Technology,Semiconductors
SNSS,"Sunesis Pharmaceuticals, Inc.",0.466,$40.32M,2005,Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",4.61,$393.86M,n/a,Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,17.35,$2.4B,2005,Technology,Semiconductors
RUN,Sunrun Inc.,6.37,$646.53M,2015,Capital Goods,Industrial Specialties
SBCP,"Sunshine Bancorp, Inc.",14.56,$76.67M,2014,Finance,Savings Institutions
SSH,Sunshine Heart Inc,0.67,$12.32M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SUNW,"Sunworks, Inc.",2.56,$50.59M,n/a,Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",26.31,$1.27B,2007,Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",3.495,$56.85M,n/a,Technology,Semiconductors
SCON,Superconductor Technologies Inc.,0.185,$7.54M,1993,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Uniform Group, Inc.",18.46,$264.46M,n/a,Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",16.18,$799.3M,2012,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",n/a,n/a,2000,Technology,EDP Services
SGRY,"Surgery Partners, Inc.",14.36,$696.43M,2015,Health Care,Hospital/Nursing Management
SCAI,"Surgical Care Affiliates, Inc.",44.38,$1.78B,2013,Health Care,Medical Specialities
SRDX,"SurModics, Inc.",22.46,$291.89M,1998,Health Care,Medical/Dental Instruments
SBBX,Sussex Bancorp,13.06,$61.07M,n/a,Finance,Major Banks
SIVB,SVB Financial Group,97.18,$5.02B,n/a,Finance,Major Banks
SIVBO,SVB Financial Group,25.98,n/a,n/a,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",29.23,$1.25B,1996,Technology,EDP Services
SYMC,Symantec Corporation,16.71,$10.9B,1989,Technology,Computer Software: Prepackaged Software
SSRG,Symmetry Surgical Inc.,12.9,$138.43M,n/a,Health Care,Industrial Specialties
SYNC,"Synacor, Inc.",3.43,$102.98M,2012,Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,7.74,$66.87M,n/a,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,66.47,$2.45B,2002,Technology,EDP Services
SNCR,"Synchronoss Technologies, Inc.",36.66,$1.63B,2006,Technology,EDP Services
SNDX,"Syndax Pharmaceuticals, Inc.",13.8,$239.74M,2016,Health Care,Major Pharmaceuticals
SGYP,"Synergy Pharmaceuticals, Inc.",2.69,$305.84M,n/a,Health Care,Major Pharmaceuticals
SGYPU,"Synergy Pharmaceuticals, Inc.",9.5,$17.27M,n/a,Health Care,Major Pharmaceuticals
SGYPW,"Synergy Pharmaceuticals, Inc.",0.59,n/a,n/a,Health Care,Major Pharmaceuticals
ELOS,Syneron Medical Ltd.,6.59,$232.46M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNPS,"Synopsys, Inc.",48.2,$7.3B,1992,Technology,Computer Software: Prepackaged Software
SNTA,Synta Pharmaceuticals Corp.,0.419,$57.74M,2007,Health Care,Major Pharmaceuticals
SYNT,"Syntel, Inc.",41.71,$3.5B,1997,Technology,EDP Services
SYMX,"Synthesis Energy Systems, Inc.",0.97,$84.29M,n/a,Basic Industries,Major Chemicals
SYUT,"Synutra International, Inc.",4.48,$254.63M,n/a,Consumer Non-Durables,Packaged Foods
SYPR,"Sypris Solutions, Inc.",0.98,$20.64M,n/a,Capital Goods,Industrial Machinery/Components
SYRX,Sysorex Global,0.39,$9.8M,2014,Technology,EDP Services
TROW,"T. Rowe Price Group, Inc.",75.35,$18.7B,1986,Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",8.44,$204.66M,2014,Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,1,$5.53M,1995,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",35.7,$3.03B,1997,Technology,Computer Software: Prepackaged Software
TLMR,"Talmer Bancorp, Inc.",19.19,$1.29B,2014,Finance,Major Banks
TNDM,"Tandem Diabetes Care, Inc.",7.5,$227.64M,2013,Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",6.95,$65.93M,n/a,Consumer Non-Durables,Apparel
TNGO,"Tangoe, Inc.",7.9,$311.5M,2011,Technology,Computer Software: Prepackaged Software
TANH,Tantech Holdings Ltd.,3.7,$79.92M,2015,Basic Industries,Major Chemicals
TEDU,"Tarena International, Inc.",10.51,$573.46M,2014,Consumer Services,Other Consumer Services
TASR,"TASER International, Inc.",19.79,$1.06B,n/a,Capital Goods,Ordnance And Accessories
TATT,TAT Technologies Ltd.,7.1477,$62.96M,n/a,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",16.5699,$56.3M,n/a,Capital Goods,Industrial Machinery/Components
TCPC,TCP Capital Corp.,14.77,$719.43M,2012,n/a,n/a
AMTD,TD Ameritrade Holding Corporation,28.88,$15.27B,1997,Finance,Investment Bankers/Brokers/Service
TEAR,TearLab Corporation,0.7,$23.68M,n/a,Health Care,Medical/Dental Instruments
TECD,Tech Data Corporation,66.38,$2.33B,1986,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,2.76,$5.08M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",8.09,$260.65M,2007,Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,11.69,$311.72M,2012,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,4.51,$83.34M,2014,Capital Goods,Industrial Machinery/Components
TNAV,"TeleNav, Inc.",5.02,$207.7M,2010,Capital Goods,Industrial Machinery/Components
TTEC,"TeleTech Holdings, Inc.",25.97,$1.26B,1996,Technology,Professional Services
TLGT,"Teligent, Inc.",5.4,$286.23M,n/a,Health Care,Major Pharmaceuticals
TENX,"Tenax Therapeutics, Inc.",2.71,$76.2M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GLBL,"TerraForm Global, Inc.",2.57,$457.6M,2015,Public Utilities,Electric Utilities: Central
TERP,"TerraForm Power, Inc.",9.03,$1.27B,2014,Public Utilities,Electric Utilities: Central
TRTL,Terrapin 3 Acquisition Corporation,9.94,$264.34M,2014,Finance,Business Services
TRTLU,Terrapin 3 Acquisition Corporation,10.23,$189.26M,2014,Finance,Business Services
TRTLW,Terrapin 3 Acquisition Corporation,0.35,n/a,2014,Finance,Business Services
TVIA,"TerraVia Holdings, Inc.",2.19,n/a,2011,n/a,n/a
TBNK,Territorial Bancorp Inc.,25.85,$249.7M,2009,Finance,Savings Institutions
TSRO,"TESARO, Inc.",41.94,$1.92B,2012,Health Care,Major Pharmaceuticals
TESO,Tesco Corporation,7.49,$294.13M,n/a,Energy,Metal Fabrications
TSLA,"Tesla Motors, Inc.",208.96,$27.59B,2010,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,15.47,$127.99M,1994,Consumer Non-Durables,Electronic Components
TSRA,"Tessera Technologies, Inc.",30.14,$1.48B,2003,Technology,Semiconductors
TTEK,"Tetra Tech, Inc.",29.35,$1.7B,1991,Consumer Services,Military/Government/Technical
TLOG,TetraLogic Pharmaceuticals Corporation,0.222,$5.5M,2013,Health Care,Major Pharmaceuticals
TTPH,"Tetraphase Pharmaceuticals, Inc.",4.53,$165.83M,2013,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",43.99,$2.02B,2003,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",25.85,n/a,n/a,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",25.16,$150.96M,n/a,Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",31.62,n/a,n/a,Finance,Major Banks
TXN,Texas Instruments Incorporated,57.63,$57.87B,n/a,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",44.37,$3.12B,2004,Consumer Services,Restaurants
TFSL,TFS Financial Corporation,18.17,$5.21B,n/a,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",7.91,$427.89M,n/a,Health Care,Major Pharmaceuticals
ABCO,The Advisory Board Company,33.57,$1.38B,2001,Consumer Services,Other Consumer Services
ANDE,"The Andersons, Inc.",27.08,$758.24M,n/a,Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",5.42,$205.31M,n/a,Finance,Major Banks
BONT,"The Bon-Ton Stores, Inc.",2.15,$45.25M,1991,Consumer Services,Department/Specialty Retail Stores
CG,The Carlyle Group L.P.,15.53,$5.03B,2012,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,50.62,$2.46B,1992,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",16.05,$420.76M,2011,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,21.38,$99.47M,n/a,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,19.35,$1.47B,n/a,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",3.29,$53.06M,n/a,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",22.38,$1.14B,2007,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,9.49,$152.48M,2013,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",19.52,$824.24M,1992,Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,"The First Bancshares, Inc.",16.01,$86.97M,n/a,Finance,Major Banks
FLIC,The First of Long Island Corporation,29.72,$424.22M,n/a,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,27.95,$7.43B,n/a,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",17.61,$357.77M,2014,Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",13.46,$405.92M,n/a,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",48.3,$4.98B,n/a,Consumer Non-Durables,Packaged Foods
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.35,$35.56M,n/a,n/a,n/a
INTG,The Intergroup Corporation,26.0001,$61.98M,n/a,Consumer Services,Building operators
JYNT,The Joint Corp.,3.0714,$38.65M,2014,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,7.93,$316.04M,2010,Technology,EDP Services
KHC,The Kraft Heinz Company,85.2,$103.6B,n/a,Consumer Non-Durables,Packaged Foods
MDCO,The Medicines Company,33.35,$2.32B,2000,Health Care,Major Pharmaceuticals
MIK,"The Michaels Companies, Inc.",28.28,$5.91B,2014,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,109.22,$6.26B,n/a,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",87.2,$1.27B,1986,Finance,Property-Casualty Insurers
STKS,"The ONE Group Hospitality, Inc.",2.5543,$63.83M,n/a,Consumer Services,Restaurants
PCLN,The Priceline Group Inc. ,1267.31,$62.91B,1999,Miscellaneous,Business Services
PRSC,The Providence Service Corporation,50.82,$755.21M,2003,Consumer Services,Transportation Services
BITE,The Restaurant ETF,25.388,n/a,n/a,n/a,n/a
RMR,The RMR Group Inc.,28.78,$892.18M,n/a,Consumer Services,Professional Services
SPNC,The Spectranetics Corporation,18.26,$781.72M,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ULTI,"The Ultimate Software Group, Inc.",193.25,$5.58B,1998,Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,29.06,$373.38M,n/a,Public Utilities,Water Supply
NCTY,The9 Limited,2.05,$76.43M,2004,Miscellaneous,Business Services
TBPH,"Theravance Biopharma, Inc.",18.1,$695.61M,n/a,Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",1.1,$38.75M,n/a,Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",10.72,$356.55M,2010,n/a,n/a
THLD,"Threshold Pharmaceuticals, Inc.",0.35,$25.03M,2005,Health Care,Major Pharmaceuticals
TICC,TICC Capital Corp.,5.25,$270.27M,2003,n/a,n/a
TTS,"Tile Shop Hldgs, Inc.",17.31,$891.35M,n/a,Consumer Services,Home Furnishings
TIL,Till Capital Ltd.,3.55,$12.17M,n/a,Finance,Property-Casualty Insurers
TSBK,"Timberland Bancorp, Inc.",14.14,$98.91M,n/a,Finance,Banks
TIPT,Tiptree Financial Inc.,5.12,$220.26M,n/a,Finance,Specialty Insurers
TITN,Titan Machinery Inc.,11.47,$247.62M,2007,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",5.4,$108.32M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TIVO,TiVo Inc.,9.82,$961.02M,1999,Consumer Services,Television Services
TMUS,"T-Mobile US, Inc.",40.82,$33.56B,n/a,Public Utilities,Telecommunications Equipment
TMUSP,"T-Mobile US, Inc.",70.27,n/a,n/a,Public Utilities,Telecommunications Equipment
TBRA,"Tobira Therapeutics, Inc.",8.04,$151.28M,2013,Health Care,Major Pharmaceuticals
TKAI,"Tokai Pharmaceuticals, Inc.",7,$158.38M,2014,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,2.27,$42.88M,n/a,Health Care,Major Pharmaceuticals
TISA,"Top Image Systems, Ltd.",1.55,$27.77M,1996,Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,2.36,$4.91M,n/a,Transportation,Marine Transportation
TORM          ,TOR Minerals International Inc,4.77,$14.38M,1988,Basic Industries,Major Chemicals
TRCH,"Torchlight Energy Resources, Inc.",0.77,$26.99M,n/a,Energy,Oil & Gas Production
TSEM,Tower Semiconductor Ltd.,11.31,$872.92M,1994,Technology,Semiconductors
TWER,Towerstream Corporation,0.2268,$15.15M,n/a,Consumer Services,Telecommunications Equipment
CLUB,"Town Sports International Holdings, Inc.",3.37,$86.34M,2006,Consumer Services,Hotels/Resorts
TOWN,Towne Bank,20.67,$1.07B,n/a,n/a,n/a
TCON,"TRACON Pharmaceuticals, Inc.",6.21,$75.67M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,92.45,$12.34B,1994,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,3.98,$121.62M,n/a,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,8.01,$61.35M,1996,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",10.64,$73.48M,n/a,Capital Goods,Electrical Products
TBIO,"Transgenomic, Inc.",0.519,$10.74M,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TGA,Transglobe Energy Corp,1.94,$140.08M,n/a,Energy,Oil & Gas Production
TTHI,"Transition Therapeutics, Inc.",0.7899,$30.71M,n/a,Consumer Durables,Specialty Chemicals
TZOO,Travelzoo Inc.,7.94,$112.02M,n/a,Technology,EDP Services
TRVN,"Trevena, Inc.",7.495,$391.05M,2014,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,26.42,$601.98M,n/a,Finance,Major Banks
TRIL,Trillium Therapeutics Inc.,9.41,$73.54M,n/a,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,17.06,$775.62M,2007,Capital Goods,Industrial Specialties
TRMB,Trimble Navigation Limited,23.61,$5.92B,1990,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,11.17,$267.63M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP,"TripAdvisor, Inc.",65.67,$9.54B,n/a,Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",13.13,$371.64M,2013,Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",15.09,$273.3M,2014,Finance,Major Banks
TROV,"TrovaGene, Inc.",3.62,$107.72M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVU,"TrovaGene, Inc.",17.69,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVW,"TrovaGene, Inc.",2.02,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",6.24,$521.16M,2014,Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",1.4,$5.88M,2013,Consumer Non-Durables,Beverages (Production/Distribution)
TRST,TrustCo Bank Corp NY,6.38,$609.26M,n/a,Finance,Major Banks
TRMK,Trustmark Corporation,24.07,$1.63B,n/a,Finance,Major Banks
TSRI,"TSR, Inc.",3.8492,$7.55M,n/a,Technology,EDP Services
TTMI,"TTM Technologies, Inc.",6.5,$651.08M,2000,Technology,Electrical Products
TUBE,"TubeMogul, Inc.",12.03,$427.78M,2014,Technology,Computer Software: Prepackaged Software
TCX,Tucows Inc.,23.95,$253.74M,n/a,Technology,EDP Services
TUES,Tuesday Morning Corp.,6.95,$309.52M,1999,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,9.51,$909.7M,2014,Consumer Services,Transportation Services
HEAR,Turtle Beach Corporation,1.32,$64.98M,n/a,Consumer Durables,Telecommunications Equipment
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.32,$40.18M,n/a,n/a,n/a
TUTT,Tuttle Tactical Management U.S. Core ETF,21.7,$65.1M,n/a,n/a,n/a
FOX,"Twenty-First Century Fox, Inc.",29.59,$56.05B,n/a,Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",29.41,$35.91B,n/a,Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",9.67,$109.76M,n/a,Technology,Industrial Machinery/Components
TRCB,Two River Bancorp,10.01,$79.51M,n/a,Finance,Major Banks
USCR,"U S Concrete, Inc.",64.93,$984.06M,n/a,Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",3.16,$109.4M,2007,Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,0.351,$9.91M,n/a,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",1.85,$28.28M,n/a,Finance,Investment Managers
UREE,"U.S. Rare Earths, Inc.",0.05,n/a,n/a,n/a,n/a
UBIC,"UBIC, Inc.",23.48,$419.72M,2013,Technology,EDP Services
UBNT,"Ubiquiti Networks, Inc.",38.1,$3.16B,2011,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",24.38,$175.01M,1993,Capital Goods,Containers/Packaging
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",202.85,$12.7B,2007,Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",5.36,$174.73M,2004,Technology,Semiconductors
RARE,Ultragenyx Pharmaceutical Inc.,59.43,$2.32B,2014,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,4.11,$63M,1992,Miscellaneous,Industrial Machinery/Components
ULTR,Ultrapetrol (Bahamas) Limited,0.3104,$43.68M,2006,Transportation,Marine Transportation
UTEK,"Ultratech, Inc.",20.99,$560.64M,1993,Technology,Industrial Machinery/Components
UMBF,UMB Financial Corporation,55.25,$2.73B,n/a,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,15.11,$3.33B,n/a,Finance,Savings Institutions
UNAM,Unico American Corporation,11.5,$61.03M,n/a,Finance,Property-Casualty Insurers
UNIS,Unilife Corporation,0.37,$61.64M,n/a,Health Care,Medical/Dental Instruments
UBSH,Union Bankshares Corporation,26.08,$1.14B,n/a,Finance,Major Banks
UNB,"Union Bankshares, Inc.",29.75,$132.64M,n/a,Finance,Major Banks
UNXL,"Uni-Pixel, Inc.",2.08,$80.65M,n/a,Capital Goods,Industrial Machinery/Components
QURE,uniQure N.V.,12.33,$299.96M,2014,Health Care,Major Pharmaceuticals
UBCP,"United Bancorp, Inc.",9.7536,$52.47M,n/a,Finance,Major Banks
UBOH,"United Bancshares, Inc.",17.88,$58.95M,n/a,Finance,Major Banks
UBSI,"United Bankshares, Inc.",37.82,$2.63B,n/a,Finance,Major Banks
UCBA,United Community Bancorp,14.42,$60.58M,n/a,Finance,Savings Institutions
UCBI,"United Community Banks, Inc.",19.6,$1.4B,n/a,Finance,Major Banks
UCFC,United Community Financial Corp.,5.9,$281.05M,n/a,Finance,Banks
UDF,United Development Funding IV,3.2,$98.15M,n/a,Consumer Services,Real Estate Investment Trusts
UBNK,"United Financial Bancorp, Inc.",12.88,$646.14M,n/a,Finance,Banks
UFCS,"United Fire Group, Inc",40.45,$1.03B,n/a,Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,17.67,$381.58M,n/a,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",34.96,$1.76B,1996,Consumer Non-Durables,Food Distributors
UNTD,"United Online, Inc.",10.84,$161.98M,n/a,Technology,"Computer Software: Programming, Data Processing"
UBFO,United Security Bancshares,5.3101,$85.23M,n/a,Finance,Major Banks
USBI,"United Security Bancshares, Inc.",8.66,$52.33M,n/a,Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",52.54,$292.44M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation,108.44,$4.84B,1999,Health Care,Major Pharmaceuticals
