,Date,Price,Signal,,,,,,,
CA,5/24/2016,31.4,BUY,,162.93,,,,,
CA,5/17/2016,31.305,SELL,,163.26,,,,,
CA,5/6/2016,29.7,BUY,,155.2,,,,,
CA,4/29/2016,29.8,SHORT,,155.3,,,,,
CA,4/13/2016,30.21,BUY,,158.07,,,,,
CA,4/4/2016,30.72,SELL,,158.39,,,,,
CA,3/17/2016,30.645,BUY,,158.32,,,,,
CA,3/15/2016,30.285,SELL,,158.64,,,,,
CA,3/9/2016,29.81,BUY,,156.46,,,,,
CA,2/29/2016,29.32,SELL,,156.77,,,,,
CA,2/25/2016,29.62,BUY,,158.69,,,,,
CA,2/23/2016,29.37,SELL,,159.01,,,,,
CA,2/17/2016,28.62,BUY,,155.26,,,,,
CA,2/11/2016,27.15,SELL,,155.57,,,,,
CA,2/4/2016,27.95,BUY,,160.48,,,,,
CA,2/2/2016,28.16,SELL,,160.8,,,,,
CA,1/27/2016,27.51,BUY,,157.4,,,,,
CA,12/31/2015,28.93,SELL,,157.72,,,,,
CA,12/23/2015,28.84,BUY,,157.54,,,,,
CA,12/8/2015,28.22,SELL,,157.86,,,,,
CA,12/4/2015,28.35,BUY,,158.91,,,,,
CA,12/2/2015,28.05,SELL,,159.23,,,,,
CA,11/11/2015,27.2,BUY,,154.71,,,,,
CA,11/5/2015,27.58,SHORT,,153.22,,,,,
CA,11/3/2015,27.78,BUY,,154.95,,,,,
CA,10/19/2015,28.72,SELL,,155.26,,,,,
CA,10/2/2015,27.54,BUY,,149.18,,,,,
CA,9/22/2015,27.34,SELL,,149.48,,,,,
CA,8/27/2015,26.93,BUY,,147.53,,,,,
CA,8/19/2015,29.34,SHORT,,136.88,,,,,
CA,8/17/2015,29.41,BUY,,137.76,,,,,
CA,8/13/2015,29.325,SHORT,,138.71,,,,,
CA,8/5/2015,29.2,BUY,,138.67,,,,,
CA,8/3/2015,29.06,SHORT,,139.9,,,,,
CA,7/29/2015,29.17,BUY,,140.99,,,,,
CA,7/17/2015,30.58,SELL,,141.27,,,,,
CA,7/1/2015,29.51,BUY,,136.6,,,,,
CA,6/25/2015,30.635,SELL,,136.87,,,,,
CA,6/10/2015,30.06,BUY,,134.57,,,,,
CA,5/20/2015,31.65,SELL,,134.84,,,,,
CA,5/13/2015,31.315,BUY,,133.68,,,,,
CA,5/8/2015,31.6,SHORT,,133.02,,,,,
CA,4/29/2015,32.19,BUY,,136.05,,,,,
CA,4/27/2015,32.11,SELL,,136.32,,,,,
CA,4/15/2015,31.31,BUY,,133.19,,,,,
CA,3/25/2015,32.825,SELL,,133.46,,,,,
CA,3/18/2015,31.9,BUY,,129.96,,,,,
CA,3/3/2015,32.6,SELL,,130.22,,,,,
CA,2/3/2015,30.61,BUY,,122.52,,,,,
CA,1/27/2015,30.35,SHORT,,124.07,,,,,
CA,1/23/2015,30.6,BUY,,125.59,,,,,
CA,1/15/2015,31.08,SELL,,125.84,,,,,
CA,1/5/2015,30.73,BUY,,124.67,,,,,
CA,12/26/2014,31.27,SELL,,124.92,,,,,
CA,12/18/2014,30.2,BUY,,120.89,,,,,
CA,12/5/2014,30.84,SELL,,121.13,,,,,
CA,11/24/2014,30.635,BUY,,120.57,,,,,
CA,11/11/2014,29.84,SELL,,120.81,,,,,
CA,10/16/2014,25.785,BUY,,104.6,,,,,
CA,9/29/2014,27.67,SHORT,,98.32,,,,,
CA,9/17/2014,28.58,BUY,,101.96,,,,,
CA,9/12/2014,28.675,SELL,,102.16,,,,,
CA,9/2/2014,28.27,BUY,,100.92,,,,,
CA,8/7/2014,28.44,SHORT,,100.72,,,,,
CA,7/17/2014,28.31,BUY,,100.66,,,,,
CA,7/8/2014,29.05,SELL,,100.86,,,,,
CA,7/1/2014,28.87,BUY,,100.44,,,,,
CA,6/19/2014,28.975,SELL,,100.64,,,,,
CA,6/17/2014,28.97,BUY,,100.82,,,,,
CA,6/10/2014,28.92,SHORT,,101.4,,,,,
CA,6/5/2014,28.35,BUY,,99.8,,,,,
,,,,,,,,,,
CAAS,5/27/2016,3.8841,BUY,,348.38,,,,,
CAAS,5/19/2016,3.995,SHORT,,340.33,,,,,
CAAS,5/16/2016,3.9289,BUY,,336.04,,,,,
CAAS,4/29/2016,4.395,SHORT,,305.04,,,,,
CAAS,4/27/2016,4.405,BUY,,306.96,,,,,
CAAS,4/18/2016,4.5451,SELL,,307.58,,,,,
CAAS,4/13/2016,4.4649,BUY,,302.76,,,,,
CAAS,4/4/2016,4.5901,SELL,,303.37,,,,,
CAAS,3/28/2016,4.1199,BUY,,272.84,,,,,
CAAS,3/21/2016,4.13,SHORT,,273.27,,,,,
CAAS,3/17/2016,4.18,BUY,,277.69,,,,,
CAAS,2/24/2016,4.2745,SELL,,278.25,,,,,
CAAS,2/19/2016,4.2589,BUY,,277.79,,,,,
CAAS,1/21/2016,4.0324,SHORT,,295.5,,,,,
CAAS,1/8/2016,4.809,BUY,,353.82,,,,,
CAAS,12/30/2015,4.651,SHORT,,367.73,,,,,
CAAS,12/23/2015,4.83,BUY,,383.41,,,,,
CAAS,11/30/2015,5.94,SHORT,,324.34,,,,,
CAAS,11/24/2015,5.9599,BUY,,326.73,,,,,
CAAS,11/17/2015,6.0501,SELL,,327.38,,,,,
CAAS,10/26/2015,5.98,BUY,,324.24,,,,,
CAAS,10/15/2015,5.8,SELL,,324.89,,,,,
CAAS,10/8/2015,5.58,BUY,,313.19,,,,,
CAAS,10/5/2015,5.4651,SHORT,,321.2,,,,,
CAAS,9/30/2015,5.3249,BUY,,314.22,,,,,
CAAS,8/31/2015,6.45,SHORT,,268.62,,,,,
CAAS,8/27/2015,6.01,BUY,,251.3,,,,,
CAAS,8/14/2015,6.85,SHORT,,224.75,,,,,
CAAS,8/6/2015,6.77,BUY,,223.02,,,,,
CAAS,7/31/2015,6.99,SHORT,,217.08,,,,,
CAAS,7/29/2015,7.15,BUY,,222.94,,,,,
CAAS,7/16/2015,7.5901,SHORT,,211.57,,,,,
CAAS,7/10/2015,7.51,BUY,,210.18,,,,,
CAAS,6/29/2015,8.59,SELL,,210.6,,,,,
CAAS,6/1/2015,7.7883,BUY,,191.33,,,,,
CAAS,5/26/2015,7.74,SELL,,191.71,,,,,
CAAS,5/11/2015,7.0825,BUY,,175.78,,,,,
CAAS,5/1/2015,7.265,SELL,,176.13,,,,,
CAAS,4/28/2015,7.415,BUY,,180.13,,,,,
CAAS,4/24/2015,7.19,SHORT,,186.69,,,,,
CAAS,4/20/2015,7.415,BUY,,193.3,,,,,
CAAS,4/9/2015,7.3,SELL,,193.69,,,,,
CAAS,3/23/2015,6.385,BUY,,169.75,,,,,
CAAS,3/16/2015,6.78,SELL,,170.09,,,,,
CAAS,3/9/2015,6.7,BUY,,168.42,,,,,
CAAS,2/26/2015,7.2506,SELL,,168.76,,,,,
CAAS,2/9/2015,6.188,BUY,,144.32,,,,,
CAAS,1/29/2015,6.1501,SHORT,,145.8,,,,,
CAAS,1/26/2015,6.1649,BUY,,146.74,,,,,
CAAS,12/22/2014,6.9801,SHORT,,131.92,,,,,
CAAS,12/17/2014,6.98,BUY,,132.45,,,,,
CAAS,12/15/2014,7.07,SHORT,,131.31,,,,,
CAAS,12/11/2014,7.255,BUY,,135.29,,,,,
CAAS,12/8/2014,7.59,SHORT,,130.09,,,,,
CAAS,12/3/2014,7.6349,BUY,,131.38,,,,,
CAAS,11/14/2014,9.23,SELL,,131.64,,,,,
CAAS,11/10/2014,9.3,BUY,,132.9,,,,,
CAAS,11/4/2014,9.08,SELL,,133.17,,,,,
CAAS,10/31/2014,9.17,BUY,,134.76,,,,,
CAAS,10/27/2014,9.195,SHORT,,134.93,,,,,
CAAS,10/21/2014,8.89,BUY,,130.98,,,,,
CAAS,10/15/2014,9.14,SHORT,,128,,,,,
CAAS,10/9/2014,9.02,BUY,,126.83,,,,,
CAAS,9/19/2014,10.365,SELL,,127.08,,,,,
CAAS,9/4/2014,9.53,BUY,,117.08,,,,,
CAAS,8/20/2014,9.2801,SELL,,117.31,,,,,
CAAS,8/12/2014,8.63,BUY,,109.31,,,,,
CAAS,7/24/2014,9.49,SELL,,109.53,,,,,
CAAS,7/16/2014,8.58,BUY,,99.23,,,,,
CAAS,7/10/2014,8.7,SELL,,99.43,,,,,
CAAS,6/17/2014,8.73,BUY,,99.97,,,,,
CAAS,6/12/2014,8.76,SELL,,100.17,,,,,
CAAS,6/10/2014,8.71,BUY,,99.8,,,,,
,,,,,,,,,,
CAC,5/19/2016,42.88,BUY,,139.18,,,,,
CAC,5/11/2016,42.1071,SHORT,,142.35,,,,,
CAC,5/9/2016,41.8079,BUY,,141.91,,,,,
CAC,5/5/2016,42.1001,SELL,,142.19,,,,,
CAC,4/27/2016,43.61,BUY,,147.58,,,,,
CAC,4/21/2016,43.3348,SELL,,147.88,,,,,
CAC,4/11/2016,41.75,BUY,,142.76,,,,,
CAC,4/1/2016,41.82,SELL,,143.05,,,,,
CAC,3/29/2016,41.635,BUY,,142.7,,,,,
CAC,3/23/2016,41.72,SELL,,142.99,,,,,
CAC,3/18/2016,41.08,BUY,,141.08,,,,,
CAC,3/15/2016,40.615,SELL,,141.36,,,,,
CAC,2/24/2016,38.66,BUY,,134.83,,,,,
CAC,2/17/2016,39.23,SHORT,,133.43,,,,,
CAC,2/12/2016,38.82,BUY,,132.57,,,,,
CAC,2/2/2016,41.305,SHORT,,125.55,,,,,
CAC,1/26/2016,39.78,BUY,,121.4,,,,,
CAC,1/4/2016,43.5766,SELL,,121.64,,,,,
CAC,12/30/2015,44.95,BUY,,125.73,,,,,
CAC,12/28/2015,44.78,SELL,,125.98,,,,,
CAC,12/22/2015,44.18,BUY,,124.54,,,,,
CAC,11/24/2015,44.71,SELL,,124.79,,,,,
CAC,11/3/2015,41.02,BUY,,114.72,,,,,
CAC,10/29/2015,39.73,SELL,,114.95,,,,,
CAC,10/23/2015,40.27,BUY,,116.75,,,,,
CAC,10/15/2015,39.61,SHORT,,119.2,,,,,
CAC,10/7/2015,39.6,BUY,,119.65,,,,,
CAC,9/25/2015,40.2399,SELL,,119.89,,,,,
CAC,9/24/2015,40.7,BUY,,121.5,,,,,
CAC,9/9/2015,40.23,SHORT,,123.43,,,,,
CAC,8/21/2015,40.05,BUY,,123.37,,,,,
CAC,8/18/2015,40.05,SELL,,123.62,,,,,
CAC,8/12/2015,40.52,BUY,,125.32,,,,,
CAC,7/23/2015,40.214,SELL,,125.57,,,,,
CAC,7/10/2015,38.46,BUY,,120.33,,,,,
CAC,7/2/2015,38.65,SELL,,120.57,,,,,
CAC,6/26/2015,38.79,BUY,,121.25,,,,,
CAC,6/15/2015,38.685,SELL,,121.49,,,,,
CAC,6/9/2015,37.805,BUY,,118.96,,,,,
CAC,6/4/2015,37.95,SHORT,,118.98,,,,,
CAC,5/18/2015,38.34,BUY,,120.68,,,,,
CAC,5/13/2015,38.5,SHORT,,120.66,,,,,
CAC,5/11/2015,38.5,BUY,,121.14,,,,,
CAC,5/5/2015,38.29,SHORT,,122.3,,,,,
CAC,4/28/2015,39.062,BUY,,125.27,,,,,
CAC,4/10/2015,40.45,SELL,,125.52,,,,,
CAC,3/30/2015,38.64,BUY,,120.14,,,,,
CAC,3/18/2015,37.96,SELL,,120.38,,,,,
CAC,3/12/2015,37.91,BUY,,120.46,,,,,
CAC,2/27/2015,38.19,SHORT,,120.06,,,,,
CAC,2/25/2015,37.89,BUY,,119.59,,,,,
CAC,2/19/2015,37.96,SELL,,119.83,,,,,
CAC,2/13/2015,38.01,BUY,,120.23,,,,,
CAC,2/11/2015,37.57,SHORT,,122.14,,,,,
CAC,2/3/2015,37.645,BUY,,122.87,,,,,
CAC,1/28/2015,38.16,SHORT,,121.72,,,,,
CAC,1/23/2015,37.94,BUY,,121.5,,,,,
CAC,1/15/2015,37.59,SHORT,,123.13,,,,,
CAC,1/8/2015,38.55,BUY,,126.78,,,,,
CAC,1/2/2015,39.65,SELL,,127.03,,,,,
CAC,12/17/2014,36.53,BUY,,117.27,,,,,
CAC,12/9/2014,37,SHORT,,116.26,,,,,
CAC,12/3/2014,36.045,BUY,,113.71,,,,,
CAC,11/7/2014,40.77,SELL,,113.94,,,,,
CAC,10/28/2014,37.55,BUY,,105.15,,,,,
CAC,10/22/2014,36.65,SELL,,105.36,,,,,
CAC,10/6/2014,35.345,BUY,,101.81,,,,,
CAC,9/12/2014,36.685,SELL,,102.01,,,,,
CAC,9/10/2014,36.5,BUY,,101.7,,,,,
CAC,8/15/2014,36.37,SELL,,101.9,,,,,
CAC,8/11/2014,35.95,BUY,,100.93,,,,,
CAC,8/7/2014,35.52,SHORT,,102.58,,,,,
CAC,7/30/2014,35.57,BUY,,103.14,,,,,
CAC,7/8/2014,38.56,SELL,,103.35,,,,,
CAC,6/25/2014,38.25,BUY,,102.72,,,,,
CAC,6/11/2014,37.71,SELL,,102.93,,,,,
CAC,6/5/2014,36.49,BUY,,99.8,,,,,
,,,,,,,,,,
CACB,5/31/2016,5.675,SHORT,,137.76,,,,,
CACB,5/24/2016,5.66,BUY,,137.95,,,,,
CACB,5/5/2016,5.95,SELL,,138.23,,,,,
CACB,4/12/2016,5.66,BUY,,131.76,,,,,
CACB,4/5/2016,5.7,SELL,,132.02,,,,,
CACB,3/17/2016,5.3899,BUY,,125.09,,,,,
CACB,3/14/2016,5.6501,SELL,,125.34,,,,,
CACB,2/19/2016,5.3335,BUY,,118.55,,,,,
CACB,2/17/2016,5.4015,SELL,,118.79,,,,,
CACB,2/4/2016,5.18,BUY,,114.15,,,,,
CACB,2/2/2016,5.214,SHORT,,113.87,,,,,
CACB,1/27/2016,5.1688,BUY,,113.34,,,,,
CACB,1/8/2016,5.7831,SHORT,,102.87,,,,,
CACB,1/6/2016,5.9222,BUY,,105.77,,,,,
CACB,1/4/2016,6.0028,SELL,,105.98,,,,,
CACB,12/16/2015,6.04,BUY,,106.85,,,,,
CACB,12/7/2015,6.02,SELL,,107.06,,,,,
CACB,11/12/2015,5.8899,BUY,,104.96,,,,,
CACB,11/9/2015,5.74,SELL,,105.17,,,,,
CACB,11/3/2015,5.749,BUY,,105.55,,,,,
CACB,10/30/2015,5.721,SELL,,105.76,,,,,
CACB,10/23/2015,5.609,BUY,,103.9,,,,,
CACB,10/21/2015,5.3905,SELL,,104.11,,,,,
CACB,10/16/2015,5.46,BUY,,105.66,,,,,
CACB,10/14/2015,5.4301,SELL,,105.87,,,,,
CACB,10/5/2015,5.4099,BUY,,105.69,,,,,
CACB,9/25/2015,5.33,SELL,,105.9,,,,,
CACB,9/24/2015,5.4,BUY,,107.51,,,,,
CACB,9/15/2015,5.33,SHORT,,109.38,,,,,
CACB,9/8/2015,5.337,BUY,,109.96,,,,,
CACB,8/20/2015,5.4603,SELL,,110.18,,,,,
CACB,8/13/2015,5.4484,BUY,,110.16,,,,,
CACB,8/11/2015,5.45,SELL,,110.38,,,,,
CACB,8/6/2015,5.4196,BUY,,109.98,,,,,
CACB,7/21/2015,5.301,SELL,,110.2,,,,,
CACB,7/15/2015,5.399,BUY,,112.46,,,,,
CACB,7/9/2015,5.2701,SELL,,112.69,,,,,
CACB,7/2/2015,5.248,BUY,,112.44,,,,,
CACB,6/29/2015,5.202,SELL,,112.67,,,,,
CACB,6/2/2015,4.97,BUY,,107.86,,,,,
CACB,5/26/2015,4.92,SELL,,108.08,,,,,
CACB,5/18/2015,4.9096,BUY,,108.07,,,,,
CACB,5/12/2015,4.8304,SHORT,,110.31,,,,,
CACB,5/7/2015,4.79,BUY,,109.83,,,,,
CACB,4/27/2015,5.01,SELL,,110.05,,,,,
CACB,4/21/2015,4.8299,BUY,,106.31,,,,,
CACB,4/17/2015,4.855,SELL,,106.52,,,,,
CACB,3/30/2015,4.84,BUY,,106.4,,,,,
CACB,3/16/2015,4.85,SELL,,106.61,,,,,
CACB,3/9/2015,4.775,BUY,,105.17,,,,,
CACB,3/3/2015,4.815,SELL,,105.38,,,,,
CACB,2/25/2015,4.78,BUY,,104.82,,,,,
CACB,2/19/2015,4.83,SELL,,105.03,,,,,
CACB,2/13/2015,4.786,BUY,,104.28,,,,,
CACB,2/10/2015,4.734,SELL,,104.49,,,,,
CACB,2/3/2015,4.7599,BUY,,105.27,,,,,
CACB,1/28/2015,4.705,SHORT,,106.94,,,,,
CACB,1/21/2015,4.45,BUY,,101.55,,,,,
CACB,1/2/2015,5.155,SELL,,101.75,,,,,
CACB,12/12/2014,4.778,BUY,,94.5,,,,,
CACB,12/10/2014,4.7,SHORT,,96.48,,,,,
CACB,12/3/2014,4.838,BUY,,99.71,,,,,
CACB,11/28/2014,4.925,SHORT,,98.37,,,,,
CACB,11/24/2014,4.898,BUY,,98.22,,,,,
CACB,11/12/2014,4.9525,SHORT,,97.54,,,,,
CACB,11/5/2014,5.025,BUY,,99.36,,,,,
CACB,11/3/2014,5.04,SHORT,,99.46,,,,,
CACB,10/22/2014,4.9749,BUY,,98.57,,,,,
CACB,10/17/2014,5.135,SELL,,98.77,,,,,
CACB,10/13/2014,5.19,BUY,,100.03,,,,,
CACB,10/9/2014,5.12,SELL,,100.23,,,,,
CACB,10/3/2014,5.09,BUY,,99.84,,,,,
CACB,10/1/2014,5.017,SHORT,,101.72,,,,,
CACB,9/29/2014,5.048,BUY,,102.76,,,,,
CACB,9/15/2014,5.17,SELL,,102.97,,,,,
CACB,9/5/2014,5.16,BUY,,102.98,,,,,
CACB,9/3/2014,5.09,SHORT,,104.83,,,,,
CACB,8/29/2014,5.16,BUY,,106.7,,,,,
CACB,8/22/2014,5.38,SELL,,106.91,,,,,
CACB,8/18/2014,5.215,BUY,,103.84,,,,,
CACB,8/1/2014,5.401,SELL,,104.05,,,,,
CACB,7/30/2014,5.359,BUY,,103.45,,,,,
CACB,7/25/2014,5.291,SELL,,103.66,,,,,
CACB,7/16/2014,5.356,BUY,,105.14,,,,,
CACB,7/8/2014,5.225,SELL,,105.35,,,,,
CACB,6/23/2014,4.94,BUY,,99.8,,,,,
,,,,,,,,,,
CACC,5/17/2016,176.115,BUY,,575.02,,,,,
CACC,4/22/2016,198.4176,SELL,,576.17,,,,,
CACC,4/12/2016,176.59,BUY,,513.81,,,,,
CACC,4/8/2016,175.73,SHORT,,518.41,,,,,
CACC,3/29/2016,182.81,BUY,,541.46,,,,,
CACC,3/22/2016,190.695,SHORT,,522.05,,,,,
CACC,3/17/2016,182.185,BUY,,500.75,,,,,
CACC,3/11/2016,207.855,SELL,,501.75,,,,,
CACC,2/1/2016,179.18,BUY,,433.4,,,,,
CACC,1/28/2016,179.48,SHORT,,434.41,,,,,
CACC,1/26/2016,180.93,BUY,,439.68,,,,,
CACC,1/8/2016,206.8,SHORT,,392.36,,,,,
CACC,1/6/2016,214.33,BUY,,408.28,,,,,
CACC,12/29/2015,215.115,SELL,,409.1,,,,,
CACC,12/24/2015,211.77,BUY,,403.55,,,,,
CACC,12/22/2015,208.44,SELL,,404.36,,,,,
CACC,12/16/2015,209.02,BUY,,406.3,,,,,
CACC,12/10/2015,230.81,SELL,,407.11,,,,,
CACC,11/23/2015,170.355,BUY,,301.08,,,,,
CACC,11/19/2015,175.97,SHORT,,292.94,,,,,
CACC,11/16/2015,169.47,BUY,,283.25,,,,,
CACC,10/29/2015,211.53,SELL,,283.82,,,,,
CACC,10/23/2015,208.206,BUY,,279.92,,,,,
CACC,10/20/2015,212.57,SELL,,280.48,,,,,
CACC,10/16/2015,217.766,BUY,,287.91,,,,,
CACC,10/12/2015,220.65,SELL,,288.49,,,,,
CACC,10/1/2015,197.08,BUY,,258.19,,,,,
CACC,9/22/2015,204.63,SELL,,258.71,,,,,
CACC,9/14/2015,203.29,BUY,,257.53,,,,,
CACC,9/4/2015,198.93,SHORT,,264.36,,,,,
CACC,8/21/2015,192.42,BUY,,256.73,,,,,
CACC,8/5/2015,238.16,SHORT,,216.23,,,,,
CACC,7/29/2015,229.5,BUY,,209.2,,,,,
CACC,7/24/2015,228.75,SHORT,,210.73,,,,,
CACC,7/20/2015,233.89,BUY,,216.33,,,,,
CACC,7/9/2015,259.49,SELL,,216.76,,,,,
CACC,6/22/2015,231.69,BUY,,193.93,,,,,
CACC,5/29/2015,236.275,SELL,,194.32,,,,,
CACC,5/21/2015,234.91,BUY,,193.58,,,,,
CACC,5/18/2015,230.0101,SELL,,193.97,,,,,
CACC,4/14/2015,200.67,BUY,,169.57,,,,,
CACC,4/7/2015,196.24,SELL,,169.91,,,,,
CACC,3/31/2015,194.82,BUY,,169.02,,,,,
CACC,3/25/2015,189.23,SELL,,169.36,,,,,
CACC,3/17/2015,196.18,BUY,,175.93,,,,,
CACC,3/13/2015,189.07,SELL,,176.28,,,,,
CACC,3/10/2015,186.6,BUY,,174.33,,,,,
CACC,3/5/2015,184.01,SELL,,174.68,,,,,
CACC,2/24/2015,181.38,BUY,,172.53,,,,,
CACC,2/20/2015,172.47,SELL,,172.88,,,,,
CACC,2/11/2015,173.63,BUY,,174.39,,,,,
CACC,2/6/2015,170.51,SELL,,174.74,,,,,
CACC,1/29/2015,139.17,BUY,,142.91,,,,,
CACC,1/23/2015,139.03,SELL,,143.2,,,,,
CACC,1/14/2015,134.12,BUY,,138.42,,,,,
CACC,12/30/2014,137.77,SHORT,,135.39,,,,,
CACC,12/18/2014,138.19,BUY,,136.35,,,,,
CACC,11/28/2014,149.75,SHORT,,127.09,,,,,
CACC,11/24/2014,151.54,BUY,,129.13,,,,,
CACC,11/13/2014,161.59,SELL,,129.39,,,,,
CACC,11/5/2014,148.97,BUY,,119.52,,,,,
CACC,11/3/2014,145.92,SELL,,119.76,,,,,
CACC,10/14/2014,125.05,BUY,,102.84,,,,,
CACC,10/7/2014,124.7,SELL,,103.05,,,,,
CACC,9/18/2014,124.94,BUY,,103.46,,,,,
CACC,9/10/2014,123.45,SELL,,103.67,,,,,
CACC,9/5/2014,123.945,BUY,,104.29,,,,,
CACC,8/27/2014,125.53,SELL,,104.5,,,,,
CACC,8/11/2014,121.3,BUY,,101.18,,,,,
CACC,7/8/2014,125.22,SHORT,,98.5,,,,,
CACC,7/2/2014,124.88,BUY,,98.63,,,,,
CACC,6/19/2014,127.32,SHORT,,97.16,,,,,
CACC,6/5/2014,129.24,BUY,,99.02,,,,,
CACC,6/3/2014,128.75,SHORT,,99.8,,,,,
,,,,,,,,,,
CACQ,5/24/2016,8.96,BUY,,"1,270.04",,,,,
CACQ,5/18/2016,9.08,SELL,,"1,272.59",,,,,
CACQ,5/11/2016,8.75,BUY,,"1,228.80",,,,,
CACQ,4/27/2016,7.89,SELL,,"1,231.26",,,,,
CACQ,4/7/2016,5.66,BUY,,885.03,,,,,
CACQ,4/1/2016,6,SELL,,886.8,,,,,
CACQ,3/18/2016,5.41,BUY,,801.2,,,,,
CACQ,3/1/2016,5.93,SELL,,802.81,,,,,
CACQ,2/10/2016,5.1299,BUY,,695.88,,,,,
CACQ,2/1/2016,5.705,SELL,,697.27,,,,,
CACQ,1/14/2016,5.0482,BUY,,618.23,,,,,
CACQ,12/30/2015,7.17,SHORT,,478.97,,,,,
CACQ,12/22/2015,7.33,BUY,,491.62,,,,,
CACQ,12/18/2015,7.42,SELL,,492.61,,,,,
CACQ,12/10/2015,7.29,BUY,,484.95,,,,,
CACQ,12/3/2015,7.84,SELL,,485.92,,,,,
CACQ,11/20/2015,6.71,BUY,,416.72,,,,,
CACQ,11/10/2015,7.82,SELL,,417.56,,,,,
CACQ,10/28/2015,7.249,BUY,,387.85,,,,,
CACQ,10/20/2015,7.35,SELL,,388.63,,,,,
CACQ,10/15/2015,7.45,BUY,,394.71,,,,,
CACQ,10/12/2015,7.355,SELL,,395.5,,,,,
CACQ,9/29/2015,6.994,BUY,,376.84,,,,,
CACQ,9/22/2015,7.61,SELL,,377.6,,,,,
CACQ,9/14/2015,7.21,BUY,,358.47,,,,,
CACQ,9/4/2015,7.002,SELL,,359.19,,,,,
CACQ,8/27/2015,7.19,BUY,,369.57,,,,,
CACQ,8/25/2015,7.08,SELL,,370.31,,,,,
CACQ,8/17/2015,7.19,BUY,,376.82,,,,,
CACQ,8/13/2015,7.18,SELL,,377.58,,,,,
CACQ,8/6/2015,6.7,BUY,,353.04,,,,,
CACQ,7/17/2015,7.815,SELL,,353.75,,,,,
CACQ,7/7/2015,6.58,BUY,,298.44,,,,,
CACQ,6/23/2015,7.21,SHORT,,275.56,,,,,
CACQ,6/18/2015,6.915,BUY,,265.35,,,,,
CACQ,6/15/2015,7.99,SELL,,265.88,,,,,
CACQ,6/12/2015,8.32,BUY,,277.42,,,,,
CACQ,5/18/2015,7.95,SELL,,277.98,,,,,
CACQ,5/4/2015,6.45,BUY,,225.98,,,,,
CACQ,4/30/2015,6.35,SHORT,,230.52,,,,,
CACQ,4/28/2015,6.3,BUY,,229.62,,,,,
CACQ,4/20/2015,7.08,SELL,,230.08,,,,,
CACQ,4/9/2015,6.45,BUY,,210.03,,,,,
CACQ,4/7/2015,6.44,SHORT,,211.2,,,,,
CACQ,3/31/2015,6.608,BUY,,217.58,,,,,
CACQ,3/25/2015,6.925,SHORT,,208.89,,,,,
CACQ,3/20/2015,6.91,BUY,,209.27,,,,,
CACQ,2/23/2015,7.77,SHORT,,189.17,,,,,
CACQ,2/13/2015,7.61,BUY,,186.02,,,,,
CACQ,2/9/2015,7.99,SHORT,,178.29,,,,,
CACQ,2/5/2015,8.06,BUY,,180.57,,,,,
CACQ,1/12/2015,9.695,SHORT,,155.13,,,,,
CACQ,1/8/2015,9.57,BUY,,153.74,,,,,
CACQ,1/2/2015,10.29,SELL,,154.05,,,,,
CACQ,12/23/2014,9.76,BUY,,146.41,,,,,
CACQ,12/1/2014,10.415,SELL,,146.7,,,,,
CACQ,11/26/2014,10.352,BUY,,146.1,,,,,
CACQ,11/24/2014,10.33,SELL,,146.39,,,,,
CACQ,11/20/2014,10.4,BUY,,147.68,,,,,
CACQ,11/10/2014,10.32,SELL,,147.98,,,,,
CACQ,10/27/2014,9.085,BUY,,130.53,,,,,
CACQ,10/22/2014,8.92,SHORT,,133.52,,,,,
CACQ,10/15/2014,8.825,BUY,,132.63,,,,,
CACQ,10/7/2014,9.34,SHORT,,126.2,,,,,
CACQ,10/3/2014,9.36,BUY,,126.98,,,,,
CACQ,9/4/2014,10.69,SHORT,,113.38,,,,,
CACQ,8/26/2014,10.77,BUY,,114.69,,,,,
CACQ,7/28/2014,11.51,SHORT,,108.19,,,,,
CACQ,7/22/2014,11.82,BUY,,111.55,,,,,
CACQ,7/1/2014,12.0875,SELL,,111.77,,,,,
CACQ,6/13/2014,11.37,BUY,,105.35,,,,,
CACQ,6/6/2014,12.146,SHORT,,99.42,,,,,
CACQ,6/3/2014,12.144,BUY,,99.8,,,,,
,CADC,,,,,,,,,
CADC,8/10/2015,3.47,QUIT,,116.35,,,,,
CADC,7/13/2015,3.7478,SHORT,,108.54,,,,,
CADC,7/6/2015,3.954,BUY,,114.97,,,,,
CADC,6/26/2015,3.941,SELL,,115.2,,,,,
CADC,6/23/2015,4.2641,BUY,,124.89,,,,,
CADC,6/19/2015,4.43,SELL,,125.14,,,,,
CADC,6/10/2015,4.0089,BUY,,113.47,,,,,
CADC,5/12/2015,4.2105,SELL,,113.7,,,,,
CADC,5/7/2015,4.065,BUY,,109.99,,,,,
CADC,4/17/2015,4.113,SELL,,110.21,,,,,
CADC,4/14/2015,4.1599,BUY,,111.69,,,,,
CADC,3/17/2015,3.9939,SHORT,,117,,,,,
CADC,3/13/2015,4.0961,BUY,,120.48,,,,,
CADC,2/17/2015,5.0551,SELL,,120.72,,,,,
CADC,1/21/2015,5.09,BUY,,121.8,,,,,
CADC,1/14/2015,4.935,SELL,,122.04,,,,,
CADC,1/6/2015,4.46,BUY,,110.51,,,,,
CADC,12/11/2014,5.381,SELL,,110.73,,,,,
