,Date,Price,Signal,,,,,,,
,3/13/2015,34.7778,BUY,,105.39,,,,,
,3/5/2015,35.698,SELL,,105.6,,,,,
,1/16/2015,33.669,BUY,,99.8,,,,,
,CIZN,,,,,,,,,
,11/2/2015,20.95,QUIT,,94.72,,,,,
,10/16/2015,20.97,SELL,,94.72,,,,,
,9/28/2015,21.384,BUY,,96.78,,,,,
,9/22/2015,20.701,SELL,,96.97,,,,,
,9/18/2015,19.644,BUY,,92.2,,,,,
,8/24/2015,19.27,SHORT,,94.4,,,,,
,8/19/2015,19.7999,BUY,,97.38,,,,,
,7/27/2015,20.2165,SHORT,,95.8,,,,,
,7/20/2015,20.4529,BUY,,97.31,,,,,
,9/12/2014,18.536,QUIT,,97.51,,,,,
,8/29/2014,18.57,BUY,,97.88,,,,,
,8/5/2014,18.5512,SELL,,98.08,,,,,
,7/22/2014,18.8393,BUY,,99.8,,,,,
,CJJD,,,,,,,,,
,5/23/2016,1.6119,BUY,,143.33,,,,,
,5/19/2016,1.6,SHORT,,144.98,,,,,
,5/10/2016,1.63,BUY,,148.29,,,,,
,5/5/2016,1.6319,SELL,,148.59,,,,,
,4/28/2016,1.663,BUY,,151.73,,,,,
,4/13/2016,1.6538,SELL,,152.03,,,,,
,4/6/2016,1.6142,BUY,,148.69,,,,,
,3/30/2016,1.5872,SELL,,148.99,,,,,
,3/28/2016,1.6214,BUY,,152.51,,,,,
,3/22/2016,1.6497,SELL,,152.82,,,,,
,3/10/2016,1.625,BUY,,150.83,,,,,
,3/1/2016,1.625,SELL,,151.13,,,,,
,2/25/2016,1.679,BUY,,156.47,,,,,
,2/22/2016,1.641,SELL,,156.78,,,,,
,2/10/2016,1.65,BUY,,157.96,,,,,
,1/8/2016,1.7941,SHORT,,146.8,,,,,
,1/6/2016,1.854,BUY,,152.31,,,,,
,12/29/2015,1.8466,SELL,,152.62,,,,,
,12/16/2015,1.8744,BUY,,155.23,,,,,
,12/14/2015,1.8357,SELL,,155.54,,,,,
,12/8/2015,2.0143,BUY,,171.02,,,,,
,11/9/2015,1.8368,SELL,,171.36,,,,,
,10/28/2015,1.83,BUY,,171.07,,,,,
,10/20/2015,1.888,SELL,,171.41,,,,,
,10/16/2015,1.872,BUY,,170.3,,,,,
,10/6/2015,1.85,SELL,,170.64,,,,,
,10/2/2015,1.8252,BUY,,168.69,,,,,
,9/25/2015,1.878,SELL,,169.03,,,,,
,9/22/2015,1.882,BUY,,169.73,,,,,
,9/4/2015,1.77,SHORT,,181.92,,,,,
,8/27/2015,1.8249,BUY,,188.31,,,,,
,8/21/2015,1.9901,SHORT,,174.57,,,,,
,8/17/2015,2.2691,BUY,,199.84,,,,,
,7/21/2015,2.6601,SHORT,,174.93,,,,,
,7/17/2015,3.0699,BUY,,202.69,,,,,
,7/9/2015,2.69,SHORT,,236.97,,,,,
,7/2/2015,3.3,BUY,,291.87,,,,,
,6/26/2015,3.33,SELL,,292.45,,,,,
,6/24/2015,3.51,BUY,,308.88,,,,,
,6/16/2015,3.5704,SELL,,309.5,,,,,
,6/8/2015,3.414,BUY,,296.54,,,,,
,5/18/2015,3.876,SELL,,297.13,,,,,
,5/8/2015,3.6201,BUY,,278.07,,,,,
,4/30/2015,3.9449,SELL,,278.63,,,,,
,4/16/2015,3.2099,BUY,,227.17,,,,,
,4/10/2015,3.1125,SELL,,227.63,,,,,
,4/2/2015,2.8075,BUY,,205.74,,,,,
,3/25/2015,2.735,SHORT,,212.19,,,,,
,3/12/2015,2.685,BUY,,209.15,,,,,
,3/2/2015,2.935,SELL,,209.57,,,,,
,2/20/2015,2.6733,BUY,,191.27,,,,,
,2/9/2015,2.5962,SHORT,,197.91,,,,,
,1/26/2015,2.745,BUY,,210.09,,,,,
,1/21/2015,2.9414,SELL,,210.51,,,,,
,1/12/2015,3.029,BUY,,217.21,,,,,
,1/2/2015,2.896,SELL,,217.65,,,,,
,12/22/2014,2.0435,BUY,,153.89,,,,,
,12/17/2014,2.1066,SELL,,154.2,,,,,
,12/5/2014,2.0832,BUY,,152.79,,,,,
,11/14/2014,1.99,SELL,,153.1,,,,,
,11/11/2014,1.8091,BUY,,139.46,,,,,
,11/4/2014,1.7501,SELL,,139.74,,,,,
,10/24/2014,1.442,BUY,,115.37,,,,,
,10/22/2014,1.493,SHORT,,112.01,,,,,
,10/16/2014,1.4828,BUY,,111.69,,,,,
,10/1/2014,1.8951,SELL,,111.91,,,,,
,9/29/2014,1.925,BUY,,113.9,,,,,
,9/24/2014,2.1501,SELL,,114.13,,,,,
,9/22/2014,1.499,BUY,,79.73,,,,,
,9/18/2014,1.3781,SHORT,,87.75,,,,,
,9/16/2014,1.4219,BUY,,90.9,,,,,
,9/12/2014,1.3781,SHORT,,94.26,,,,,
,9/8/2014,1.422,BUY,,97.65,,,,,
,8/18/2014,1.425,SHORT,,97.84,,,,,
,8/12/2014,1.485,BUY,,102.37,,,,,
,8/1/2014,1.515,SELL,,102.58,,,,,
,7/22/2014,1.5618,BUY,,105.96,,,,,
,7/9/2014,1.5981,SELL,,106.17,,,,,
,7/1/2014,1.467,BUY,,97.66,,,,,
,6/27/2014,1.498,SHORT,,96.06,,,,,
,6/17/2014,1.605,BUY,,103.33,,,,,
,6/12/2014,1.661,SHORT,,100.36,,,,,
,6/10/2014,1.6748,BUY,,101.6,,,,,
,6/2/2014,1.7126,SHORT,,99.8,,,,,
,CKEC,,,,,,,,,
,5/25/2016,29.83,BUY,,403.41,,,,,
,4/27/2016,29.96,SHORT,,403.28,,,,,
,4/12/2016,30,BUY,,405.44,,,,,
,3/31/2016,30.19,SELL,,406.25,,,,,
,3/22/2016,29.75,BUY,,401.13,,,,,
,3/14/2016,29.95,SELL,,401.93,,,,,
,2/23/2016,20.1,BUY,,270.28,,,,,
,2/19/2016,20.29,SHORT,,268.85,,,,,
,2/16/2016,20.475,BUY,,272.39,,,,,
,2/5/2016,21.73,SHORT,,258.55,,,,,
,1/29/2016,21.5,BUY,,256.84,,,,,
,1/25/2016,21.995,SHORT,,252.19,,,,,
,1/21/2016,21.395,BUY,,246.29,,,,,
,1/15/2016,21.88,SELL,,246.78,,,,,
,1/12/2016,22.81,BUY,,257.78,,,,,
,12/28/2015,22.78,SELL,,258.3,,,,,
,12/22/2015,22.91,BUY,,260.29,,,,,
,11/23/2015,21.925,SHORT,,273.63,,,,,
,11/18/2015,22.19,BUY,,278.05,,,,,
,11/4/2015,25.81,SELL,,278.61,,,,,
,10/26/2015,24.56,BUY,,265.65,,,,,
,10/21/2015,24.49,SELL,,266.18,,,,,
,10/19/2015,24.53,BUY,,267.15,,,,,
,10/12/2015,24.18,SELL,,267.69,,,,,
,10/1/2015,20.17,BUY,,223.74,,,,,
,9/2/2015,23.26,SELL,,224.19,,,,,
,8/26/2015,22.48,BUY,,217.11,,,,,
,8/4/2015,24.799,SHORT,,199.34,,,,,
,7/31/2015,24.63,BUY,,198.78,,,,,
,7/16/2015,27.86,SELL,,199.18,,,,,
,7/2/2015,26.73,BUY,,191.48,,,,,
,6/24/2015,28.13,SHORT,,183.13,,,,,
,6/22/2015,27.745,BUY,,181.35,,,,,
,6/11/2015,28.86,SELL,,181.71,,,,,
,6/4/2015,27.28,BUY,,172.11,,,,,
,5/20/2015,28.47,SHORT,,165.87,,,,,
,5/15/2015,29.31,BUY,,171.45,,,,,
,4/30/2015,31.34,SHORT,,161.67,,,,,
,4/20/2015,31.981,BUY,,165.64,,,,,
,3/24/2015,34.21,SELL,,165.97,,,,,
,3/19/2015,32.434,BUY,,157.67,,,,,
,3/17/2015,32.502,SELL,,157.99,,,,,
,3/12/2015,30.59,BUY,,148.99,,,,,
,2/23/2015,31.19,SELL,,149.29,,,,,
,2/12/2015,28.23,BUY,,135.39,,,,,
,2/6/2015,28.12,SELL,,135.66,,,,,
,2/4/2015,28.13,BUY,,135.98,,,,,
,1/30/2015,28.122,SELL,,136.25,,,,,
,1/22/2015,26.208,BUY,,127.23,,,,,
,1/20/2015,26.252,SELL,,127.48,,,,,
,1/8/2015,25.41,BUY,,123.64,,,,,
,12/31/2014,26.55,SHORT,,119.03,,,,,
,12/22/2014,25.73,BUY,,115.82,,,,,
,12/4/2014,28.07,SELL,,116.05,,,,,
,11/6/2014,27.925,BUY,,115.68,,,,,
,11/3/2014,31.675,SELL,,115.91,,,,,
,10/10/2014,29.53,BUY,,108.28,,,,,
,8/21/2014,34.36,SELL,,108.5,,,,,
,8/5/2014,32.33,BUY,,102.29,,,,,
,7/31/2014,31.53,SHORT,,105.37,,,,,
,7/25/2014,31.715,BUY,,106.41,,,,,
,7/2/2014,34.688,SHORT,,98.4,,,,,
,6/25/2014,35.04,BUY,,99.8,,,,,
,CLBH,,,,,,,,,
,5/11/2016,15.77,QUIT,,125.68,,,,,
,5/2/2016,15.9801,SELL,,125.68,,,,,
,3/21/2016,15.395,BUY,,121.32,,,,,
,3/15/2016,15.2321,SELL,,121.56,,,,,
,3/7/2016,14.6881,BUY,,117.45,,,,,
,3/3/2016,14.892,SHORT,,116.33,,,,,
,2/17/2016,14.7153,BUY,,115.41,,,,,
,1/14/2016,17.9073,SELL,,115.64,,,,,
,12/30/2015,18.38,BUY,,118.93,,,,,
,12/24/2015,18.105,SELL,,119.17,,,,,
,12/16/2015,17.52,BUY,,115.55,,,,,
,12/10/2015,17.075,SELL,,115.78,,,,,
,10/23/2015,14.77,BUY,,100.35,,,,,
,10/19/2015,14.57,SELL,,100.55,,,,,
,10/1/2015,13.1849,BUY,,91.17,,,,,
,9/25/2015,13.38,SELL,,91.35,,,,,
,9/22/2015,13.5153,BUY,,92.46,,,,,
,9/16/2015,13.755,SELL,,92.65,,,,,
,9/4/2015,12.75,BUY,,86.05,,,,,
,9/2/2015,12.613,SELL,,86.22,,,,,
,8/14/2015,12.697,BUY,,86.97,,,,,
,8/12/2015,12.735,SELL,,87.14,,,,,
,8/3/2015,12.3799,BUY,,84.88,,,,,
,7/22/2015,12.2701,SELL,,85.05,,,,,
,7/10/2015,12.565,BUY,,87.27,,,,,
,10/28/2014,9.8399,QUIT,,87.44,,,,,
,10/17/2014,9.84,BUY,,87.62,,,,,
,10/15/2014,9.69,SHORT,,89.35,,,,,
,10/8/2014,9.71,BUY,,89.89,,,,,
,9/30/2014,9.9,SELL,,90.07,,,,,
,9/19/2014,9.88,BUY,,90.07,,,,,
,9/18/2014,9.76,SHORT,,91.56,,,,,
,9/16/2014,9.8251,BUY,,92.54,,,,,
,9/3/2014,9.935,SHORT,,91.89,,,,,
,8/26/2014,9.995,BUY,,92.82,,,,,
,8/12/2014,10.14,SHORT,,91.88,,,,,
,8/7/2014,10.081,BUY,,91.71,,,,,
,7/29/2014,10.461,SELL,,91.89,,,,,
,7/23/2014,10.4999,BUY,,92.42,,,,,
,7/21/2014,10,SHORT,,97.67,,,,,
,7/8/2014,9.97,BUY,,97.77,,,,,
,6/23/2014,10.185,SELL,,97.97,,,,,
,6/13/2014,10.222,BUY,,98.52,,,,,
,6/11/2014,10.07,SELL,,98.72,,,,,
,6/4/2014,10.1599,BUY,,99.8,,,,,
,CLBS,,,,,,,,,
,5/10/2016,0.6793,SELL,,471.06,,,,,
,4/21/2016,0.701,BUY,,487.08,,,,,
,4/12/2016,0.6781,SHORT,,506.13,,,,,
,4/5/2016,0.76,BUY,,569.53,,,,,
,3/23/2016,0.8101,SELL,,570.67,,,,,
,3/9/2016,0.5911,BUY,,417.23,,,,,
,2/24/2016,0.599,SELL,,418.07,,,,,
,2/16/2016,0.501,BUY,,350.37,,,,,
,2/9/2016,0.519,SHORT,,339.98,,,,,
,2/5/2016,0.531,BUY,,349.24,,,,,
,1/20/2016,0.6004,SHORT,,314.31,,,,,
,1/13/2016,0.5308,BUY,,278.99,,,,,
,12/31/2015,1.0801,SHORT,,185.68,,,,,
,12/24/2015,1.132,BUY,,195.38,,,,,
,12/3/2015,1.185,SHORT,,187.77,,,,,
,11/20/2015,1.185,BUY,,188.52,,,,,
,11/10/2015,1.308,SELL,,188.9,,,,,
,10/30/2015,1.2132,BUY,,175.56,,,,,
,10/16/2015,1.37,SHORT,,158.16,,,,,
,10/13/2015,1.402,BUY,,162.5,,,,,
,9/15/2015,1.8765,SELL,,162.83,,,,,
,8/28/2015,1.375,BUY,,119.55,,,,,
,8/20/2015,1.3684,SHORT,,120.61,,,,,
,8/11/2015,1.3347,BUY,,118.11,,,,,
,7/23/2015,1.855,SHORT,,92.61,,,,,
,7/21/2015,1.915,BUY,,95.99,,,,,
,6/25/2015,1.985,SHORT,,93.09,,,,,
,6/23/2015,2.01,BUY,,94.64,,,,,
,6/5/2015,2.3177,SHORT,,83.88,,,,,
,6/3/2015,2.325,BUY,,84.48,,,,,
,6/1/2015,2.145,SHORT,,92.59,,,,,
,5/21/2015,2.388,BUY,,103.49,,,,,
,4/29/2015,2.904,SELL,,103.7,,,,,
,4/23/2015,2.905,BUY,,103.94,,,,,
,4/17/2015,2.835,SHORT,,107,,,,,
,4/6/2015,2.73,BUY,,103.45,,,,,
,3/17/2015,3.753,SELL,,103.66,,,,,
,3/10/2015,3.887,BUY,,107.58,,,,,
,3/6/2015,3.963,SELL,,107.8,,,,,
,3/3/2015,3.827,BUY,,104.31,,,,,
,2/24/2015,3.95,SELL,,104.52,,,,,
,2/12/2015,3.5139,BUY,,93.17,,,,,
,2/4/2015,3.5125,SHORT,,93.58,,,,,
,1/27/2015,3.59,BUY,,96.03,,,,,
,1/14/2015,3.8401,SELL,,96.22,,,,,
,1/12/2015,4.0399,BUY,,101.43,,,,,
,1/5/2015,3.685,SELL,,101.63,,,,,
,12/17/2014,3.24,BUY,,89.54,,,,,
,11/19/2014,4.7225,SELL,,89.72,,,,,
,11/11/2014,5.106,BUY,,97.2,,,,,
,10/27/2014,5.22,SHORT,,95.5,,,,,
,10/14/2014,5.15,BUY,,94.6,,,,,
,10/7/2014,5.18,SHORT,,94.43,,,,,
,9/25/2014,5.3399,BUY,,97.74,,,,,
,9/10/2014,5.53,SHORT,,94.87,,,,,
,9/8/2014,5.589,BUY,,96.27,,,,,
,8/29/2014,5.75,SHORT,,94.02,,,,,
,8/26/2014,5.789,BUY,,95.04,,,,,
,8/8/2014,6.131,SELL,,95.23,,,,,
,7/22/2014,6,BUY,,93.38,,,,,
,7/17/2014,5.81,SHORT,,96.92,,,,,
,7/11/2014,5.9589,BUY,,99.8,,,,,
,CLCD,,,,,,,,,
,5/24/2016,6.01,BUY,,385.1,,,,,
,4/29/2016,6.965,SELL,,385.87,,,,,
,4/1/2016,6.3,BUY,,349.73,,,,,
,3/10/2016,6.7701,SELL,,350.43,,,,,
,3/2/2016,6.05,BUY,,313.78,,,,,
,2/25/2016,5.662,SELL,,314.41,,,,,
,2/22/2016,5.494,BUY,,305.69,,,,,
,2/9/2016,5.464,SHORT,,308.61,,,,,
,2/5/2016,5.526,BUY,,313.36,,,,,
,1/11/2016,7.785,SELL,,313.99,,,,,
,12/10/2015,6.61,BUY,,267.13,,,,,
,12/7/2015,6.925,SELL,,267.67,,,,,
,11/20/2015,4.7565,BUY,,184.22,,,,,
,11/17/2015,4.55,SELL,,184.59,,,,,
,11/12/2015,4.59,BUY,,186.59,,,,,
,11/6/2015,4.54,SELL,,186.96,,,,,
,11/2/2015,3.815,BUY,,157.42,,,,,
,10/21/2015,4.03,SHORT,,150.05,,,,,
,10/16/2015,3.92,BUY,,146.54,,,,,
,10/8/2015,4.32,SHORT,,134.66,,,,,
,10/2/2015,4.08,BUY,,127.69,,,,,
,9/22/2015,7.13,SELL,,127.95,,,,,
,9/16/2015,6.4,BUY,,115.08,,,,,
,9/14/2015,6.41,SHORT,,115.36,,,,,
,9/8/2015,6.09,BUY,,110.04,,,,,
,9/3/2015,6.05,SHORT,,111.22,,,,,
,8/28/2015,6.4701,BUY,,119.42,,,,,
,8/18/2015,7.7101,SHORT,,103.29,,,,,
,8/14/2015,7.42,BUY,,99.8,,,,,
,CLCT,,,,,,,,,
,5/24/2016,19.01,BUY,,262.07,,,,,
,5/19/2016,18.97,SELL,,262.6,,,,,
,5/3/2016,17.3679,BUY,,240.9,,,,,
,4/29/2016,17.39,SELL,,241.38,,,,,
,4/8/2016,16.51,BUY,,229.62,,,,,
,4/5/2016,16.35,SELL,,230.08,,,,,
,3/31/2016,16.5,BUY,,232.66,,,,,
,3/22/2016,16.975,SELL,,233.13,,,,,
,2/25/2016,15.53,BUY,,213.71,,,,,
,2/5/2016,15.127,SELL,,214.14,,,,,
,1/15/2016,14.24,BUY,,201.99,,,,,
,1/8/2016,15.415,SHORT,,188.44,,,,,
,12/21/2015,15.908,BUY,,195.25,,,,,
,12/8/2015,16.4134,SELL,,195.64,,,,,
,11/18/2015,15.704,BUY,,187.56,,,,,
,10/27/2015,17.2,SELL,,187.94,,,,,
,10/23/2015,17.46,BUY,,191.16,,,,,
,10/19/2015,17.4,SELL,,191.54,,,,,
,10/6/2015,15.679,BUY,,172.94,,,,,
,10/2/2015,14.93,SHORT,,182.8,,,,,
,9/30/2015,14.91,BUY,,183.29,,,,,
,9/2/2015,17.88,SHORT,,157.81,,,,,
,8/27/2015,18.46,BUY,,163.58,,,,,
,8/20/2015,19.181,SHORT,,158.29,,,,,
,8/11/2015,19.635,BUY,,162.69,,,,,
,7/27/2015,20.013,SHORT,,160.31,,,,,
,7/23/2015,20.057,BUY,,161.31,,,,,
,7/9/2015,19.88,SHORT,,163.41,,,,,
,7/2/2015,20.3,BUY,,167.53,,,,,
,6/18/2015,21.32,SHORT,,160.52,,,,,
,6/15/2015,21.55,BUY,,162.9,,,,,
,6/9/2015,22.1,SHORT,,159.58,,,,,
,5/27/2015,21.26,BUY,,154.13,,,,,
,5/20/2015,22.872,SHORT,,144.56,,,,,
,5/15/2015,22.225,BUY,,141.03,,,,,
,5/5/2015,23.0616,SELL,,141.31,,,,,
,4/10/2015,22.3998,BUY,,137.53,,,,,
,4/8/2015,22.5002,SELL,,137.81,,,,,
,4/2/2015,22.7148,BUY,,139.4,,,,,
,3/27/2015,22.61,SELL,,139.68,,,,,
,3/19/2015,22.08,BUY,,136.68,,,,,
,3/2/2015,22.745,SHORT,,133.33,,,,,
,2/12/2015,22.9798,BUY,,135.25,,,,,
,2/5/2015,24.1902,SELL,,135.52,,,,,
,2/3/2015,24.1398,BUY,,135.51,,,,,
,1/30/2015,23.641,SELL,,135.78,,,,,
,1/23/2015,22.299,BUY,,128.33,,,,,
,1/16/2015,20.77,SELL,,128.59,,,,,
,1/8/2015,20.33,BUY,,126.12,,,,,
,12/31/2014,21.03,SHORT,,122.55,,,,,
,12/17/2014,20.185,BUY,,118.1,,,,,
,12/8/2014,22.4851,SELL,,118.34,,,,,
,11/24/2014,21.78,BUY,,114.86,,,,,
,11/11/2014,23.13,SELL,,115.09,,,,,
,10/24/2014,22.89,BUY,,114.12,,,,,
,10/20/2014,22.623,SELL,,114.35,,,,,
,10/16/2014,22.978,BUY,,116.38,,,,,
,10/9/2014,22.62,SELL,,116.61,,,,,
,9/24/2014,21.37,BUY,,110.39,,,,,
,9/22/2014,21.076,SELL,,110.61,,,,,
,9/17/2014,21.034,BUY,,110.61,,,,,
,9/15/2014,20.766,SELL,,110.83,,,,,
,9/11/2014,20.504,BUY,,109.65,,,,,
,9/9/2014,20.435,SELL,,109.87,,,,,
,8/29/2014,20.03,BUY,,107.91,,,,,
,8/25/2014,20.0675,SELL,,108.13,,,,,
,7/30/2014,19.83,BUY,,107.06,,,,,
,7/24/2014,19.6202,SHORT,,108.65,,,,,
,7/14/2014,19.05,BUY,,105.92,,,,,
,6/30/2014,20.26,SHORT,,100.35,,,,,
,6/25/2014,20.66,BUY,,102.74,,,,,
,6/11/2014,21.45,SELL,,102.95,,,,,
,6/5/2014,20.753,BUY,,99.8,,,,,
,CLDX,,,,,,,,,
,5/9/2016,3.7,BUY,,507.58,,,,,
,5/4/2016,4.065,SHORT,,467.63,,,,,
,4/28/2016,4.09,BUY,,472.39,,,,,
,4/19/2016,4.4426,SELL,,473.34,,,,,
,4/15/2016,4.62,BUY,,493.23,,,,,
,4/11/2016,4.63,SELL,,494.22,,,,,
,3/31/2016,3.72,BUY,,397.88,,,,,
,3/24/2016,3.53,SHORT,,422.2,,,,,
,3/18/2016,3.2,BUY,,384.27,,,,,
,3/8/2016,3.86,SELL,,385.04,,,,,
,2/26/2016,7.05,BUY,,704.65,,,,,
,2/18/2016,7.48,SHORT,,669.02,,,,,
,2/12/2016,6.99,BUY,,627.7,,,,,
,1/25/2016,11.1158,SHORT,,459.62,,,,,
,1/21/2016,11.3342,BUY,,470.53,,,,,
,12/31/2015,16.0143,SELL,,471.47,,,,,
,12/16/2015,14.8299,BUY,,437.48,,,,,
,12/2/2015,17.8,SELL,,438.36,,,,,
,11/23/2015,17.15,BUY,,423.2,,,,,
,11/12/2015,14.565,SELL,,424.05,,,,,
,11/3/2015,12.945,BUY,,377.64,,,,,
,10/29/2015,13.48,SELL,,378.4,,,,,
,10/26/2015,13.29,BUY,,373.81,,,,,
,10/20/2015,13.56,SELL,,374.56,,,,,
,10/9/2015,11.98,BUY,,331.58,,,,,
,10/6/2015,11.63,SHORT,,343.24,,,,,
,10/2/2015,10.655,BUY,,315.73,,,,,
,9/16/2015,15.444,SELL,,316.36,,,,,
,9/11/2015,14.94,BUY,,306.65,,,,,
,9/1/2015,14.485,SHORT,,317.86,,,,,
,8/27/2015,14.6999,BUY,,323.87,,,,,
,7/30/2015,23.67,SHORT,,235.81,,,,,
,7/28/2015,24.52,BUY,,245.26,,,,,
,7/21/2015,26.36,SELL,,245.75,,,,,
,7/6/2015,25.25,BUY,,235.87,,,,,
,6/24/2015,26.18,SHORT,,228.69,,,,,
,6/18/2015,24.675,BUY,,216.41,,,,,
,6/2/2015,28.35,SELL,,216.84,,,,,
,5/4/2015,24.9399,BUY,,191.14,,,,,
,4/28/2015,25.7801,SELL,,191.52,,,,,
,4/22/2015,28.12,BUY,,209.32,,,,,
,4/16/2015,28.04,SELL,,209.74,,,,,
,4/8/2015,27.33,BUY,,204.84,,,,,
,4/2/2015,26.9,SHORT,,209,,,,,
,3/30/2015,27.84,BUY,,217.17,,,,,
,3/23/2015,29.79,SELL,,217.61,,,,,
,3/12/2015,29.51,BUY,,216,,,,,
,3/9/2015,29.36,SELL,,216.43,,,,,
,2/24/2015,24.529,BUY,,181.18,,,,,
,2/19/2015,21.6295,SELL,,181.54,,,,,
,2/10/2015,19.77,BUY,,166.27,,,,,
,1/28/2015,22.29,SELL,,166.6,,,,,
,1/20/2015,20.83,BUY,,156,,,,,
,1/13/2015,18.5365,SELL,,156.31,,,,,
,12/17/2014,16.885,BUY,,142.67,,,,,
,11/25/2014,20.62,SELL,,142.96,,,,,
,11/17/2014,16.64,BUY,,115.6,,,,,
,11/3/2014,16.73,SELL,,115.83,,,,,
,10/24/2014,15.43,BUY,,107.04,,,,,
,10/21/2014,14.855,SELL,,107.25,,,,,
,10/14/2014,13.075,BUY,,94.59,,,,,
,10/9/2014,13.13,SHORT,,94.57,,,,,
,10/3/2014,13.33,BUY,,96.4,,,,,
,10/1/2014,12.86,SHORT,,100.46,,,,,
,9/24/2014,13.819,BUY,,108.39,,,,,
,9/12/2014,15.334,SELL,,108.61,,,,,
,9/10/2014,15.516,BUY,,110.12,,,,,
,9/3/2014,15.8001,SELL,,110.34,,,,,
,8/29/2014,15.91,BUY,,111.33,,,,,
,8/21/2014,15.021,SELL,,111.55,,,,,
,7/21/2014,12.87,BUY,,95.77,,,,,
,7/7/2014,17.16,SELL,,95.96,,,,,
,7/2/2014,17.41,BUY,,97.55,,,,,
,6/27/2014,16.62,SELL,,97.75,,,,,
,6/25/2014,16.9349,BUY,,99.8,,,,,
,CLFD,,,,,,,,,
,5/24/2016,17.33,BUY,,557.9,,,,,
,5/4/2016,18.58,SELL,,559.02,,,,,
,3/29/2016,15.37,BUY,,463.37,,,,,
,3/23/2016,15.1791,SELL,,464.3,,,,,
,3/11/2016,14.49,BUY,,444.11,,,,,
,2/2/2016,14.35,SELL,,445,,,,,
,1/29/2016,13.96,BUY,,433.77,,,,,
,1/27/2016,13.29,SELL,,434.64,,,,,
,1/12/2016,12.82,BUY,,420.11,,,,,
,12/28/2015,14.11,SELL,,420.95,,,,,
,12/14/2015,12.4,BUY,,370.68,,,,,
,12/2/2015,13.36,SHORT,,347.22,,,,,
,11/18/2015,12.435,BUY,,324.48,,,,,
,11/11/2015,16.03,SELL,,325.13,,,,,
,11/4/2015,14.47,BUY,,294.08,,,,,
,10/30/2015,14.03,SELL,,294.67,,,,,
,10/23/2015,13.978,BUY,,294.17,,,,,
,10/20/2015,14.135,SELL,,294.76,,,,,
,10/15/2015,13.51,BUY,,282.29,,,,,
,10/9/2015,14.31,SHORT,,268.42,,,,,
,10/1/2015,13.6,BUY,,256.13,,,,,
,9/4/2015,16.83,SHORT,,215.75,,,,,
,8/26/2015,16.965,BUY,,218.35,,,,,
,8/20/2015,17.962,SHORT,,207.7,,,,,
,8/17/2015,18.52,BUY,,215.01,,,,,
,8/4/2015,19.37,SELL,,215.44,,,,,
,7/24/2015,18.02,BUY,,200.83,,,,,
,7/20/2015,16.32,SELL,,201.23,,,,,
,6/19/2015,15.668,BUY,,193.58,,,,,
,6/16/2015,15.534,SELL,,193.97,,,,,
,5/20/2015,13.46,BUY,,168.41,,,,,
,5/15/2015,13.44,SHORT,,169.34,,,,,
,5/12/2015,13.27,BUY,,167.87,,,,,
,4/17/2015,16.105,SELL,,168.21,,,,,
,4/15/2015,15.6,BUY,,163.26,,,,,
,4/13/2015,15.45,SELL,,163.59,,,,,
,4/2/2015,14.66,BUY,,155.54,,,,,
,3/25/2015,15,SELL,,155.85,,,,,
,3/5/2015,13.64,BUY,,142,,,,,
,3/3/2015,13.62,SELL,,142.28,,,,,
,2/26/2015,14.01,BUY,,146.65,,,,,
,2/23/2015,13.46,SELL,,146.94,,,,,
,2/19/2015,13.559,BUY,,148.32,,,,,
,2/17/2015,13.396,SELL,,148.62,,,,,
,2/12/2015,13.249,BUY,,147.28,,,,,
,2/5/2015,13.205,SELL,,147.58,,,,,
,2/2/2015,11.815,BUY,,132.31,,,,,
,1/29/2015,11.6979,SHORT,,134.18,,,,,
,1/20/2015,11.79,BUY,,135.78,,,,,
,1/14/2015,11.84,SHORT,,135.75,,,,,
,1/8/2015,12.04,BUY,,138.6,,,,,
,12/30/2014,12.576,SELL,,138.88,,,,,
,12/17/2014,11.879,BUY,,131.45,,,,,
,11/24/2014,13.02,SHORT,,121.34,,,,,
,11/17/2014,12.785,BUY,,119.63,,,,,
,11/5/2014,14.37,SELL,,119.87,,,,,
,10/24/2014,13.75,BUY,,114.93,,,,,
,10/20/2014,13.79,SELL,,115.16,,,,,
,10/13/2014,11.18,BUY,,93.55,,,,,
,10/1/2014,12.71,SHORT,,83.83,,,,,
,9/24/2014,12.7989,BUY,,84.75,,,,,
,9/22/2014,12.9511,SHORT,,84.1,,,,,
,9/18/2014,13.2489,BUY,,86.38,,,,,
,9/15/2014,13.33,SELL,,86.55,,,,,
,9/8/2014,13.5786,BUY,,88.34,,,,,
,8/29/2014,13.5958,SELL,,88.52,,,,,
,8/18/2014,13.2195,BUY,,86.24,,,,,
,8/12/2014,13.405,SHORT,,85.4,,,,,
,8/6/2014,13.3064,BUY,,85.11,,,,,
,7/25/2014,13.3224,SHORT,,85.35,,,,,
,7/18/2014,15.515,BUY,,99.8,,,,,
,CLIR,,,,,,,,,
,5/2/2016,4.6271,SELL,,"1,448.56",,,,,
,4/22/2016,4.21,BUY,,"1,320.62",,,,,
,4/13/2016,3.9151,SELL,,"1,323.27",,,,,
,4/11/2016,3.9091,BUY,,"1,323.89",,,,,
,4/4/2016,3.8801,SELL,,"1,326.54",,,,,
