,Date,Price,Signal,
BRKS,7/18/2014,10.231,BUY,104.51
BRKS,7/7/2014,10.845,SELL,104.72
BRKS,6/27/2014,10.315,BUY,99.8
,,,,
BSET,3/31/2016,32.113,SELL,398.07
BSET,3/29/2016,31.83,BUY,395.35
BSET,3/22/2016,32.21,SELL,396.14
BSET,3/14/2016,32.36,BUY,398.78
BSET,3/8/2016,31.9781,SELL,399.58
BSET,2/29/2016,30.3069,BUY,379.46
BSET,2/25/2016,29.63,SELL,380.22
BSET,2/22/2016,30.05,BUY,386.38
BSET,2/3/2016,29.78,SELL,387.15
BSET,2/1/2016,29.945,BUY,390.08
BSET,1/27/2016,30.61,SELL,390.86
BSET,1/21/2016,24.82,BUY,317.56
BSET,12/31/2015,25.25,SHORT,313.5
BSET,12/29/2015,24.92,BUY,310.64
BSET,12/21/2015,26.94,SHORT,290.13
BSET,12/17/2015,27.945,BUY,302.16
BSET,12/1/2015,31.1176,SELL,302.77
BSET,11/17/2015,28.4449,BUY,277.32
BSET,11/9/2015,31.5448,SELL,277.88
BSET,10/16/2015,31.3758,BUY,276.95
BSET,10/14/2015,31.7435,SELL,277.51
BSET,10/7/2015,31.3261,BUY,274.41
BSET,9/28/2015,28.8821,SELL,274.96
BSET,9/8/2015,29.4782,BUY,281.2
BSET,9/1/2015,28.2462,SHORT,295.2
BSET,8/26/2015,28.5145,BUY,299.2
BSET,8/20/2015,30.7996,SHORT,279.65
BSET,8/14/2015,30.889,BUY,281.59
BSET,7/17/2015,36.9719,SELL,282.15
BSET,7/1/2015,29.493,BUY,225.53
BSET,6/17/2015,27.7197,SELL,225.98
BSET,6/10/2015,27.7186,BUY,226.42
BSET,5/29/2015,28.4449,SELL,226.87
BSET,5/7/2015,26.7808,BUY,214.03
BSET,4/29/2015,28.2264,SELL,214.46
BSET,4/24/2015,29.6869,BUY,226.01
BSET,4/17/2015,30.6605,SELL,226.46
BSET,4/2/2015,28.3818,BUY,210.05
BSET,3/25/2015,27.4613,SELL,210.47
BSET,3/19/2015,25.206,BUY,193.57
BSET,3/11/2015,25.3849,SELL,193.96
BSET,3/4/2015,25.5636,BUY,195.72
BSET,3/2/2015,25.3055,SELL,196.11
BSET,2/27/2015,25.5438,BUY,198.35
BSET,2/20/2015,25.4146,SELL,198.75
BSET,2/3/2015,23.8548,BUY,186.93
BSET,1/27/2015,22.2403,SELL,187.3
BSET,1/22/2015,20.2404,BUY,170.8
BSET,1/15/2015,19.7758,SELL,171.14
BSET,1/9/2015,19.4435,BUY,168.6
BSET,1/7/2015,19.3243,SELL,168.94
BSET,12/23/2014,19.0163,BUY,166.58
BSET,12/15/2014,18.9666,SELL,166.91
BSET,11/20/2014,18.6559,BUY,164.5
BSET,11/18/2014,18.6167,SELL,164.83
BSET,10/17/2014,15.5303,BUY,137.78
BSET,10/14/2014,15.4712,SELL,138.06
BSET,10/3/2014,14.7824,BUY,132.18
BSET,10/1/2014,13.408,SHORT,147.87
BSET,9/29/2014,13.6225,BUY,150.84
BSET,9/19/2014,14.341,SHORT,144.22
BSET,8/22/2014,14.3704,BUY,145.1
BSET,8/12/2014,14.7144,SHORT,142.35
BSET,8/5/2014,13.8101,BUY,134.14
BSET,7/31/2014,14.5572,SHORT,128.1
BSET,7/28/2014,14.7311,BUY,130.15
BSET,7/14/2014,15.3385,SELL,130.41
BSET,6/27/2014,12.0703,BUY,102.83
BSET,6/19/2014,12.6896,SHORT,98.44
BSET,6/17/2014,12.8271,BUY,99.91
BSET,6/10/2014,13.5848,SELL,100.11
BSET,6/6/2014,13.5152,BUY,99.8
,,,,
BRKL,5/20/2016,11.305,BUY,148.91
BRKL,5/17/2016,11.1401,SHORT,151.75
BRKL,5/9/2016,11.27,BUY,154.14
BRKL,4/28/2016,11.48,SELL,154.45
BRKL,4/12/2016,10.6375,BUY,143.4
BRKL,4/4/2016,10.975,SELL,143.69
BRKL,3/21/2016,11.03,BUY,144.7
BRKL,3/15/2016,10.98,SELL,144.99
BRKL,3/11/2016,11.02,BUY,145.81
BRKL,3/8/2016,10.9,SELL,146.1
BRKL,2/25/2016,10.345,BUY,138.94
BRKL,2/17/2016,10.46,SHORT,137.98
BRKL,2/9/2016,10.605,BUY,140.45
BRKL,2/2/2016,10.875,SELL,140.73
BRKL,1/26/2016,10.6,BUY,137.45
BRKL,1/8/2016,10.93,SHORT,133.96
BRKL,1/6/2016,11.21,BUY,137.94
BRKL,12/31/2015,11.665,SHORT,133.29
BRKL,12/29/2015,11.635,BUY,133.48
BRKL,12/18/2015,11.725,SELL,133.75
BRKL,12/15/2015,11.42,BUY,130.53
BRKL,12/3/2015,11.68,SELL,130.79
BRKL,11/16/2015,11.57,BUY,129.82
BRKL,11/12/2015,11.705,SELL,130.08
BRKL,11/5/2015,11.565,BUY,128.78
BRKL,10/30/2015,11.58,SELL,129.04
BRKL,10/19/2015,10.54,BUY,117.69
BRKL,10/13/2015,10.49,SELL,117.93
BRKL,10/1/2015,10.175,BUY,114.62
BRKL,9/28/2015,10.29,SHORT,113.81
BRKL,9/21/2015,10.19,BUY,113.16
BRKL,9/16/2015,10.54,SHORT,109.96
BRKL,9/8/2015,10.57,BUY,110.72
BRKL,9/2/2015,10.185,SHORT,115.53
BRKL,8/31/2015,10.55,BUY,120.15
BRKL,8/24/2015,10.365,SHORT,122.82
BRKL,8/17/2015,10.831,BUY,128.86
BRKL,7/24/2015,11.442,SELL,129.12
BRKL,5/11/2015,10.702,BUY,121.01
BRKL,4/27/2015,10.9625,SELL,121.25
BRKL,4/22/2015,10.4,BUY,115.26
BRKL,4/17/2015,10.26,SELL,115.49
BRKL,3/30/2015,9.875,BUY,111.38
BRKL,3/19/2015,9.85,SELL,111.6
BRKL,3/12/2015,9.83,BUY,111.6
BRKL,2/27/2015,9.71,SELL,111.82
BRKL,2/24/2015,9.79,BUY,112.97
BRKL,2/11/2015,9.74,SELL,113.2
BRKL,2/3/2015,9.73,BUY,113.31
BRKL,1/28/2015,9.615,SHORT,115.14
BRKL,1/22/2015,9.53,BUY,114.58
BRKL,1/21/2015,9.38,SHORT,116.91
BRKL,1/16/2015,9.53,BUY,119.26
BRKL,12/31/2014,10.0451,SELL,119.5
BRKL,12/26/2014,9.91,BUY,118.13
BRKL,12/19/2014,9.775,SELL,118.37
BRKL,12/17/2014,9.56,BUY,116
BRKL,12/10/2014,9.61,SELL,116.23
BRKL,12/3/2014,9.45,BUY,114.52
BRKL,11/28/2014,9.63,SELL,114.75
BRKL,11/24/2014,9.62,BUY,114.86
BRKL,11/13/2014,9.82,SELL,115.09
BRKL,10/28/2014,9.1449,BUY,107.39
BRKL,10/17/2014,9.1001,SELL,107.61
BRKL,10/2/2014,8.6,BUY,101.9
BRKL,9/22/2014,8.86,SHORT,99.39
BRKL,9/18/2014,8.94,BUY,100.69
BRKL,9/15/2014,8.99,SHORT,100.53
BRKL,9/11/2014,9.05,BUY,101.61
BRKL,9/4/2014,9.12,SELL,101.81
BRKL,9/2/2014,9.18,BUY,102.69
BRKL,8/28/2014,9.14,SELL,102.9
BRKL,8/19/2014,9.05,BUY,102.09
BRKL,8/15/2014,8.99,SHORT,103.19
BRKL,8/11/2014,9.06,BUY,104.41
BRKL,7/29/2014,9.11,SHORT,104.26
BRKL,7/23/2014,9.04,BUY,103.87
BRKL,7/2/2014,9.355,SELL,104.08
BRKL,6/17/2014,9.125,BUY,101.72
BRKL,6/11/2014,9.22,SELL,101.92
BRKL,6/4/2014,9.01,BUY,99.8
,,,,
BRKR,5/26/2016,26.51,SHORT,178.61
BRKR,5/24/2016,26.47,BUY,179.06
BRKR,5/4/2016,27.85,SHORT,171.29
BRKR,5/2/2016,28.5,BUY,175.99
BRKR,4/7/2016,29.3,SELL,176.34
BRKR,3/21/2016,27.25,BUY,164.33
BRKR,3/16/2016,27.31,SELL,164.66
BRKR,3/14/2016,28.2,BUY,170.37
BRKR,3/9/2016,28.06,SELL,170.71
BRKR,2/23/2016,25.41,BUY,154.9
BRKR,2/18/2016,24.815,SELL,155.21
BRKR,2/10/2016,21.43,BUY,134.31
BRKR,2/5/2016,22.12,SHORT,130.77
BRKR,1/22/2016,22.345,BUY,132.63
BRKR,12/31/2015,24.27,SELL,132.9
BRKR,12/22/2015,23.67,BUY,129.87
BRKR,12/18/2015,23.445,SELL,130.13
BRKR,12/9/2015,22.245,BUY,123.72
BRKR,12/1/2015,22.6,SELL,123.97
BRKR,11/16/2015,21.045,BUY,115.67
BRKR,11/12/2015,20.87,SELL,115.9
BRKR,10/30/2015,18.33,BUY,102
BRKR,10/22/2015,17.92,SELL,102.2
BRKR,10/16/2015,17.94,BUY,102.52
BRKR,10/13/2015,17.66,SELL,102.73
BRKR,10/5/2015,16.86,BUY,98.27
BRKR,9/22/2015,17.78,SHORT,93.81
BRKR,9/15/2015,18.12,BUY,95.99
BRKR,9/3/2015,18.03,SHORT,96.86
BRKR,8/27/2015,18.62,BUY,100.43
BRKR,8/20/2015,19.94,SHORT,94.57
BRKR,8/13/2015,20.05,BUY,95.47
BRKR,8/6/2015,21.13,SELL,95.66
BRKR,7/31/2015,20.72,BUY,93.99
BRKR,7/24/2015,21.29,SELL,94.18
BRKR,7/22/2015,21.275,BUY,94.3
BRKR,7/15/2015,21.16,SELL,94.49
BRKR,7/10/2015,20.53,BUY,91.86
BRKR,7/9/2015,20.315,SHORT,93.21
BRKR,7/7/2015,20.55,BUY,94.67
BRKR,6/29/2015,20.485,SELL,94.86
BRKR,6/22/2015,21.03,BUY,97.58
BRKR,6/15/2015,20.28,SHORT,101.73
BRKR,6/10/2015,20.41,BUY,102.79
BRKR,6/8/2015,20.355,SHORT,103.48
BRKR,6/3/2015,20.21,BUY,103.16
BRKR,5/29/2015,19.84,SHORT,105.54
BRKR,5/26/2015,19.62,BUY,104.79
BRKR,5/21/2015,19.97,SELL,105
BRKR,5/18/2015,21.55,BUY,113.53
BRKR,5/13/2015,20.97,SELL,113.76
BRKR,5/1/2015,19.37,BUY,105.29
BRKR,4/30/2015,19.13,SHORT,107.06
BRKR,4/24/2015,19.378,BUY,108.88
BRKR,4/14/2015,19.75,SELL,109.1
BRKR,4/10/2015,19.662,BUY,108.83
BRKR,4/8/2015,19.83,SELL,109.05
BRKR,3/30/2015,18.44,BUY,101.61
BRKR,3/24/2015,19.15,SELL,101.81
BRKR,3/16/2015,19.166,BUY,102.1
BRKR,3/10/2015,18.78,SHORT,104.66
BRKR,3/5/2015,18.99,BUY,106.25
BRKR,3/3/2015,18.86,SELL,106.46
BRKR,2/26/2015,18.9899,BUY,107.41
BRKR,2/25/2015,18.7501,SELL,107.63
BRKR,2/18/2015,18.99,BUY,109.23
BRKR,2/6/2015,19.14,SELL,109.45
BRKR,1/26/2015,18.52,BUY,106.12
BRKR,1/15/2015,19.23,SELL,106.33
BRKR,1/8/2015,19.4,BUY,107.49
BRKR,12/31/2014,19.785,SELL,107.71
BRKR,12/26/2014,19.63,BUY,107.08
BRKR,12/23/2014,19.58,SELL,107.29
BRKR,12/18/2014,18.69,BUY,102.62
BRKR,12/5/2014,19.59,SELL,102.83
BRKR,11/20/2014,18.31,BUY,96.3
BRKR,11/14/2014,18.23,SHORT,97.11
BRKR,11/12/2014,18.32,BUY,97.98
BRKR,11/10/2014,17.94,SELL,98.18
BRKR,10/20/2014,18.95,BUY,103.91
BRKR,10/9/2014,19.26,SHORT,102.67
BRKR,9/29/2014,18.735,BUY,100.27
BRKR,9/16/2014,19.98,SELL,100.47
BRKR,9/10/2014,20.5,BUY,103.29
BRKR,9/4/2014,20.08,SHORT,105.92
BRKR,8/25/2014,20.23,BUY,107.14
BRKR,8/11/2014,20.715,SHORT,105.11
BRKR,8/5/2014,22.625,BUY,115.26
BRKR,7/28/2014,23.85,SELL,115.49
BRKR,7/22/2014,23.45,BUY,113.78
BRKR,7/7/2014,24.21,SELL,114.01
BRKR,6/3/2014,21.15,BUY,99.8
,,,,
BSET,3/31/2016,32.113,SELL,398.07
BSET,3/29/2016,31.83,BUY,395.35
BSET,3/22/2016,32.21,SELL,396.14
BSET,3/14/2016,32.36,BUY,398.78
BSET,3/8/2016,31.9781,SELL,399.58
BSET,2/29/2016,30.3069,BUY,379.46
BSET,2/25/2016,29.63,SELL,380.22
BSET,2/22/2016,30.05,BUY,386.38
BSET,2/3/2016,29.78,SELL,387.15
BSET,2/1/2016,29.945,BUY,390.08
BSET,1/27/2016,30.61,SELL,390.86
BSET,1/21/2016,24.82,BUY,317.56
BSET,12/31/2015,25.25,SHORT,313.5
BSET,12/29/2015,24.92,BUY,310.64
BSET,12/21/2015,26.94,SHORT,290.13
BSET,12/17/2015,27.945,BUY,302.16
BSET,12/1/2015,31.1176,SELL,302.77
BSET,11/17/2015,28.4449,BUY,277.32
BSET,11/9/2015,31.5448,SELL,277.88
BSET,10/16/2015,31.3758,BUY,276.95
BSET,10/14/2015,31.7435,SELL,277.51
BSET,10/7/2015,31.3261,BUY,274.41
BSET,9/28/2015,28.8821,SELL,274.96
BSET,9/8/2015,29.4782,BUY,281.2
BSET,9/1/2015,28.2462,SHORT,295.2
BSET,8/26/2015,28.5145,BUY,299.2
BSET,8/20/2015,30.7996,SHORT,279.65
BSET,8/14/2015,30.889,BUY,281.59
BSET,7/17/2015,36.9719,SELL,282.15
BSET,7/1/2015,29.493,BUY,225.53
BSET,6/17/2015,27.7197,SELL,225.98
BSET,6/10/2015,27.7186,BUY,226.42
BSET,5/29/2015,28.4449,SELL,226.87
BSET,5/7/2015,26.7808,BUY,214.03
BSET,4/29/2015,28.2264,SELL,214.46
BSET,4/24/2015,29.6869,BUY,226.01
BSET,4/17/2015,30.6605,SELL,226.46
BSET,4/2/2015,28.3818,BUY,210.05
BSET,3/25/2015,27.4613,SELL,210.47
BSET,3/19/2015,25.206,BUY,193.57
BSET,3/11/2015,25.3849,SELL,193.96
BSET,3/4/2015,25.5636,BUY,195.72
BSET,3/2/2015,25.3055,SELL,196.11
BSET,2/27/2015,25.5438,BUY,198.35
BSET,2/20/2015,25.4146,SELL,198.75
BSET,2/3/2015,23.8548,BUY,186.93
BSET,1/27/2015,22.2403,SELL,187.3
BSET,1/22/2015,20.2404,BUY,170.8
BSET,1/15/2015,19.7758,SELL,171.14
BSET,1/9/2015,19.4435,BUY,168.6
BSET,1/7/2015,19.3243,SELL,168.94
BSET,12/23/2014,19.0163,BUY,166.58
BSET,12/15/2014,18.9666,SELL,166.91
BSET,11/20/2014,18.6559,BUY,164.5
BSET,11/18/2014,18.6167,SELL,164.83
BSET,10/17/2014,15.5303,BUY,137.78
BSET,10/14/2014,15.4712,SELL,138.06
BSET,10/3/2014,14.7824,BUY,132.18
BSET,10/1/2014,13.408,SHORT,147.87
BSET,9/29/2014,13.6225,BUY,150.84
BSET,9/19/2014,14.341,SHORT,144.22
BSET,8/22/2014,14.3704,BUY,145.1
BSET,8/12/2014,14.7144,SHORT,142.35
BSET,8/5/2014,13.8101,BUY,134.14
BSET,7/31/2014,14.5572,SHORT,128.1
BSET,7/28/2014,14.7311,BUY,130.15
BSET,7/14/2014,15.3385,SELL,130.41
BSET,6/27/2014,12.0703,BUY,102.83
BSET,6/19/2014,12.6896,SHORT,98.44
BSET,6/17/2014,12.8271,BUY,99.91
BSET,6/10/2014,13.5848,SELL,100.11
BSET,6/6/2014,13.5152,BUY,99.8
,,,,
BSF,5/20/2016,8.99,BUY,172.98
BSF,5/3/2016,9.81,SELL,173.33
BSF,4/21/2016,9.64,BUY,170.67
BSF,4/15/2016,9.49,SELL,171.01
BSF,4/8/2016,8.97,BUY,161.96
BSF,3/24/2016,8.82,SELL,162.28
BSF,3/18/2016,8.95,BUY,165
BSF,3/15/2016,8.91,SELL,165.33
BSF,3/11/2016,9.04,BUY,168.08
BSF,3/4/2016,9.18,SELL,168.42
BSF,2/25/2016,8.695,BUY,159.84
BSF,2/18/2016,8.95,SELL,160.16
BSF,2/8/2016,8.32,BUY,149.18
BSF,2/3/2016,8.18,SHORT,152.39
BSF,1/29/2016,8.49,BUY,158.8
BSF,1/4/2016,10.656,SELL,159.12
BSF,12/18/2015,10.52,BUY,157.4
BSF,12/11/2015,10.56,SELL,157.72
BSF,12/7/2015,10.5,BUY,157.14
BSF,12/2/2015,10.545,SELL,157.45
BSF,11/17/2015,9.94,BUY,148.71
BSF,11/3/2015,10.88,SELL,149.01
BSF,10/20/2015,9.59,BUY,131.61
BSF,10/13/2015,9.78,SELL,131.87
BSF,9/30/2015,8.8399,BUY,119.43
BSF,9/28/2015,8.8201,SELL,119.67
BSF,9/23/2015,9.53,BUY,129.56
BSF,9/18/2015,9.31,SELL,129.82
BSF,9/8/2015,8.6599,BUY,121
BSF,9/1/2015,8.47,SHORT,124.27
BSF,8/27/2015,8.48,BUY,124.92
BSF,8/20/2015,8.96,SELL,125.17
BSF,8/18/2015,9.1193,BUY,127.65
BSF,8/12/2015,9.1914,SELL,127.91
BSF,8/6/2015,9.1525,BUY,127.62
BSF,7/29/2015,9.135,SELL,127.88
BSF,7/15/2015,9.13,BUY,128.07
BSF,7/2/2015,9.3301,SELL,128.33
BSF,6/25/2015,9.01,BUY,124.18
BSF,5/22/2015,9.895,SELL,124.43
BSF,5/11/2015,9.95,BUY,125.37
BSF,4/27/2015,9.8901,SHORT,126.64
BSF,4/21/2015,9.93,BUY,127.66
BSF,4/17/2015,9.9395,SELL,127.92
BSF,4/2/2015,9.92,BUY,127.92
BSF,3/4/2015,10.7201,SELL,128.18
BSF,2/25/2015,10.499,BUY,125.79
BSF,2/11/2015,10.55,SHORT,125.69
BSF,1/21/2015,10.9899,BUY,131.46
BSF,1/15/2015,10.85,SELL,131.72
BSF,1/13/2015,10.92,BUY,132.84
BSF,12/24/2014,10.8882,SELL,133.11
BSF,12/22/2014,10.92,BUY,133.77
BSF,12/15/2014,10.975,SELL,134.04
BSF,11/17/2014,8.3963,BUY,102.75
BSF,11/13/2014,8.1448,SELL,102.96
BSF,11/3/2014,8.027,BUY,101.67
BSF,10/29/2014,8.018,SHORT,102.19
BSF,10/17/2014,8.0624,BUY,103.17
BSF,10/1/2014,7.951,SELL,103.38
BSF,9/25/2014,8.0359,BUY,104.69
BSF,9/19/2014,8.1442,SELL,104.9
BSF,9/8/2014,7.5675,BUY,97.67
BSF,9/4/2014,7.5147,SHORT,98.76
BSF,9/2/2014,7.5574,BUY,99.72
BSF,8/28/2014,7.4415,SHORT,101.7
BSF,8/18/2014,7.4852,BUY,102.71
BSF,8/11/2014,7.7839,SHORT,99.31
BSF,7/31/2014,7.5715,BUY,96.99
BSF,7/28/2014,7.4781,SHORT,98.61
BSF,7/23/2014,7.5805,BUY,100.36
BSF,7/16/2014,7.7703,SELL,100.56
BSF,6/30/2014,7.8018,BUY,101.17
BSF,6/25/2014,7.9279,SELL,101.37
BSF,6/20/2014,7.8108,BUY,100.07
BSF,6/10/2014,8.1261,SELL,100.27
BSF,6/6/2014,8.0721,BUY,99.8
,,,,
BSFT,5/16/2016,40.14,BUY,351.87
BSFT,5/12/2016,39.81,SHORT,356.23
BSFT,5/9/2016,39.24,BUY,352.54
BSFT,4/29/2016,39.73,SHORT,349.64
BSFT,4/27/2016,39.98,BUY,353.25
BSFT,4/22/2016,40.24,SELL,353.96
BSFT,4/20/2016,40.67,BUY,358.46
BSFT,4/8/2016,41.11,SELL,359.18
BSFT,3/16/2016,36.53,BUY,319.8
BSFT,3/4/2016,38.32,SELL,320.44
BSFT,2/10/2016,28,BUY,234.61
BSFT,1/27/2016,34.11,SELL,235.08
BSFT,1/20/2016,32.77,BUY,226.3
BSFT,1/6/2016,34.32,SHORT,217.39
BSFT,12/17/2015,35.65,BUY,226.72
BSFT,12/3/2015,39.96,SELL,227.17
BSFT,11/20/2015,38.57,BUY,219.71
BSFT,11/12/2015,39.15,SELL,220.15
BSFT,10/30/2015,31.38,BUY,176.81
BSFT,10/21/2015,31.54,SELL,177.16
BSFT,10/15/2015,30.925,BUY,174.05
BSFT,10/13/2015,31.025,SELL,174.4
BSFT,10/2/2015,29.69,BUY,167.23
BSFT,9/28/2015,29.97,SHORT,166.35
BSFT,9/23/2015,30.725,BUY,171.23
BSFT,9/9/2015,32.005,SHORT,165.31
BSFT,8/27/2015,31.09,BUY,161.23
BSFT,8/7/2015,34.23,SELL,161.55
BSFT,7/31/2015,33.99,BUY,160.74
BSFT,7/28/2015,34.13,SELL,161.06
BSFT,7/10/2015,33.84,BUY,160.01
BSFT,6/22/2015,37.03,SELL,160.33
BSFT,6/17/2015,38.04,BUY,165.03
BSFT,6/15/2015,37.03,SELL,165.36
BSFT,6/10/2015,37.67,BUY,168.55
BSFT,6/8/2015,37.6433,SELL,168.89
BSFT,5/15/2015,34.55,BUY,155.32
BSFT,5/6/2015,34.765,SELL,155.63
BSFT,5/4/2015,35.36,BUY,158.61
BSFT,4/27/2015,34.39,SELL,158.93
BSFT,4/23/2015,34.72,BUY,160.78
BSFT,4/17/2015,33.91,SELL,161.1
BSFT,4/6/2015,33.166,BUY,157.88
BSFT,3/25/2015,34.275,SELL,158.2
BSFT,3/9/2015,32.02,BUY,148.09
BSFT,3/4/2015,32.265,SELL,148.39
BSFT,2/26/2015,30.17,BUY,139.03
BSFT,2/12/2015,27.44,SHORT,155.01
BSFT,2/3/2015,27.38,BUY,155.29
BSFT,1/28/2015,27.595,SHORT,154.71
BSFT,1/23/2015,27.68,BUY,155.81
BSFT,1/20/2015,28.07,SELL,156.12
BSFT,1/14/2015,29.11,BUY,162.23
BSFT,12/29/2014,29.62,SELL,162.56
BSFT,12/17/2014,27.71,BUY,152.38
BSFT,12/12/2014,28.68,SELL,152.69
BSFT,11/20/2014,26.71,BUY,142.49
BSFT,11/11/2014,27.53,SELL,142.78
BSFT,11/6/2014,26.28,BUY,136.57
BSFT,11/4/2014,22.22,SELL,136.84
BSFT,10/16/2014,19.995,BUY,123.38
BSFT,9/15/2014,23.29,SHORT,108.52
BSFT,9/11/2014,23.53,BUY,110.08
BSFT,9/3/2014,23.855,SHORT,109.04
BSFT,8/19/2014,24.01,BUY,110.19
BSFT,8/1/2014,24.1855,SELL,110.41
BSFT,7/21/2014,23.31,BUY,106.63
BSFT,7/15/2014,23.57,SHORT,105.89
BSFT,7/10/2014,23.81,BUY,107.4
BSFT,7/8/2014,23.744,SELL,107.62
BSFT,6/27/2014,25.298,BUY,114.89
BSFT,6/20/2014,25.405,SELL,115.12
BSFT,6/5/2014,21.98,BUY,99.8
,,,,
BSPM,5/24/2016,1.1982,SHORT,"1,154.66"
BSPM,5/13/2016,1.252,BUY,"1,211.35"
BSPM,5/2/2016,1.3781,SHORT,"1,114.25"
BSPM,4/19/2016,1.5227,BUY,"1,236.11"
BSPM,3/22/2016,2.1754,SELL,"1,238.59"
BSPM,2/16/2016,1.5709,BUY,896.2
BSPM,2/8/2016,2.49,SELL,898
BSPM,1/27/2016,2.3156,BUY,836.78
BSPM,12/29/2015,3.143,SHORT,665.06
BSPM,12/24/2015,3.297,BUY,700.45
BSPM,12/9/2015,3.8451,SHORT,615.52
BSPM,12/2/2015,4.1689,BUY,670.03
BSPM,11/9/2015,4.8307,SHORT,591.66
BSPM,11/3/2015,4.7565,BUY,584.91
BSPM,10/20/2015,5.1751,SELL,586.08
BSPM,10/9/2015,5.04,BUY,571.92
BSPM,9/28/2015,5.0687,SELL,573.07
BSPM,9/18/2015,4.5325,BUY,513.47
BSPM,9/9/2015,4.6833,SHORT,499.45
BSPM,8/31/2015,4.7586,BUY,509.52
BSPM,8/5/2015,5.5846,SHORT,445.65
BSPM,8/3/2015,5.6854,BUY,455.51
BSPM,7/13/2015,6.923,SHORT,387.98
BSPM,7/9/2015,6.5524,BUY,368.68
BSPM,6/26/2015,8.26,SELL,369.42
BSPM,6/23/2015,8.6205,BUY,386.32
BSPM,6/17/2015,9.0881,SELL,387.09
BSPM,6/12/2015,8.9369,BUY,381.41
BSPM,6/10/2015,9.0181,SELL,382.17
BSPM,6/3/2015,8.2201,BUY,349.05
BSPM,4/21/2015,10.7618,SELL,349.75
BSPM,4/9/2015,8.3293,BUY,271.24
BSPM,3/31/2015,8.855,SELL,271.78
BSPM,3/27/2015,8.68,BUY,266.94
BSPM,3/24/2015,9.0709,SELL,267.47
BSPM,3/9/2015,8.4161,BUY,248.66
BSPM,2/19/2015,8.4833,SELL,249.16
BSPM,2/3/2015,6.9909,BUY,205.74
BSPM,1/21/2015,7.6167,SHORT,190.88
BSPM,1/15/2015,7.433,BUY,187.02
BSPM,1/13/2015,7.4767,SHORT,186.68
BSPM,1/8/2015,7.6412,BUY,191.55
BSPM,12/10/2014,8.1116,SHORT,181.78
BSPM,12/4/2014,7.6734,BUY,172.65
BSPM,11/14/2014,10.4846,SELL,173
BSPM,10/30/2014,10.1262,BUY,167.42
BSPM,10/24/2014,10.2788,SHORT,165.63
BSPM,10/17/2014,10.5217,BUY,170.22
BSPM,10/9/2014,11.109,SHORT,162.32
BSPM,10/3/2014,11.5378,BUY,169.26
BSPM,9/26/2014,11.942,SHORT,164.38
BSPM,9/17/2014,11.228,BUY,155.17
BSPM,9/2/2014,14.3304,SELL,155.48
BSPM,8/27/2014,13.5296,BUY,147.09
BSPM,8/25/2014,13.44,SELL,147.38
BSPM,8/1/2014,9.1144,BUY,100.15
BSPM,7/30/2014,9.3807,SHORT,97.78
BSPM,7/23/2014,9.5431,BUY,99.87
BSPM,7/2/2014,9.8231,SELL,100.07
BSPM,6/30/2014,9.7769,BUY,99.8
,,,,
BSQR,5/23/2016,5.26,BUY,572.56
BSQR,5/19/2016,5.1041,SHORT,592.97
BSQR,5/11/2016,5.356,BUY,624.73
BSQR,4/28/2016,6.22,SELL,625.98
BSQR,4/22/2016,5.789,BUY,583.77
BSQR,4/8/2016,5.881,SELL,584.94
BSQR,3/29/2016,5.7426,BUY,572.32
BSQR,3/14/2016,6.17,SELL,573.47
BSQR,3/9/2016,5.94,BUY,553.2
BSQR,3/7/2016,5.7,SELL,554.31
BSQR,2/25/2016,4.735,BUY,461.39
BSQR,2/17/2016,5.09,SHORT,433.04
BSQR,2/12/2016,5.15,BUY,439.9
BSQR,2/3/2016,5.84,SELL,440.78
BSQR,1/26/2016,5.52,BUY,417.46
BSQR,1/19/2016,5.416,SHORT,427.34
BSQR,1/14/2016,5.4975,BUY,435.51
BSQR,12/30/2015,6.2225,SHORT,391.63
BSQR,12/21/2015,5.9275,BUY,374.56
BSQR,12/17/2015,5.8525,SHORT,380.94
BSQR,12/15/2015,5.69,BUY,371.85
BSQR,11/27/2015,7.635,SHORT,297.54
BSQR,11/19/2015,7.34,BUY,287.19
BSQR,11/5/2015,11.35,SELL,287.77
BSQR,10/26/2015,10.45,BUY,265.48
BSQR,10/22/2015,9.31,SELL,266.01
BSQR,10/15/2015,7.6694,BUY,219.57
BSQR,10/13/2015,7.4706,SELL,220.01
BSQR,10/6/2015,6.72,BUY,198.3
BSQR,9/25/2015,7.1251,SELL,198.7
BSQR,8/27/2015,6.01,BUY,167.94
BSQR,8/18/2015,7.19,SELL,168.28
BSQR,8/14/2015,6.81,BUY,159.71
BSQR,8/3/2015,6.403,SHORT,171.23
BSQR,7/29/2015,6.16,BUY,165.39
BSQR,7/21/2015,6.39,SHORT,160.28
BSQR,7/14/2015,6.9499,BUY,175.02
BSQR,7/10/2015,6.85,SHORT,178.32
BSQR,7/1/2015,6.807,BUY,177.91
BSQR,6/22/2015,7.71,SELL,178.27
BSQR,6/18/2015,7.64,BUY,177.01
BSQR,6/15/2015,7.8,SELL,177.36
BSQR,6/10/2015,7.56,BUY,172.25
BSQR,6/2/2015,6.88,SELL,172.6
BSQR,5/18/2015,5.52,BUY,138.76
BSQR,5/14/2015,4.1456,SHORT,208.41
BSQR,5/11/2015,4.2044,BUY,212.21
