,Date,Price,Signal,
BCPC,3/23/2016,59.4904,SHORT,248.55
BCPC,3/18/2016,60.46,BUY,253.61
BCPC,3/8/2016,62.931,SELL,254.12
BCPC,3/2/2016,63.109,BUY,255.35
BCPC,2/5/2016,62.36,SELL,255.86
BCPC,1/29/2016,54.4,BUY,223.65
BCPC,1/8/2016,58.92,SHORT,208.55
BCPC,1/6/2016,59.87,BUY,212.76
BCPC,12/31/2015,62.05,SHORT,206.36
BCPC,12/29/2015,62.87,BUY,209.93
BCPC,12/18/2015,61.49,SHORT,215.61
BCPC,12/16/2015,62.07,BUY,218.52
BCPC,12/7/2015,67.69,SELL,218.96
BCPC,11/18/2015,64.46,BUY,208.93
BCPC,11/12/2015,64.07,SHORT,211.05
BCPC,11/6/2015,65.02,BUY,215.04
BCPC,11/3/2015,68.23,SELL,215.47
BCPC,10/23/2015,67.01,BUY,212.04
BCPC,10/21/2015,66.43,SELL,212.46
BCPC,10/5/2015,62.07,BUY,198.91
BCPC,9/29/2015,59.95,SELL,199.31
BCPC,9/25/2015,60.2799,BUY,200.81
BCPC,9/22/2015,59.82,SELL,201.21
BCPC,9/15/2015,57.57,BUY,194.03
BCPC,9/10/2015,57.27,SHORT,195.83
BCPC,8/27/2015,56.96,BUY,195.55
BCPC,8/12/2015,61.22,SELL,195.94
BCPC,8/4/2015,56.73,BUY,181.93
BCPC,7/30/2015,55.95,SELL,182.29
BCPC,7/28/2015,55.75,BUY,182
BCPC,7/21/2015,55.59,SHORT,183.26
BCPC,7/10/2015,54.71,BUY,181.08
BCPC,6/29/2015,57.6,SHORT,173.12
BCPC,6/2/2015,57.03,BUY,172.09
BCPC,5/22/2015,58.28,SELL,172.43
BCPC,5/14/2015,56.46,BUY,167.38
BCPC,5/11/2015,57.11,SELL,167.72
BCPC,5/4/2015,52.935,BUY,155.77
BCPC,4/21/2015,56.98,SELL,156.08
BCPC,4/15/2015,54.76,BUY,150.3
BCPC,4/13/2015,54.974,SHORT,150.32
BCPC,4/8/2015,55.84,BUY,153.3
BCPC,3/27/2015,56.475,SHORT,152.2
BCPC,3/24/2015,55.96,BUY,151.42
BCPC,3/16/2015,56.61,SHORT,150.3
BCPC,3/11/2015,56.49,BUY,150.58
BCPC,3/3/2015,58.77,SELL,150.88
BCPC,2/26/2015,59.28,BUY,152.49
BCPC,2/24/2015,58.355,SELL,152.8
BCPC,2/12/2015,55.58,BUY,145.83
BCPC,2/10/2015,54.3,SHORT,149.95
BCPC,2/3/2015,54.61,BUY,151.41
BCPC,1/15/2015,61.22,SHORT,137.2
BCPC,1/8/2015,61.71,BUY,138.85
BCPC,12/30/2014,67.01,SELL,139.13
BCPC,12/16/2014,63.62,BUY,132.36
BCPC,12/8/2014,64.725,SELL,132.63
BCPC,12/3/2014,64.37,BUY,132.17
BCPC,12/1/2014,64.85,SELL,132.43
BCPC,10/30/2014,61.47,BUY,125.78
BCPC,10/27/2014,59.87,SELL,126.03
BCPC,10/14/2014,55.07,BUY,116.16
BCPC,9/30/2014,57.45,SELL,116.39
BCPC,9/2/2014,51.69,BUY,104.93
BCPC,8/20/2014,53.4,SELL,105.14
BCPC,7/29/2014,50.235,BUY,99.11
BCPC,7/25/2014,50.78,SHORT,98.45
BCPC,7/18/2014,50.08,BUY,97.48
BCPC,7/7/2014,54.24,SELL,97.68
BCPC,7/1/2014,53.93,BUY,97.32
BCPC,6/19/2014,54.16,SELL,97.52
BCPC,6/17/2014,54.195,BUY,97.78
BCPC,6/10/2014,55.09,SELL,97.98
BCPC,6/6/2014,55.53,BUY,98.96
BCPC,5/29/2014,55.285,SHORT,99.8
,,,,
BCRX,5/13/2016,2.9,BUY,833.71
BCRX,5/4/2016,3.19,SELL,835.38
BCRX,5/2/2016,3.37,BUY,884.29
BCRX,4/27/2016,3.4,SELL,886.06
BCRX,4/14/2016,2.895,BUY,755.97
BCRX,4/12/2016,2.855,SELL,757.48
BCRX,4/7/2016,2.805,BUY,745.71
BCRX,4/5/2016,2.765,SELL,747.2
BCRX,3/17/2016,2.5,BUY,676.94
BCRX,3/9/2016,2.865,SELL,678.3
BCRX,2/25/2016,1.9024,BUY,451.3
BCRX,2/23/2016,2.01,SHORT,430.09
BCRX,2/16/2016,1.79,BUY,384.55
BCRX,1/27/2016,7.15,SHORT,220.67
BCRX,1/25/2016,7.41,BUY,229.61
BCRX,12/30/2015,10.53,SELL,230.07
BCRX,12/16/2015,9.8,BUY,214.55
BCRX,12/3/2015,10.435,SELL,214.98
BCRX,11/18/2015,9.5628,BUY,197.41
BCRX,11/11/2015,9.56,SELL,197.81
BCRX,11/10/2015,10.0564,BUY,208.5
BCRX,11/6/2015,9.49,SELL,208.92
BCRX,11/2/2015,9.4,BUY,207.35
BCRX,10/19/2015,8.8,SHORT,223.42
BCRX,10/15/2015,8.745,BUY,222.91
BCRX,10/9/2015,9.15,SHORT,214.32
BCRX,10/1/2015,11.5,BUY,270.44
BCRX,9/21/2015,13.27,SELL,270.98
BCRX,9/8/2015,11.705,BUY,239.5
BCRX,9/1/2015,11.4,SHORT,247.07
BCRX,8/28/2015,11.33,BUY,246.54
BCRX,8/25/2015,11.38,SHORT,246.45
BCRX,8/21/2015,11.839,BUY,257.42
BCRX,8/3/2015,15.24,SHORT,211.3
BCRX,7/28/2015,15.21,BUY,211.73
BCRX,7/22/2015,15.8175,SELL,212.15
BCRX,7/13/2015,15.64,BUY,210.19
BCRX,7/8/2015,15.075,SELL,210.61
BCRX,7/2/2015,14.65,BUY,205.08
BCRX,6/23/2015,15.655,SELL,205.49
BCRX,6/17/2015,12.67,BUY,166.64
BCRX,6/12/2015,12.68,SELL,166.97
BCRX,6/2/2015,11.835,BUY,156.16
BCRX,5/28/2015,11.255,SELL,156.47
BCRX,5/8/2015,9.97,BUY,138.88
BCRX,4/28/2015,9.77,SELL,139.16
BCRX,4/13/2015,9.66,BUY,137.87
BCRX,3/23/2015,9.4934,SHORT,140.9
BCRX,3/17/2015,10.07,BUY,150.06
BCRX,2/27/2015,10.31,SELL,150.36
BCRX,2/23/2015,10.17,BUY,148.62
BCRX,2/9/2015,10.13,SHORT,149.81
BCRX,2/5/2015,10.6,BUY,157.39
BCRX,1/30/2015,10.595,SHORT,158.1
BCRX,1/23/2015,10.795,BUY,161.73
BCRX,1/12/2015,12.205,SELL,162.05
BCRX,1/8/2015,12.235,BUY,162.77
BCRX,1/6/2015,12.095,SELL,163.1
BCRX,12/26/2014,11.655,BUY,157.48
BCRX,12/23/2014,11.115,SELL,157.8
BCRX,12/16/2014,10.085,BUY,143.46
BCRX,12/1/2014,10.79,SELL,143.75
BCRX,11/18/2014,10.2225,BUY,136.46
BCRX,10/27/2014,11.71,SELL,136.73
BCRX,10/15/2014,10.87,BUY,127.18
BCRX,10/7/2014,11.765,SELL,127.43
BCRX,10/2/2014,10.175,BUY,110.43
BCRX,9/30/2014,10.47,SHORT,107.83
BCRX,9/24/2014,10.363,BUY,107.16
BCRX,8/21/2014,13.01,SELL,107.37
BCRX,8/12/2014,13.39,BUY,110.73
BCRX,8/7/2014,13,SELL,110.95
BCRX,8/1/2014,12.475,BUY,106.68
BCRX,7/25/2014,11.965,SHORT,111.88
BCRX,7/22/2014,11.3596,BUY,106.65
BCRX,7/17/2014,10.9804,SHORT,110.91
BCRX,7/11/2014,11.9046,BUY,120.73
BCRX,7/7/2014,12.67,SELL,120.97
BCRX,6/25/2014,11.91,BUY,113.94
BCRX,6/13/2014,11.325,SELL,114.17
BCRX,6/4/2014,9.88,BUY,99.8
,,,,
BDE,5/26/2016,4.21,SHORT,206.29
BDE,5/24/2016,4.195,BUY,206.38
BDE,5/17/2016,4.295,SHORT,202.49
BDE,5/10/2016,4.205,BUY,199.04
BDE,4/29/2016,4.335,SHORT,194.02
BDE,4/22/2016,4.455,BUY,200.19
BDE,4/6/2016,4.545,SHORT,197.09
BDE,3/31/2016,4.5,BUY,195.92
BDE,3/10/2016,4.702,SELL,196.31
BDE,2/24/2016,4.2389,BUY,177.33
BDE,2/19/2016,4.1811,SHORT,180.54
BDE,2/12/2016,4.0799,BUY,176.88
BDE,2/2/2016,4.34,SELL,177.23
BDE,1/21/2016,4.08,BUY,166.95
BDE,12/30/2015,4.505,SHORT,153.17
BDE,12/23/2015,4.505,BUY,153.78
BDE,12/18/2015,4.475,SELL,154.09
BDE,12/16/2015,4.495,BUY,155.09
BDE,12/14/2015,4.3557,SELL,155.4
BDE,11/20/2015,4.325,BUY,154.61
BDE,11/17/2015,4.115,SHORT,163.58
BDE,11/12/2015,4.215,BUY,168.23
BDE,11/4/2015,5.515,SELL,168.57
BDE,10/23/2015,5.145,BUY,157.58
BDE,10/9/2015,5.64,SHORT,145.45
BDE,10/7/2015,6.365,BUY,164.8
BDE,9/8/2015,7.36,SHORT,145.76
BDE,9/3/2015,7.32,BUY,145.55
BDE,9/1/2015,7.34,SHORT,145.74
BDE,8/27/2015,7.22,BUY,143.93
BDE,7/24/2015,10.085,SELL,144.22
BDE,7/20/2015,10.015,BUY,143.51
BDE,7/15/2015,9.77,SELL,143.8
BDE,7/9/2015,8.905,BUY,131.33
BDE,6/29/2015,9.5,SELL,131.59
BDE,6/25/2015,9.72,BUY,134.91
BDE,6/22/2015,9.61,SHORT,137.02
BDE,6/16/2015,9.325,BUY,133.49
BDE,6/11/2015,9.785,SELL,133.76
BDE,6/2/2015,9.35,BUY,128.07
BDE,5/20/2015,9.615,SELL,128.33
BDE,5/11/2015,9.04,BUY,120.9
BDE,5/4/2015,8.99,SHORT,122.06
BDE,4/28/2015,9.02,BUY,122.96
BDE,4/22/2015,9.48,SHORT,117.74
BDE,4/7/2015,9.54,BUY,118.96
BDE,3/24/2015,9.885,SELL,119.2
BDE,3/18/2015,9.59,BUY,115.87
BDE,3/16/2015,7.3,SELL,116.1
BDE,3/12/2015,7.48,BUY,119.2
BDE,3/9/2015,7.265,SELL,119.44
BDE,2/25/2015,6.72,BUY,110.7
BDE,2/18/2015,6.735,SELL,110.92
BDE,2/3/2015,6.435,BUY,106.19
BDE,1/28/2015,6.66,SHORT,103.13
BDE,1/22/2015,6.998,BUY,108.8
BDE,1/16/2015,7.082,SHORT,107.96
BDE,1/14/2015,7.378,BUY,112.92
BDE,1/2/2015,8.48,SELL,113.15
BDE,12/23/2014,8.11,BUY,108.43
BDE,12/11/2014,8.79,SELL,108.65
BDE,12/9/2014,8.985,BUY,111.28
BDE,12/2/2014,8.72,SELL,111.5
BDE,11/21/2014,8.69,BUY,111.34
BDE,11/19/2014,8.8,SELL,111.56
BDE,11/5/2014,8.28,BUY,105.18
BDE,10/22/2014,7.86,SELL,105.39
BDE,10/15/2014,7.445,BUY,100.03
BDE,10/7/2014,7.87,SHORT,95.29
BDE,10/3/2014,7.74,BUY,94.09
BDE,9/23/2014,7.68,SHORT,95.21
BDE,9/18/2014,7.743,BUY,96.38
BDE,9/12/2014,8.22,SHORT,91.46
BDE,9/8/2014,8.515,BUY,95.12
BDE,8/28/2014,8.485,SHORT,95.84
BDE,8/22/2014,8.3599,BUY,94.81
BDE,8/13/2014,8.0401,SHORT,99.13
BDE,8/11/2014,8.7599,BUY,108.44
BDE,8/7/2014,8.7601,SHORT,108.87
BDE,8/5/2014,8.88,BUY,110.8
BDE,7/23/2014,10.56,SHORT,95.98
BDE,7/21/2014,10.65,BUY,97.19
BDE,7/16/2014,10.7,SHORT,97.13
BDE,7/14/2014,10.79,BUY,98.34
BDE,6/24/2014,11.916,SELL,98.54
BDE,6/19/2014,12.044,BUY,99.8
,,,,
BDGE,5/24/2016,29.465,BUY,137.42
BDGE,4/28/2016,30.8662,SELL,137.7
BDGE,4/20/2016,30.2088,BUY,135.04
BDGE,4/15/2016,30.6703,SELL,135.31
BDGE,4/12/2016,29.7347,BUY,131.45
BDGE,4/4/2016,30.335,SELL,131.71
BDGE,3/21/2016,29.28,BUY,127.38
BDGE,3/15/2016,29.22,SELL,127.64
BDGE,3/11/2016,29.05,BUY,127.15
BDGE,2/29/2016,28.47,SELL,127.4
BDGE,2/25/2016,28.54,BUY,127.97
BDGE,2/23/2016,28.6,SELL,128.23
BDGE,2/8/2016,27.85,BUY,125.12
BDGE,2/2/2016,28.15,SHORT,124.3
BDGE,1/27/2016,27,BUY,119.7
BDGE,12/23/2015,31.17,SELL,119.94
BDGE,12/15/2015,29.95,BUY,115.48
BDGE,11/23/2015,31.78,SELL,115.71
BDGE,11/10/2015,31.05,BUY,113.28
BDGE,11/5/2015,30.045,SELL,113.51
BDGE,11/3/2015,29.75,BUY,112.62
BDGE,10/30/2015,28.74,SELL,112.85
BDGE,10/19/2015,27.83,BUY,109.5
BDGE,10/14/2015,27.445,SELL,109.72
BDGE,10/5/2015,26.39,BUY,105.71
BDGE,9/17/2015,26.59,SELL,105.92
BDGE,9/15/2015,27,BUY,107.77
BDGE,8/19/2015,27.861,SELL,107.99
BDGE,8/14/2015,27.749,BUY,107.77
BDGE,8/10/2015,27.661,SELL,107.99
BDGE,8/3/2015,27.01,BUY,105.66
BDGE,7/23/2015,26.82,SELL,105.87
BDGE,7/15/2015,26.76,BUY,105.84
BDGE,6/24/2015,27.51,SELL,106.05
BDGE,6/9/2015,24.73,BUY,95.52
BDGE,5/26/2015,24.722,SHORT,95.93
BDGE,5/21/2015,25.113,BUY,97.84
BDGE,5/15/2015,24.96,SHORT,98.84
BDGE,5/7/2015,25.17,BUY,100.07
BDGE,4/13/2015,26.16,SELL,100.27
BDGE,3/30/2015,25.75,BUY,98.9
BDGE,3/16/2015,25.15,SHORT,101.72
BDGE,3/12/2015,25.03,BUY,101.64
BDGE,3/10/2015,24.63,SHORT,103.73
BDGE,3/4/2015,24.997,BUY,105.7
BDGE,2/23/2015,25.305,SHORT,104.85
BDGE,2/13/2015,25.41,BUY,105.71
BDGE,2/10/2015,26,SHORT,103.78
BDGE,2/3/2015,25.74,BUY,103.15
BDGE,12/31/2014,26.75,SELL,103.36
BDGE,12/17/2014,25.2805,BUY,97.88
BDGE,12/8/2014,25.93,SHORT,95.87
BDGE,12/3/2014,26.1099,BUY,96.92
BDGE,12/1/2014,25.4601,SHORT,99.86
BDGE,11/24/2014,25.97,BUY,102.27
BDGE,11/19/2014,26.13,SELL,102.47
BDGE,10/24/2014,24,BUY,94.31
BDGE,10/17/2014,24.21,SELL,94.5
BDGE,10/14/2014,24.115,BUY,94.32
BDGE,10/10/2014,23.685,SHORT,96.45
BDGE,10/6/2014,24.0275,BUY,98.24
BDGE,9/12/2014,25.12,SELL,98.44
BDGE,8/29/2014,24.818,BUY,97.45
BDGE,8/20/2014,25.0433,SELL,97.65
BDGE,8/7/2014,23.53,BUY,91.93
BDGE,8/1/2014,23.808,SELL,92.11
BDGE,7/29/2014,23.83,BUY,92.38
BDGE,7/25/2014,23.28,SHORT,95
BDGE,7/18/2014,23.265,BUY,95.32
BDGE,7/7/2014,24.21,SELL,95.51
BDGE,6/26/2014,24.34,BUY,96.22
BDGE,6/11/2014,24.6236,SELL,96.41
BDGE,6/9/2014,24.81,BUY,97.33
BDGE,6/3/2014,24.01,SELL,97.53
BDGE,5/30/2014,24.52,BUY,99.8
,,,,
BDSI,5/25/2016,2.0169,BUY,731.66
BDSI,4/27/2016,3.675,SELL,733.13
BDSI,4/14/2016,3.581,BUY,715.81
BDSI,4/11/2016,3.71,SELL,717.24
BDSI,3/22/2016,2.784,BUY,539.3
BDSI,3/9/2016,3.93,SELL,540.38
BDSI,3/2/2016,3.965,BUY,546.29
BDSI,2/25/2016,4.1075,SELL,547.38
BDSI,2/17/2016,3.975,BUY,530.78
BDSI,2/3/2016,3.965,SELL,531.84
BDSI,2/1/2016,4.055,BUY,545
BDSI,1/28/2016,4.005,SHORT,554.1
BDSI,1/22/2016,3.86,BUY,536.18
BDSI,12/30/2015,4.891,SHORT,444.61
BDSI,12/24/2015,4.86,BUY,443.56
BDSI,12/14/2015,5.105,SHORT,424.95
BDSI,12/10/2015,5.225,BUY,436.68
BDSI,12/1/2015,6.065,SELL,437.56
BDSI,11/16/2015,5.55,BUY,401.21
BDSI,11/12/2015,5.5401,SHORT,403.54
BDSI,11/3/2015,5.52,BUY,403.69
BDSI,10/30/2015,5.42,SHORT,412.93
BDSI,10/28/2015,5.525,BUY,422.62
BDSI,10/21/2015,6.4835,SELL,423.47
BDSI,10/15/2015,6.34,BUY,414.93
BDSI,10/12/2015,6.4635,SELL,415.76
BDSI,10/5/2015,5.97,BUY,384.79
BDSI,9/23/2015,6.885,SELL,385.56
BDSI,9/18/2015,7.26,BUY,407.38
BDSI,9/14/2015,6.885,SELL,408.2
BDSI,9/8/2015,6.48,BUY,384.96
BDSI,9/1/2015,6.72,SHORT,373.18
BDSI,8/27/2015,6.56,BUY,365.76
BDSI,8/14/2015,6.8401,SHORT,352.78
BDSI,8/12/2015,7.06,BUY,365.58
BDSI,7/21/2015,9.36,SELL,366.31
BDSI,7/6/2015,7.97,BUY,312.54
BDSI,6/24/2015,8.45,SELL,313.17
BDSI,6/17/2015,8.1695,BUY,303.38
BDSI,6/9/2015,8.3905,SELL,303.99
BDSI,5/28/2015,7.995,BUY,290.24
BDSI,5/18/2015,8.735,SHORT,268.65
BDSI,5/13/2015,7.8,BUY,240.86
BDSI,4/20/2015,9.45,SHORT,205.88
BDSI,4/16/2015,9.6751,BUY,211.63
BDSI,4/1/2015,10.39,SHORT,198.8
BDSI,3/27/2015,13.89,BUY,266.84
BDSI,3/25/2015,14.86,SELL,267.37
BDSI,3/19/2015,15.0176,BUY,270.75
BDSI,3/5/2015,15.055,SELL,271.29
BDSI,2/27/2015,14.7499,BUY,266.32
BDSI,2/20/2015,14.41,SELL,266.85
BDSI,2/11/2015,13.005,BUY,241.31
BDSI,2/6/2015,13.135,SELL,241.79
BDSI,2/3/2015,13.31,BUY,245.5
BDSI,1/30/2015,13.185,SELL,245.99
BDSI,1/22/2015,12.3538,BUY,230.94
BDSI,1/15/2015,12.27,SHORT,233.46
BDSI,1/7/2015,12.27,BUY,234.4
BDSI,12/23/2014,13.41,SHORT,216.9
BDSI,12/17/2014,12.75,BUY,207.05
BDSI,12/12/2014,14.39,SHORT,186.61
BDSI,12/9/2014,14.81,BUY,192.83
BDSI,12/1/2014,15.33,SHORT,187.25
BDSI,11/25/2014,14.85,BUY,182.11
BDSI,11/20/2014,14.625,SHORT,185.7
BDSI,11/18/2014,14.8095,BUY,188.8
BDSI,11/13/2014,15.92,SHORT,177.2
BDSI,11/11/2014,16.23,BUY,181.38
BDSI,11/4/2014,17.382,SELL,181.74
BDSI,10/15/2014,14.52,BUY,152.12
BDSI,10/10/2014,16.2531,SELL,152.42
BDSI,10/3/2014,16.928,BUY,159.07
BDSI,10/1/2014,17.022,SELL,159.39
BDSI,9/24/2014,16.858,BUY,158.17
BDSI,9/15/2014,17.12,SELL,158.49
BDSI,9/8/2014,16.7799,BUY,155.65
BDSI,9/3/2014,16.2901,SELL,155.96
BDSI,8/25/2014,13.9,BUY,133.34
BDSI,8/21/2014,13.7112,SELL,133.61
BDSI,8/6/2014,12.9132,BUY,126.09
BDSI,8/4/2014,12.5668,SELL,126.34
BDSI,7/25/2014,12.685,BUY,127.78
BDSI,7/16/2014,13.411,SELL,128.04
BDSI,7/9/2014,12.92,BUY,123.6
BDSI,6/20/2014,12.435,SELL,123.85
BDSI,6/6/2014,10,BUY,99.8
,,,,
BEAT,5/24/2016,15.62,BUY,258.69
BEAT,5/19/2016,15.28,SELL,259.21
BEAT,5/16/2016,15.01,BUY,255.14
BEAT,5/11/2016,15.31,SELL,255.65
BEAT,5/9/2016,15.44,BUY,258.34
BEAT,5/3/2016,15.585,SELL,258.86
BEAT,4/13/2016,11.47,BUY,190.89
BEAT,4/4/2016,11.665,SHORT,188.5
BEAT,3/30/2016,12.025,BUY,195.1
BEAT,3/14/2016,12.3475,SELL,195.49
BEAT,3/2/2016,12.0878,BUY,191.76
BEAT,2/26/2016,12.1301,SELL,192.14
BEAT,2/19/2016,11.63,BUY,184.59
BEAT,2/8/2016,9.58,SHORT,235.79
BEAT,2/4/2016,9.92,BUY,245.14
BEAT,1/27/2016,10.809,SHORT,227.42
BEAT,1/22/2016,10.7,BUY,226.03
BEAT,1/19/2016,10.4,SHORT,233.68
BEAT,1/14/2016,10.4688,BUY,236.17
BEAT,1/13/2016,10.17,SHORT,244.29
BEAT,1/7/2016,10.4688,BUY,252.48
BEAT,12/28/2015,11.8273,SHORT,227.38
BEAT,12/23/2015,11.9427,BUY,230.52
BEAT,12/18/2015,11.98,SHORT,230.73
BEAT,12/16/2015,12.07,BUY,233.4
BEAT,12/3/2015,12.74,SHORT,222.63
BEAT,11/24/2015,12.54,BUY,220.01
BEAT,11/9/2015,13.94,SELL,220.45
BEAT,11/4/2015,13.89,BUY,220.1
BEAT,10/30/2015,13.095,SELL,220.54
BEAT,10/28/2015,12.7961,BUY,215.94
BEAT,10/21/2015,13.5661,SELL,216.37
BEAT,10/14/2015,12.42,BUY,198.49
BEAT,10/7/2015,12.19,SHORT,203.12
BEAT,10/2/2015,12.26,BUY,205.11
BEAT,9/15/2015,15.86,SELL,205.52
BEAT,7/31/2015,11.6941,BUY,151.84
BEAT,7/23/2015,11.1859,SELL,152.14
BEAT,7/9/2015,9.46,BUY,128.92
BEAT,6/26/2015,9.685,SELL,129.18
BEAT,6/23/2015,9.77,BUY,130.57
BEAT,6/8/2015,9.42,SELL,130.83
BEAT,6/2/2015,9.77,BUY,135.96
BEAT,5/21/2015,9.83,SELL,136.23
BEAT,5/7/2015,9.16,BUY,127.2
BEAT,4/27/2015,8.5901,SHORT,136.78
BEAT,4/13/2015,9,BUY,143.88
BEAT,3/10/2015,10.07,SELL,144.17
BEAT,3/2/2015,10.04,BUY,144.03
BEAT,2/24/2015,9.51,SHORT,153.14
BEAT,2/13/2015,10.36,BUY,167.5
BEAT,2/9/2015,10.075,SHORT,173.07
BEAT,2/4/2015,9.72,BUY,167.64
BEAT,2/2/2015,9.93,SHORT,164.83
BEAT,1/27/2015,10.1845,BUY,169.73
BEAT,1/21/2015,10.5255,SELL,170.07
BEAT,1/8/2015,10.005,BUY,161.98
BEAT,12/29/2014,10.064,SELL,162.3
BEAT,12/22/2014,10.36,BUY,167.41
BEAT,12/15/2014,10.33,SELL,167.75
BEAT,11/25/2014,9.1199,BUY,148.4
BEAT,11/19/2014,8.1601,SELL,148.7
BEAT,11/11/2014,8.23,BUY,150.27
BEAT,11/6/2014,8.2405,SELL,150.57
BEAT,10/27/2014,7.2945,BUY,133.55
BEAT,10/23/2014,7.29,SELL,133.82
BEAT,10/14/2014,6.838,BUY,125.77
BEAT,10/7/2014,6.772,SHORT,127.52
BEAT,10/3/2014,6.798,BUY,128.52
BEAT,9/26/2014,7.04,SHORT,124.75
BEAT,9/24/2014,7.06,BUY,125.61
BEAT,9/22/2014,7.09,SELL,125.86
BEAT,9/18/2014,7.205,BUY,128.16
BEAT,9/15/2014,7.28,SELL,128.42
BEAT,9/8/2014,7.31,BUY,129.21
BEAT,8/28/2014,7.1925,SELL,129.47
BEAT,8/12/2014,6.63,BUY,119.58
BEAT,7/31/2014,7.26,SHORT,110.47
BEAT,7/29/2014,6.82,BUY,104.19
BEAT,7/25/2014,6.69,SHORT,106.68
BEAT,7/22/2014,6.82,BUY,109.19
BEAT,7/16/2014,6.91,SHORT,108.22
BEAT,7/14/2014,6.93,BUY,108.97
BEAT,7/7/2014,7.42,SELL,109.19
BEAT,7/1/2014,7.3,BUY,107.64
BEAT,6/19/2014,7.68,SELL,107.86
BEAT,6/16/2014,7.423,BUY,104.46
BEAT,6/12/2014,7.3925,SELL,104.67
BEAT,6/9/2014,7.15,BUY,101.44
BEAT,6/2/2014,7.3,SHORT,99.8
,,,,
BEAV,5/19/2016,47.34,SHORT,113.84
BEAV,5/17/2016,47.36,BUY,114.34
BEAV,5/4/2016,47.88,SELL,114.57
BEAV,4/6/2016,46.7799,BUY,112.16
BEAV,3/23/2016,46.96,SELL,112.38
BEAV,3/11/2016,44.42,BUY,106.51
BEAV,3/8/2016,44.83,SELL,106.72
BEAV,2/23/2016,42.02,BUY,100.23
BEAV,2/19/2016,41.26,SELL,100.43
BEAV,2/17/2016,41.09,BUY,100.22
BEAV,2/11/2016,40.35,SELL,100.42
BEAV,2/1/2016,40.5,BUY,101
BEAV,1/28/2016,40.16,SHORT,102.27
BEAV,1/26/2016,40.165,BUY,102.69
BEAV,12/31/2015,42.6,SHORT,97.53
BEAV,12/22/2015,41.715,BUY,95.89
BEAV,12/2/2015,46.035,SELL,96.08
BEAV,10/28/2015,44.3,BUY,92.64
BEAV,10/23/2015,43.65,SHORT,94.42
BEAV,10/20/2015,43.72,BUY,94.95
BEAV,10/9/2015,47.11,SHORT,88.93
BEAV,10/5/2015,44.89,BUY,85.08
BEAV,9/17/2015,49.15,SELL,85.25
BEAV,9/3/2015,49.05,BUY,85.25
BEAV,9/1/2015,47.76,SHORT,87.97
BEAV,8/27/2015,47.55,BUY,87.93
BEAV,8/20/2015,50.2,SELL,88.11
BEAV,8/14/2015,50.91,BUY,89.54
BEAV,7/22/2015,49.4501,SHORT,92.63
BEAV,7/7/2015,54.68,BUY,102.84
BEAV,6/30/2015,55.02,SHORT,102.62
BEAV,6/17/2015,55.758,BUY,104.41
BEAV,6/15/2015,55.42,SHORT,105.47
BEAV,6/11/2015,55.8,BUY,106.62
BEAV,6/8/2015,56.72,SHORT,105.34
BEAV,6/3/2015,57.8,BUY,107.78
BEAV,5/29/2015,58.67,SHORT,106.63
BEAV,5/14/2015,60.25,BUY,109.94
BEAV,5/7/2015,59.18,SHORT,112.41
BEAV,5/4/2015,60.26,BUY,114.92
BEAV,4/27/2015,61.58,SELL,115.15
BEAV,4/21/2015,63.1,BUY,118.23
BEAV,4/14/2015,62.98,SELL,118.47
BEAV,4/6/2015,63.204,BUY,119.13
BEAV,3/24/2015,62.31,SHORT,121.35
BEAV,3/12/2015,61.764,BUY,120.77
BEAV,2/25/2015,63.72,SELL,121.01
BEAV,2/18/2015,61.7999,BUY,117.6
BEAV,2/11/2015,60.705,SELL,117.84
BEAV,2/2/2015,58.73,BUY,114.23
BEAV,1/27/2015,60.92,SELL,114.46
BEAV,1/22/2015,60.13,BUY,113.2
BEAV,1/12/2015,60.775,SELL,113.43
BEAV,1/6/2015,57.49,BUY,107.51
BEAV,12/31/2014,58.59,SELL,107.73
BEAV,12/17/2014,53.9579,BUY,99.41
BEAV,12/10/2014,56.591,SELL,99.61
BEAV,11/12/2014,52.8192,BUY,93.16
BEAV,11/5/2014,53.5939,SHORT,92.2
BEAV,11/3/2014,54.6001,BUY,94.31
BEAV,10/23/2014,53.8545,SHORT,96.02
BEAV,10/17/2014,54.354,BUY,97.3
BEAV,10/9/2014,58.0679,SHORT,91.82
BEAV,10/6/2014,59.7112,BUY,94.8
BEAV,9/23/2014,62.3754,SELL,94.99
BEAV,9/18/2014,62.9979,BUY,96.13
BEAV,9/12/2014,62.3789,SELL,96.32
BEAV,9/4/2014,60.6524,BUY,93.84
BEAV,9/2/2014,60.9564,SELL,94.03
BEAV,8/27/2014,61.1229,BUY,94.48
BEAV,8/25/2014,60.6451,SHORT,95.61
BEAV,8/20/2014,59.885,BUY,94.79
BEAV,8/14/2014,60.8116,SHORT,93.74
BEAV,8/11/2014,61.7673,BUY,95.6
BEAV,7/23/2014,68.0728,SELL,95.79
BEAV,7/21/2014,68.8981,BUY,97.15
BEAV,7/16/2014,68.1018,SELL,97.34
BEAV,7/10/2014,67.6529,BUY,96.89
BEAV,6/23/2014,68.0149,SHORT,96.76
BEAV,6/18/2014,67.8194,BUY,96.87
BEAV,6/12/2014,67.5733,SHORT,97.61
BEAV,5/30/2014,68.8149,BUY,99.8
,,,,
