Symbol,Date,Price,Signal,Profit
AMAG,1/27/2016,22.995,SHORT,369.28
AMAG,1/20/2016,23.42,BUY,377.61
AMAG,12/31/2015,30.19,SELL,378.37
AMAG,12/16/2015,27.13,BUY,340.7
AMAG,12/11/2015,27.27,SHORT,340.32
AMAG,12/2/2015,27.71,BUY,347.2
AMAG,11/30/2015,26.76,SHORT,361.42
AMAG,11/24/2015,26.58,BUY,360.43
AMAG,11/19/2015,26.74,SHORT,359.72
AMAG,11/17/2015,29.5,BUY,398.44
AMAG,11/11/2015,29.31,SHORT,402.65
AMAG,11/9/2015,30.4223,BUY,419.61
AMAG,10/30/2015,40.2423,SELL,420.45
AMAG,10/26/2015,37.89,BUY,396.67
AMAG,10/22/2015,36.32,SHORT,416.25
AMAG,10/14/2015,38.37,BUY,441.51
AMAG,10/12/2015,38.7,SHORT,439.53
AMAG,10/2/2015,39.8,BUY,453.84
AMAG,9/28/2015,43.8,SHORT,417.53
AMAG,9/24/2015,45.68,BUY,437.2
AMAG,9/10/2015,60.11,SHORT,353.98
AMAG,9/8/2015,62.23,BUY,367.93
AMAG,8/31/2015,64.975,SELL,368.67
AMAG,8/27/2015,64.34,BUY,365.8
AMAG,8/7/2015,66.09,SHORT,357.79
AMAG,8/3/2015,64.965,BUY,353.11
AMAG,7/21/2015,73.9,SELL,353.82
AMAG,7/10/2015,70.8399,BUY,339.85
AMAG,6/25/2015,72.14,SELL,340.53
AMAG,6/18/2015,69.41,BUY,328.3
AMAG,6/9/2015,69.66,SELL,328.96
AMAG,5/28/2015,66.77,BUY,315.94
AMAG,5/26/2015,66.1,SELL,316.57
AMAG,5/15/2015,61.79,BUY,296.52
AMAG,5/13/2015,60.21,SELL,297.11
AMAG,5/4/2015,52.4,BUY,259.09
AMAG,4/28/2015,54.94,SELL,259.61
AMAG,4/23/2015,57.76,BUY,273.48
AMAG,4/17/2015,57.28,SELL,274.03
AMAG,4/7/2015,55.255,BUY,264.87
AMAG,3/31/2015,55.765,SELL,265.4
AMAG,3/27/2015,57.1,BUY,272.3
AMAG,3/23/2015,57.6,SELL,272.85
AMAG,2/24/2015,43.98,BUY,208.75
AMAG,2/20/2015,43.2,SELL,209.17
AMAG,2/12/2015,40.93,BUY,198.58
AMAG,1/27/2015,45.34,SELL,198.98
AMAG,1/16/2015,43.719,BUY,192.25
AMAG,1/9/2015,43.95,SELL,192.64
AMAG,1/5/2015,43.07,BUY,189.16
AMAG,12/23/2014,43.37,SELL,189.54
AMAG,12/17/2014,40.49,BUY,177.31
AMAG,12/12/2014,40.29,SELL,177.67
AMAG,11/18/2014,34.92,BUY,154.3
AMAG,11/14/2014,34.06,SELL,154.61
AMAG,11/4/2014,33.885,BUY,154.12
AMAG,10/31/2014,33.22,SELL,154.43
AMAG,10/27/2014,33.14,BUY,154.37
AMAG,10/22/2014,30.98,SELL,154.68
AMAG,10/16/2014,30.65,BUY,153.34
AMAG,10/9/2014,31.39,SELL,153.65
AMAG,9/29/2014,27.1399,BUY,133.11
AMAG,9/15/2014,23.77,SELL,133.38
AMAG,8/25/2014,20.83,BUY,117.12
AMAG,8/21/2014,20.4,SELL,117.35
AMAG,8/19/2014,20.34,BUY,117.24
AMAG,8/14/2014,21,SELL,117.47
AMAG,7/29/2014,18.5,BUY,103.69
AMAG,7/22/2014,18.56,SHORT,103.77
AMAG,7/10/2014,19.37,BUY,108.73
AMAG,7/7/2014,19.68,SELL,108.95
AMAG,6/13/2014,18.09,BUY,100.35
AMAG,6/11/2014,18,SELL,100.55
AMAG,5/27/2014,17.83,BUY,99.8
,,,,
AMAT,5/20/2016,21.75,BUY,284.23
AMAT,5/17/2016,19.68,SHORT,318.91
AMAT,5/10/2016,19.945,BUY,324.5
AMAT,4/29/2016,20.625,SELL,325.15
AMAT,4/26/2016,21.145,BUY,334.02
AMAT,4/19/2016,21.355,SELL,334.69
AMAT,4/13/2016,20.99,BUY,329.63
AMAT,4/5/2016,20.97,SELL,330.29
AMAT,3/29/2016,20.2375,BUY,319.39
AMAT,3/24/2016,20.255,SELL,320.03
AMAT,3/10/2016,19.36,BUY,306.5
AMAT,3/8/2016,19.24,SELL,307.11
AMAT,3/2/2016,19.17,BUY,306.61
AMAT,2/29/2016,18.925,SELL,307.22
AMAT,2/16/2016,16.17,BUY,263.02
AMAT,2/2/2016,17.07,SHORT,250.85
AMAT,2/1/2016,17.54,BUY,258.79
AMAT,1/28/2016,17.07,SHORT,267.19
AMAT,1/26/2016,17.07,BUY,268.26
AMAT,12/30/2015,18.98,SELL,268.8
AMAT,12/21/2015,18.48,BUY,262.24
AMAT,12/3/2015,18.94,SELL,262.77
AMAT,10/15/2015,15.62,BUY,217.14
AMAT,10/13/2015,15.42,SELL,217.58
AMAT,10/2/2015,14.565,BUY,205.93
AMAT,9/21/2015,15.98,SELL,206.34
AMAT,9/15/2015,15.79,BUY,204.3
AMAT,9/4/2015,15.47,SHORT,209.45
AMAT,8/27/2015,15.4,BUY,209.34
AMAT,8/13/2015,17.32,SHORT,189.21
AMAT,8/10/2015,17.18,BUY,188.43
AMAT,7/31/2015,17.485,SHORT,185.94
AMAT,7/28/2015,17.41,BUY,185.89
AMAT,7/15/2015,18.87,SHORT,173.23
AMAT,7/13/2015,18.92,BUY,174.39
AMAT,7/7/2015,19.21,SHORT,172.49
AMAT,7/1/2015,19.42,BUY,175.08
AMAT,6/29/2015,19.57,SHORT,174.45
AMAT,6/16/2015,19.73,BUY,176.58
AMAT,6/4/2015,20.1,SELL,176.93
AMAT,5/11/2015,19.82,BUY,174.81
AMAT,4/13/2015,22.385,SHORT,157.47
AMAT,4/9/2015,22.405,BUY,158.24
AMAT,3/19/2015,24.18,SELL,158.56
AMAT,3/13/2015,24.005,BUY,157.73
AMAT,3/4/2015,24.41,SELL,158.05
AMAT,3/2/2015,25.08,BUY,162.71
AMAT,2/26/2015,25.02,SELL,163.04
AMAT,2/19/2015,24.31,BUY,158.73
AMAT,2/9/2015,23.97,SELL,159.05
AMAT,2/3/2015,23.14,BUY,153.85
AMAT,1/27/2015,23.835,SHORT,150.09
AMAT,1/16/2015,23.235,BUY,146.9
AMAT,1/13/2015,23.635,SHORT,145.03
AMAT,1/8/2015,23.72,BUY,146.14
AMAT,12/31/2014,25.135,SELL,146.43
AMAT,12/17/2014,23.88,BUY,139.4
AMAT,12/10/2014,24.215,SELL,139.68
AMAT,11/6/2014,22.59,BUY,130.57
AMAT,11/4/2014,22.11,SELL,130.83
AMAT,10/15/2014,19.3675,BUY,114.83
AMAT,10/10/2014,20.57,SHORT,108.92
AMAT,10/8/2014,20.695,BUY,110.02
AMAT,10/1/2014,21.585,SHORT,106.09
AMAT,9/29/2014,21.75,BUY,107.33
AMAT,9/25/2014,21.84,SHORT,107.32
AMAT,9/17/2014,22.405,BUY,110.54
AMAT,9/15/2014,22.315,SELL,110.76
AMAT,9/11/2014,22.785,BUY,113.32
AMAT,9/3/2014,22.905,SELL,113.55
AMAT,8/27/2014,22.325,BUY,110.9
AMAT,8/18/2014,22.226,SHORT,111.84
AMAT,8/6/2014,21.115,BUY,106.68
AMAT,7/11/2014,22.85,SELL,106.89
AMAT,7/2/2014,22.71,BUY,106.45
AMAT,6/25/2014,22.715,SELL,106.66
AMAT,6/17/2014,22.3,BUY,104.92
AMAT,6/12/2014,21.77,SELL,105.13
AMAT,6/3/2014,20.625,BUY,99.8
,,,,
AMBA,5/5/2016,37.76,BUY,501.03
AMBA,4/28/2016,42.18,SHORT,455.33
AMBA,4/22/2016,44.17,BUY,478.72
AMBA,4/19/2016,44.33,SELL,479.68
AMBA,4/13/2016,44.555,BUY,483.08
AMBA,4/8/2016,44.285,SELL,484.05
AMBA,3/14/2016,39.2451,BUY,429.82
AMBA,3/4/2016,42.79,SELL,430.68
AMBA,2/17/2016,42.3141,BUY,426.74
AMBA,2/8/2016,36.08,SHORT,517.95
AMBA,2/4/2016,37.74,BUY,543.95
AMBA,2/2/2016,37.84,SHORT,544.69
AMBA,1/29/2016,37.5444,BUY,542.6
AMBA,1/8/2016,51.46,SHORT,428.82
AMBA,1/6/2016,54.355,BUY,454.76
AMBA,12/30/2015,57.3411,SELL,455.67
AMBA,12/21/2015,57.6711,BUY,459.21
AMBA,12/14/2015,56.9401,SELL,460.13
AMBA,12/10/2015,56.6699,BUY,458.86
AMBA,11/5/2015,56.96,SHORT,458.37
AMBA,11/3/2015,52.61,BUY,425.06
AMBA,10/30/2015,50.49,SHORT,445.47
AMBA,10/27/2015,53.3,BUY,472.15
AMBA,9/21/2015,70.03,SHORT,382.63
AMBA,9/15/2015,67.97,BUY,372.86
AMBA,9/3/2015,80.02,SHORT,325.36
AMBA,8/28/2015,91.05,BUY,371.69
AMBA,8/11/2015,113.14,SELL,372.43
AMBA,7/16/2015,108.17,BUY,356.78
AMBA,7/2/2015,101.76,SHORT,382.29
AMBA,6/25/2015,103.82,BUY,391.59
AMBA,6/22/2015,112.51,SELL,392.37
AMBA,6/15/2015,116.53,BUY,407.2
AMBA,6/11/2015,111.84,SELL,408.02
AMBA,5/12/2015,72.115,BUY,263.62
AMBA,5/5/2015,73.077,SELL,264.15
AMBA,4/29/2015,74.0999,BUY,268.38
AMBA,4/24/2015,72.7251,SELL,268.92
AMBA,3/13/2015,67.69,BUY,250.8
AMBA,3/5/2015,67.16,SELL,251.3
AMBA,2/24/2015,55.675,BUY,208.74
AMBA,2/6/2015,56.595,SHORT,206.23
AMBA,1/20/2015,58.48,BUY,213.95
AMBA,1/13/2015,61.83,SELL,214.38
AMBA,1/6/2015,51.82,BUY,180.03
AMBA,12/31/2014,52.34,SELL,180.39
AMBA,12/18/2014,48.23,BUY,166.56
AMBA,12/11/2014,50.99,SELL,166.89
AMBA,12/3/2014,53.37,BUY,175.03
AMBA,12/1/2014,54.9,SELL,175.38
AMBA,11/17/2014,48.765,BUY,156.09
AMBA,11/13/2014,48.04,SELL,156.4
AMBA,11/7/2014,46.13,BUY,150.48
AMBA,11/5/2014,45.43,SELL,150.78
AMBA,10/29/2014,41.4865,BUY,137.97
AMBA,10/27/2014,40.3335,SELL,138.25
AMBA,10/15/2014,35.9075,BUY,123.33
AMBA,10/7/2014,42,SELL,123.58
AMBA,9/29/2014,41.8399,BUY,123.36
AMBA,9/25/2014,41.06,SELL,123.61
AMBA,9/17/2014,37.07,BUY,111.82
AMBA,9/10/2014,37.641,SELL,112.04
AMBA,8/14/2014,29.83,BUY,88.97
AMBA,8/4/2014,28.5801,SHORT,93.41
AMBA,7/30/2014,28.96,BUY,95.03
AMBA,7/28/2014,29.5,SHORT,93.7
AMBA,7/24/2014,30.05,BUY,95.83
AMBA,7/15/2014,30.56,SELL,96.02
AMBA,7/2/2014,31.7,BUY,99.8
,,,,
AMBC,5/13/2016,15.74,BUY,525.29
AMBC,5/12/2016,15.43,SHORT,538.21
AMBC,5/10/2016,15.74,BUY,551.23
AMBC,4/25/2016,16.425,SELL,552.33
AMBC,4/8/2016,15.08,BUY,508.12
AMBC,3/23/2016,16.36,SELL,509.14
AMBC,3/17/2016,16.03,BUY,499.87
AMBC,3/15/2016,15.95,SELL,500.87
AMBC,3/11/2016,16.31,BUY,513.2
AMBC,3/8/2016,16.155,SELL,514.23
AMBC,2/5/2016,13.61,BUY,434.09
AMBC,2/2/2016,13.59,SELL,434.96
AMBC,1/15/2016,12.83,BUY,411.46
AMBC,12/30/2015,14.58,SHORT,368.84
AMBC,12/16/2015,13.64,BUY,346.44
AMBC,12/2/2015,16.29,SELL,347.13
AMBC,11/19/2015,15.17,BUY,323.91
AMBC,11/10/2015,16.82,SELL,324.56
AMBC,11/5/2015,16.39,BUY,316.9
AMBC,10/22/2015,15.78,SELL,317.54
AMBC,10/19/2015,15.97,BUY,322.01
AMBC,10/12/2015,15.91,SELL,322.66
AMBC,10/5/2015,14.67,BUY,298.11
AMBC,9/11/2015,15.92,SELL,298.71
AMBC,8/27/2015,15.58,BUY,292.92
AMBC,8/17/2015,16.65,SELL,293.51
AMBC,8/11/2015,16.61,BUY,293.39
AMBC,7/16/2015,18.625,SHORT,265.81
AMBC,7/6/2015,16.79,BUY,240.58
AMBC,6/25/2015,23.246,SELL,241.06
AMBC,6/22/2015,23.454,BUY,243.7
AMBC,6/8/2015,23.455,SELL,244.19
AMBC,5/28/2015,23.81,BUY,248.38
AMBC,5/20/2015,24.27,SELL,248.88
AMBC,5/7/2015,22.48,BUY,230.99
AMBC,4/7/2015,25.31,SELL,231.45
AMBC,4/1/2015,24.675,BUY,226.1
AMBC,3/25/2015,25.4655,SELL,226.55
AMBC,3/12/2015,24.71,BUY,220.27
AMBC,2/20/2015,25.575,SHORT,213.92
AMBC,2/13/2015,25.68,BUY,215.66
AMBC,2/4/2015,25.655,SHORT,216.74
AMBC,2/2/2015,25.57,BUY,216.89
AMBC,1/26/2015,26.69,SELL,217.32
AMBC,1/2/2015,24.7,BUY,201.52
AMBC,12/26/2014,24.27,SHORT,205.98
AMBC,12/17/2014,22.515,BUY,191.85
AMBC,12/10/2014,24.625,SHORT,177.42
AMBC,12/3/2014,24.51,BUY,177.3
AMBC,11/19/2014,25.585,SELL,177.66
AMBC,10/16/2014,19.75,BUY,137.42
AMBC,8/20/2014,25.0438,SELL,137.7
AMBC,8/14/2014,24.09,BUY,132.72
AMBC,8/12/2014,23.3,SELL,132.99
AMBC,8/4/2014,22.845,BUY,130.65
AMBC,7/23/2014,23.835,SHORT,125.94
AMBC,7/17/2014,22.935,BUY,121.67
AMBC,6/20/2014,27.76,SHORT,104.07
AMBC,6/17/2014,27.47,BUY,103.4
AMBC,6/10/2014,29.69,SELL,103.61
AMBC,6/5/2014,28.54,BUY,99.8
,,,,
AMCC,5/23/2016,6.21,BUY,387.66
AMCC,5/17/2016,6.07,SHORT,398.4
AMCC,5/9/2016,6.11,BUY,402.63
AMCC,5/3/2016,6.31,SHORT,391.83
AMCC,4/27/2016,6.42,BUY,400.26
AMCC,4/25/2016,6.24,SHORT,413.8
AMCC,4/20/2016,6.36,BUY,423.45
AMCC,4/15/2016,6.42,SELL,424.3
AMCC,4/13/2016,6.42,BUY,425.15
AMCC,4/8/2016,6.395,SELL,426
AMCC,3/28/2016,6.41,BUY,427.85
AMCC,3/23/2016,6.3729,SELL,428.71
AMCC,3/17/2016,6.1471,BUY,414.35
AMCC,3/15/2016,6.03,SELL,415.18
AMCC,3/11/2016,5.97,BUY,411.87
AMCC,3/8/2016,6,SELL,412.7
AMCC,2/16/2016,5.2074,BUY,358.9
AMCC,1/27/2016,5.7301,SHORT,330.22
AMCC,1/20/2016,5.49,BUY,317.65
AMCC,12/31/2015,6.53,SHORT,275.11
AMCC,12/22/2015,6.46,BUY,273.25
AMCC,12/8/2015,7.12,SELL,273.8
AMCC,11/30/2015,7.29,BUY,280.9
AMCC,11/23/2015,7.28,SELL,281.46
AMCC,11/17/2015,7.12,BUY,275.83
AMCC,11/10/2015,7.11,SELL,276.38
AMCC,11/3/2015,6.729,BUY,262.09
AMCC,10/30/2015,6.611,SELL,262.62
AMCC,10/22/2015,6.85,BUY,272.66
AMCC,10/20/2015,6.555,SELL,273.21
AMCC,10/2/2015,5.35,BUY,223.43
AMCC,9/18/2015,5.73,SELL,223.88
AMCC,8/26/2015,5.4,BUY,211.41
AMCC,8/6/2015,6.38,SELL,211.83
AMCC,7/30/2015,5.54,BUY,184.31
AMCC,7/24/2015,5.89,SHORT,174.67
AMCC,7/13/2015,6.18,BUY,184.01
AMCC,6/22/2015,7.63,SELL,184.38
AMCC,6/15/2015,6.9775,BUY,168.95
AMCC,6/9/2015,7.1101,SELL,169.29
AMCC,6/2/2015,6.5099,BUY,155.31
AMCC,5/29/2015,6.4351,SELL,155.62
AMCC,5/15/2015,5.71,BUY,138.36
AMCC,5/11/2015,5.61,SELL,138.64
AMCC,4/28/2015,5.06,BUY,125.3
AMCC,4/23/2015,5.14,SELL,125.55
AMCC,4/8/2015,5.0672,BUY,124.02
AMCC,3/24/2015,5.43,SELL,124.27
AMCC,3/18/2015,5.24,BUY,120.16
AMCC,3/5/2015,5.51,SELL,120.4
AMCC,3/2/2015,5.47,BUY,119.77
AMCC,2/19/2015,5,SHORT,132.73
AMCC,2/13/2015,5.18,BUY,138.06
AMCC,2/9/2015,5.12,SHORT,140.26
AMCC,2/3/2015,4.9825,BUY,137.04
AMCC,1/27/2015,5.91,SHORT,118.93
AMCC,1/22/2015,6.01,BUY,121.43
AMCC,1/13/2015,6.441,SELL,121.67
AMCC,1/9/2015,6.469,BUY,122.44
AMCC,12/31/2014,6.53,SELL,122.69
AMCC,12/17/2014,5.88,BUY,110.7
AMCC,12/11/2014,5.93,SHORT,110.21
AMCC,12/3/2014,5.97,BUY,111.4
AMCC,12/1/2014,5.8714,SHORT,113.76
AMCC,11/26/2014,6.079,BUY,118.25
AMCC,10/27/2014,6.73,SHORT,108.25
AMCC,10/21/2014,6.745,BUY,108.93
AMCC,10/1/2014,6.99,SHORT,105.66
AMCC,9/18/2014,6.99,BUY,106.08
AMCC,9/3/2014,8.391,SELL,106.29
AMCC,8/29/2014,8.38,BUY,106.36
AMCC,8/12/2014,8.29,SHORT,107.96
AMCC,8/8/2014,8.38,BUY,109.57
AMCC,7/24/2014,10.185,SHORT,93.45
AMCC,7/21/2014,10.485,BUY,96.59
AMCC,7/7/2014,10.79,SELL,96.78
AMCC,7/1/2014,10.87,BUY,97.69
AMCC,6/25/2014,10.919,SELL,97.89
AMCC,6/18/2014,11.11,BUY,99.8
,,,,
AMCN,5/27/2016,4.205,SHORT,"1,016.24"
AMCN,5/25/2016,4.315,BUY,"1,047.01"
AMCN,5/3/2016,5.28,SHORT,888.77
AMCN,4/26/2016,5.325,BUY,899.94
AMCN,4/21/2016,5.43,SHORT,886.41
AMCN,3/24/2016,5.61,BUY,919.47
AMCN,3/18/2016,5.6401,SELL,921.31
AMCN,2/19/2016,5.358,BUY,876.98
AMCN,2/11/2016,5.122,SHORT,923.03
AMCN,2/4/2016,5.36,BUY,969.8
AMCN,1/28/2016,5.491,SHORT,951
AMCN,1/22/2016,5.509,BUY,957.95
AMCN,12/31/2015,5.59,SELL,959.87
AMCN,12/18/2015,5.537,BUY,952.67
AMCN,12/14/2015,5.52,SELL,954.58
AMCN,11/24/2015,5.4,BUY,935.7
AMCN,11/17/2015,5.34,SHORT,950.13
AMCN,11/4/2015,5.43,BUY,970.02
AMCN,10/21/2015,5.451,SELL,971.96
AMCN,9/8/2015,4.625,BUY,826.33
AMCN,8/24/2015,4.495,SELL,827.99
AMCN,8/18/2015,5.09,BUY,939.47
AMCN,7/29/2015,4.76,SELL,941.35
AMCN,7/10/2015,4.7099,BUY,933.31
AMCN,6/10/2015,6.98,SELL,935.18
AMCN,5/11/2015,4.44,BUY,596.06
AMCN,4/29/2015,4.695,SELL,597.25
AMCN,4/23/2015,4.44,BUY,565.94
AMCN,4/21/2015,4.38,SELL,567.07
AMCN,4/7/2015,2.023,BUY,262.44
AMCN,3/31/2015,2.008,SHORT,265.48
AMCN,3/23/2015,1.9625,BUY,260.51
AMCN,3/5/2015,2.174,SELL,261.03
AMCN,3/2/2015,2.1686,BUY,260.9
AMCN,2/18/2015,2.21,SELL,261.42
AMCN,2/9/2015,2.0948,BUY,248.29
AMCN,1/28/2015,2.3152,SHORT,227.62
AMCN,1/20/2015,2.325,BUY,229.5
AMCN,1/5/2015,2.5,SHORT,215.35
AMCN,12/23/2014,2.4093,BUY,208.37
AMCN,12/10/2014,2.577,SELL,208.79
AMCN,12/8/2014,2.693,BUY,218.63
AMCN,12/2/2014,2.98,SELL,219.07
AMCN,11/17/2014,2.309,BUY,170.08
AMCN,11/5/2014,2.3503,SELL,170.42
AMCN,10/9/2014,1.7326,BUY,125.88
AMCN,9/25/2014,1.7401,SHORT,125.84
AMCN,9/19/2014,1.7199,BUY,124.88
AMCN,8/22/2014,2.0274,SHORT,108.87
AMCN,8/15/2014,2.0994,BUY,113.19
AMCN,8/8/2014,2.0955,SHORT,113.86
AMCN,8/1/2014,2.108,BUY,115
AMCN,7/25/2014,2.1667,SHORT,112.42
AMCN,7/23/2014,2.1049,BUY,109.65
AMCN,7/8/2014,2.2967,SELL,109.87
AMCN,7/2/2014,2.2899,BUY,109.76
AMCN,6/24/2014,2.3701,SELL,109.98
AMCN,6/11/2014,2.107,BUY,97.97
AMCN,6/2/2014,2.077,SHORT,99.8
,,,,
AMCX,5/12/2016,68.6447,SELL,231.17
AMCX,5/6/2016,67.2397,BUY,226.89
AMCX,5/3/2016,65.23,SELL,227.34
AMCX,4/27/2016,66.45,BUY,232.06
AMCX,4/15/2016,65.7013,SELL,232.53
AMCX,4/13/2016,65.25,BUY,231.4
AMCX,4/11/2016,63.955,SHORT,237.13
AMCX,4/6/2016,65.92,BUY,245.4
AMCX,3/23/2016,64.91,SHORT,250.28
AMCX,3/14/2016,65.55,BUY,253.76
AMCX,3/9/2016,66.8,SELL,254.27
AMCX,3/4/2016,65.09,BUY,248.26
AMCX,2/25/2016,66.955,SELL,248.76
AMCX,2/17/2016,63.86,BUY,237.74
AMCX,1/13/2016,75.86,SHORT,206.09
AMCX,1/6/2016,75.43,BUY,205.74
AMCX,12/31/2015,75.5101,SHORT,206.35
AMCX,12/24/2015,76.5999,BUY,210.17
AMCX,12/9/2015,81.69,SELL,210.59
AMCX,11/17/2015,76.99,BUY,198.87
AMCX,11/13/2015,75.73,SELL,199.27
AMCX,11/2/2015,74.98,BUY,197.69
AMCX,10/13/2015,77.61,SELL,198.09
AMCX,10/2/2015,73.25,BUY,187.34
AMCX,9/22/2015,74.91,SELL,187.72
AMCX,9/17/2015,74.51,BUY,187.09
AMCX,9/14/2015,73.01,SELL,187.46
AMCX,8/25/2015,66.83,BUY,171.94
AMCX,8/18/2015,74.375,SHORT,156.73
AMCX,8/13/2015,74.15,BUY,156.88
AMCX,8/6/2015,76.88,SELL,157.19
AMCX,7/31/2015,84.06,BUY,172.22
AMCX,7/20/2015,85.686,SELL,172.57
AMCX,7/13/2015,85.14,BUY,171.81
AMCX,7/8/2015,82.34,SELL,172.15
AMCX,6/26/2015,82.5,BUY,172.83
AMCX,6/24/2015,80.73,SELL,173.18
AMCX,6/16/2015,78.705,BUY,169.17
AMCX,6/9/2015,79.07,SELL,169.51
AMCX,5/15/2015,75.61,BUY,162.42
AMCX,5/6/2015,79.74,SELL,162.75
AMCX,4/23/2015,76.0875,BUY,155.61
AMCX,4/17/2015,76.665,SELL,155.92
AMCX,3/27/2015,73.475,BUY,149.73
AMCX,3/23/2015,74.84,SELL,150.03
AMCX,3/12/2015,71.83,BUY,144.28
AMCX,3/5/2015,74.06,SELL,144.57
AMCX,2/20/2015,69.3,BUY,135.55
AMCX,2/18/2015,68.72,SELL,135.82
AMCX,2/12/2015,68.05,BUY,134.77
AMCX,1/28/2015,67.375,SELL,135.04
AMCX,1/9/2015,63.18,BUY,126.89
AMCX,12/31/2014,64.1225,SELL,127.14
AMCX,12/18/2014,60.975,BUY,121.14
AMCX,12/2/2014,63.92,SELL,121.38
AMCX,11/25/2014,62.58,BUY,119.07
AMCX,11/19/2014,62.27,SELL,119.31
AMCX,11/17/2014,61.9299,BUY,118.9
AMCX,11/13/2014,61.13,SELL,119.14
AMCX,11/7/2014,61.255,BUY,119.62
AMCX,11/4/2014,60.285,SELL,119.86
AMCX,10/15/2014,55,BUY,109.57
AMCX,9/23/2014,59.89,SHORT,101.71
AMCX,9/19/2014,61.715,BUY,105.23
AMCX,9/9/2014,64.38,SELL,105.44
AMCX,9/3/2014,64.3,BUY,105.52
AMCX,8/28/2014,63.04,SELL,105.73
AMCX,8/11/2014,59.215,BUY,99.51
AMCX,7/21/2014,64.83,SELL,99.71
AMCX,7/14/2014,61.04,BUY,94.07
AMCX,7/8/2014,61.48,SELL,94.26
AMCX,6/30/2014,60.88,BUY,93.53
AMCX,6/23/2014,61.12,SELL,93.72
AMCX,6/6/2014,61.22,BUY,94.06
AMCX,6/4/2014,60.17,SHORT,96.11
AMCX,6/2/2014,62.23,BUY,99.8
,,,,
AMD,5/16/2016,3.675,BUY,589.42
AMD,5/12/2016,3.635,SELL,590.6
AMD,5/5/2016,3.645,BUY,593.41
AMD,4/29/2016,3.6,SELL,594.6
AMD,4/12/2016,2.8,BUY,463.39
AMD,4/7/2016,2.75,SELL,464.32
AMD,3/29/2016,2.8,BUY,473.71
AMD,3/23/2016,2.79,SELL,474.66
AMD,3/11/2016,2.295,BUY,391.23
AMD,3/8/2016,2.365,SELL,392.01
AMD,2/17/2016,1.865,BUY,309.75
AMD,2/8/2016,1.965,SHORT,295.93
AMD,2/4/2016,2.075,BUY,313.75
AMD,2/2/2016,2.1,SHORT,311.3
AMD,1/25/2016,2.1,BUY,312.55
AMD,12/30/2015,2.98,SELL,313.18
AMD,12/17/2015,2.525,BUY,265.89
AMD,12/14/2015,2.355,SELL,266.42
AMD,12/7/2015,2.2838,BUY,258.88
AMD,12/2/2015,2.305,SELL,259.4
AMD,11/18/2015,2.005,BUY,226.09
AMD,10/29/2015,2.14,SELL,226.54
AMD,10/20/2015,2.0125,BUY,213.47
AMD,10/16/2015,1.9575,SELL,213.9
AMD,9/30/2015,1.7031,BUY,186.47
AMD,9/14/2015,1.84,SELL,186.84
AMD,9/3/2015,1.775,BUY,180.6
AMD,9/1/2015,1.765,SHORT,182.36
AMD,8/27/2015,1.745,BUY,181.02
AMD,8/7/2015,2.095,SELL,181.38
AMD,7/29/2015,1.78,BUY,154.42
AMD,7/16/2015,1.95,SHORT,142.61
AMD,7/14/2015,2.04,BUY,149.79
AMD,6/23/2015,2.61,SELL,150.09
AMD,6/16/2015,2.33,BUY,134.26
AMD,6/9/2015,2.3,SELL,134.53
AMD,6/2/2015,2.29,BUY,134.21
AMD,5/15/2015,2.325,SHORT,132.75
AMD,5/11/2015,2.315,BUY,132.71
AMD,4/29/2015,2.295,SHORT,134.41
AMD,4/27/2015,2.335,BUY,137.3
AMD,4/20/2015,2.555,SHORT,126.92
AMD,4/16/2015,2.73,BUY,136.16
AMD,4/14/2015,2.73,SHORT,136.71
AMD,4/6/2015,2.695,BUY,135.5
AMD,3/25/2015,2.775,SHORT,132.23
AMD,3/23/2015,2.815,BUY,134.67
AMD,3/4/2015,3.135,SELL,134.94
AMD,3/2/2015,3.135,BUY,135.21
AMD,2/18/2015,3.105,SELL,135.48
AMD,2/12/2015,3.09,BUY,135.1
AMD,2/6/2015,3.085,SELL,135.37
AMD,2/4/2015,2.79,BUY,122.67
AMD,1/29/2015,2.62,SELL,122.92
AMD,1/22/2015,2.455,BUY,115.41
AMD,1/16/2015,2.515,SELL,115.64
AMD,1/12/2015,2.625,BUY,120.94
AMD,1/6/2015,2.645,SELL,121.18
AMD,12/17/2014,2.51,BUY,115.23
AMD,12/5/2014,2.68,SHORT,108.79
AMD,12/3/2014,2.725,BUY,111.06
AMD,12/1/2014,2.76,SELL,111.28
AMD,11/20/2014,2.675,BUY,108.07
AMD,11/5/2014,2.825,SHORT,103.03
AMD,10/28/2014,2.7195,BUY,99.58
AMD,10/22/2014,2.6655,SHORT,102.05
AMD,10/17/2014,2.675,BUY,102.82
AMD,8/25/2014,4.235,SELL,103.03
AMD,7/31/2014,3.8101,BUY,92.88
AMD,7/21/2014,3.85,SELL,93.07
AMD,7/16/2014,4.61,BUY,111.67
AMD,7/8/2014,4.235,SELL,111.89
AMD,6/26/2014,3.9775,BUY,105.3
AMD,6/13/2014,4.285,SELL,105.51
AMD,6/5/2014,4.045,BUY,99.8
,,,,
AMDA,5/27/2016,1.366,SHORT,"9,678.14"
AMDA,5/11/2016,1.4094,BUY,"10,025.69"
AMDA,4/15/2016,1.7125,SHORT,"8,552.23"
AMDA,4/12/2016,1.56,BUY,"7,821.90"
