	Date	Price	Signal		
ADMS	9/29/2014	16.93	BUY		100.38
ADMS	9/22/2014	17.49	SHORT		97.66
ADMS	9/8/2014	17.99	BUY		100.86
ADMS	9/3/2014	18.01	SELL		101.06
ADMS	8/29/2014	18.22	BUY		102.44
ADMS	8/25/2014	17.81	SELL		102.65
ADMS	8/12/2014	16.13	BUY		93.15
ADMS	8/4/2014	16.0201	SHORT		94.17
ADMS	7/23/2014	16.77	BUY		98.97
ADMS	7/21/2014	16.715	SHORT		99.7
ADMS	7/15/2014	16.735	BUY		100.22
ADMS	7/8/2014	17.6301	SHORT		95.76
ADMS	7/1/2014	18.2999	BUY		99.8
					
ADP	5/24/2016	86.79	BUY		130.12
ADP	5/12/2016	86.58	SHORT		130.96
ADP	5/9/2016	87.16	BUY		132.37
ADP	4/21/2016	90.0003	SELL		132.64
ADP	4/18/2016	90.4329	BUY		133.54
ADP	4/11/2016	89.71	SELL		133.81
ADP	3/29/2016	88.84	BUY		132.78
ADP	3/23/2016	88.53	SELL		133.05
ADP	3/14/2016	86.905	BUY		130.87
ADP	3/10/2016	85.395	SELL		131.13
ADP	3/4/2016	86.05	BUY		132.4
ADP	2/29/2016	85.31	SELL		132.67
ADP	2/12/2016	81.36	BUY		126.78
ADP	2/5/2016	81.745	SELL		127.03
ADP	1/29/2016	81.61	BUY		127.07
ADP	1/25/2016	80.2325	SHORT		129.81
ADP	1/12/2016	78.94	BUY		128.23
ADP	12/31/2015	85.68	SELL		128.49
ADP	12/22/2015	84.85	BUY		127.5
ADP	12/18/2015	84.04	SHORT		129.26
ADP	12/15/2015	85.4	BUY		131.88
ADP	12/3/2015	86.81	SELL		132.14
ADP	11/20/2015	87.03	BUY		132.74
ADP	10/26/2015	90.1364	SELL		133.01
ADP	10/16/2015	86.39	BUY		127.74
ADP	10/14/2015	85.14	SELL		128
ADP	10/2/2015	79.89	BUY		120.35
ADP	9/28/2015	79.195	SELL		120.59
ADP	9/3/2015	77.18	BUY		117.76
ADP	9/1/2015	75.38	SHORT		121.12
ADP	8/28/2015	77.88	BUY		125.64
ADP	8/20/2015	83.61	SELL		125.89
ADP	7/29/2015	80.67	BUY		121.71
ADP	7/17/2015	82.605	SHORT		119.4
ADP	7/7/2015	81.06	BUY		117.64
ADP	6/24/2015	84.5501	SHORT		113.43
ADP	6/18/2015	83.7099	BUY		112.75
ADP	6/15/2015	83.16	SHORT		113.96
ADP	6/11/2015	84.59	BUY		116.38
ADP	5/21/2015	87.27	SELL		116.61
ADP	5/14/2015	87.08	BUY		116.59
ADP	5/5/2015	86.155	SELL		116.82
ADP	5/1/2015	85.7	BUY		116.44
ADP	4/27/2015	84.905	SHORT		118.01
ADP	4/22/2015	85.23	BUY		118.94
ADP	4/13/2015	86.0325	SELL		119.18
ADP	4/8/2015	86.3375	BUY		119.84
ADP	3/23/2015	87.305	SHORT		119
ADP	3/12/2015	85.5	BUY		117.01
ADP	3/4/2015	88.15	SELL		117.24
ADP	3/2/2015	89.115	BUY		118.76
ADP	2/26/2015	88.86	SELL		119
ADP	2/19/2015	87.7	BUY		117.68
ADP	2/17/2015	87.64	SELL		117.92
ADP	2/3/2015	84.269	BUY		113.61
ADP	1/29/2015	84.361	SELL		113.84
ADP	1/20/2015	84.92	BUY		114.82
ADP	1/12/2015	84.46	SHORT		115.91
ADP	1/8/2015	84.06	BUY		115.82
ADP	12/19/2014	85.265	SHORT		114.66
ADP	12/17/2014	83.075	BUY		112.16
ADP	12/10/2014	84.47	SELL		112.38
ADP	11/26/2014	84.86	BUY		113.13
ADP	11/14/2014	85.2225	SELL		113.36
ADP	11/12/2014	85.19	BUY		113.54
ADP	11/7/2014	84.6225	SELL		113.77
ADP	10/17/2014	72.68	BUY		97.91
ADP	10/10/2014	73.1157	SELL		98.11
ADP	10/3/2014	73.6477	BUY		99.02
ADP	10/1/2014	72.3395	SHORT		101.25
ADP	9/18/2014	73.3308	BUY		103.05
ADP	9/9/2014	73.4712	SELL		103.26
ADP	9/4/2014	73.5238	BUY		103.54
ADP	8/29/2014	73.2343	SELL		103.75
ADP	8/19/2014	73.1204	BUY		103.8
ADP	8/15/2014	72.1816	SELL		104.01
ADP	8/8/2014	70.6551	BUY		102.01
ADP	7/29/2014	72.1596	SELL		102.21
ADP	7/18/2014	70.6376	BUY		100.25
ADP	7/10/2014	70.3612	SELL		100.45
ADP	6/27/2014	69.5937	BUY		99.55
ADP	6/24/2014	69.3569	SELL		99.75
ADP	6/20/2014	69.2516	BUY		99.8
					
ADRA	7/13/2015	29.7	QUIT		97.99
ADRA	6/29/2015	29.8901	SHORT		97.57
ADRA	6/10/2015	30.63	BUY		100.39
ADRA	5/26/2015	31.64	SHORT		97.67
ADRA	5/15/2015	31.52	BUY		97.69
ADRA	5/11/2015	31.5593	SHORT		97.96
ADRA	5/4/2015	31.9398	BUY		99.54
ADRA	12/19/2014	28.65	QUIT		99.74
ADRA	12/8/2014	29.3	SHORT		97.77
ADRA	11/14/2014	29.418	BUY		98.56
ADRA	11/4/2014	29.73	SELL		98.76
ADRA	10/20/2014	28.48	BUY		94.8
ADRA	10/1/2014	28.8	SHORT		94.13
ADRA	9/24/2014	29.88	BUY		98.05
ADRA	9/9/2014	30.939	SELL		98.25
ADRA	9/3/2014	31.3646	BUY		99.8
					
ADRD	5/20/2016	19.7431	BUY		104.62
ADRD	5/12/2016	19.7195	SHORT		105.17
ADRD	5/6/2016	19.6417	BUY		105.18
ADRD	4/28/2016	20.4328	SELL		105.39
ADRD	3/31/2016	19.6101	BUY		101.35
ADRD	3/23/2016	19.5469	SELL		101.55
ADRD	3/16/2016	19.7302	BUY		102.71
ADRD	3/10/2016	19.469	SELL		102.92
ADRD	3/2/2016	19.2128	BUY		101.77
ADRD	2/23/2016	18.721	SHORT		104.94
ADRD	2/17/2016	18.6993	BUY		105.24
ADRD	2/5/2016	19.0057	SHORT		103.99
ADRD	1/22/2016	19.3	BUY		106.02
ADRD	1/19/2016	19.2608	SHORT		106.66
ADRD	1/14/2016	19.5625	BUY		108.77
ADRD	12/31/2015	20.9765	SHORT		102.31
ADRD	12/23/2015	21.0035	BUY		102.85
ADRD	12/18/2015	20.699	SHORT		104.8
ADRD	12/16/2015	21.09	BUY		107.21
ADRD	12/8/2015	21.14	SHORT		107.39
ADRD	12/4/2015	21.63	BUY		110.32
ADRD	11/27/2015	21.7882	SHORT		109.96
ADRD	11/18/2015	21.8218	BUY		110.57
ADRD	10/27/2015	22.1716	SELL		110.79
ADRD	10/23/2015	22.425	BUY		112.28
ADRD	10/20/2015	22.145	SELL		112.5
ADRD	10/15/2015	22.013	BUY		112.05
ADRD	10/13/2015	21.7625	SELL		112.27
ADRD	10/1/2015	20.71	BUY		107.05
ADRD	9/21/2015	21.6084	SHORT		103.19
ADRD	9/16/2015	22.1038	BUY		105.98
ADRD	9/3/2015	21.7829	SHORT		108
ADRD	8/28/2015	22.1569	BUY		110.29
ADRD	8/19/2015	23.2353	SHORT		105.82
ADRD	8/17/2015	23.501	BUY		107.46
ADRD	8/4/2015	23.82	SELL		107.68
ADRD	7/28/2015	23.6597	BUY		107.17
ADRD	7/22/2015	23.8101	SELL		107.38
ADRD	7/10/2015	23.68	BUY		107.01
ADRD	7/8/2015	22.76	SHORT		111.96
ADRD	7/2/2015	23.58	BUY		116.46
ADRD	6/4/2015	24.28	SHORT		113.65
ADRD	5/28/2015	24.5034	BUY		115.16
ADRD	5/26/2015	24.4928	SELL		115.39
ADRD	5/21/2015	24.7499	BUY		116.83
ADRD	5/12/2015	24.5051	SELL		117.06
ADRD	5/8/2015	24.5149	BUY		117.34
ADRD	4/29/2015	24.4561	SELL		117.58
ADRD	4/22/2015	24.2499	BUY		116.82
ADRD	4/20/2015	24.0658	SELL		117.05
ADRD	4/14/2015	23.9891	BUY		116.91
ADRD	3/25/2015	23.909	SELL		117.14
ADRD	3/16/2015	23.0199	BUY		113.01
ADRD	3/2/2015	23.9082	SELL		113.24
ADRD	2/13/2015	23.3645	BUY		110.89
ADRD	2/11/2015	22.8921	SELL		111.11
ADRD	2/3/2015	22.894	BUY		111.34
ADRD	1/28/2015	22.5115	SELL		111.56
ADRD	1/8/2015	21.9085	BUY		108.79
ADRD	12/29/2014	22.8915	SHORT		104.73
ADRD	12/18/2014	22.9331	BUY		105.34
ADRD	12/10/2014	23.1169	SELL		105.55
ADRD	10/23/2014	23.105	BUY		105.71
ADRD	9/19/2014	24.899	SHORT		99
ADRD	9/11/2014	24.9499	BUY		99.6
ADRD	9/9/2014	24.85	SELL		99.8
ADRD	8/12/2014	24.497	BUY		98.58
ADRD	7/29/2014	25.37	SHORT		95.68
ADRD	7/24/2014	25.521	BUY		96.64
ADRD	7/21/2014	25.2799	SHORT		97.96
ADRD	7/16/2014	25.51	BUY		99.25
ADRD	7/7/2014	25.7099	SELL		99.45
ADRD	6/13/2014	25.6066	BUY		99.25
ADRD	6/3/2014	25.375	SELL		99.45
ADRD	5/29/2014	25.414	BUY		99.8
					
ADRE	5/24/2016	29.925	BUY		149
ADRE	5/2/2016	31.3228	SELL		149.3
ADRE	4/27/2016	31.74	BUY		151.59
ADRE	4/22/2016	31.92	SELL		151.89
ADRE	4/19/2016	31.91	BUY		152.15
ADRE	4/14/2016	31.865	SELL		152.45
ADRE	4/12/2016	30.9101	BUY		148.18
ADRE	4/4/2016	30.933	SELL		148.48
ADRE	3/16/2016	29.8799	BUY		143.71
ADRE	3/8/2016	29.3401	SELL		144
ADRE	3/1/2016	27.7084	BUY		136.26
ADRE	2/25/2016	26.99	SELL		136.53
ADRE	2/19/2016	26.9778	BUY		136.74
ADRE	2/8/2016	25.884	SELL		137.01
ADRE	2/4/2016	26.6599	BUY		141.4
ADRE	2/2/2016	26.6401	SHORT		142.07
ADRE	1/22/2016	26.41	BUY		141.41
ADRE	12/18/2015	29.5301	SHORT		128.41
ADRE	12/15/2015	29.4099	BUY		128.4
ADRE	12/2/2015	30.636	SHORT		123.95
ADRE	11/18/2015	30.15	BUY		122.47
ADRE	11/9/2015	30.79	SELL		122.72
ADRE	10/23/2015	30.892	BUY		123.37
ADRE	10/21/2015	30.2942	SELL		123.62
ADRE	9/30/2015	27.808	BUY		113.7
ADRE	9/18/2015	29.27	SHORT		108.73
ADRE	9/16/2015	29.66	BUY		110.62
ADRE	8/31/2015	29.8399	SHORT		110.4
ADRE	8/27/2015	29.65	BUY		110.14
ADRE	8/13/2015	31.55	SHORT		104.3
ADRE	8/10/2015	32.5449	BUY		108.02
ADRE	8/4/2015	32.44	SHORT		108.81
ADRE	7/28/2015	32.303	BUY		108.79
ADRE	7/8/2015	33.0693	SHORT		106.75
ADRE	7/2/2015	35.06	BUY		113.63
ADRE	6/25/2015	35.9093	SELL		113.86
ADRE	6/17/2015	35.4784	BUY		112.72
ADRE	5/29/2015	36.1241	SHORT		111.18
ADRE	5/22/2015	37.04	BUY		114.46
ADRE	5/19/2015	36.9599	SHORT		115.17
ADRE	5/15/2015	37.3499	BUY		116.85
ADRE	5/11/2015	37.49	SELL		117.08
ADRE	5/4/2015	37.797	BUY		118.28
ADRE	4/30/2015	37.85	SELL		118.52
ADRE	4/22/2015	37.33	BUY		117.13
ADRE	4/17/2015	36.7709	SELL		117.36
ADRE	4/15/2015	37.0291	BUY		118.42
ADRE	4/13/2015	36.8208	SELL		118.66
ADRE	4/6/2015	35.5878	BUY		114.92
ADRE	3/25/2015	35.2025	SHORT		116.66
ADRE	3/16/2015	34.1953	BUY		113.78
ADRE	3/2/2015	36.36	SELL		114.01
ADRE	2/24/2015	36.71	BUY		115.34
ADRE	2/19/2015	36.57	SELL		115.57
ADRE	2/13/2015	36.68	BUY		116.15
ADRE	2/6/2015	36.1401	SELL		116.38
ADRE	2/3/2015	36.1699	BUY		116.71
ADRE	1/28/2015	36.95	SELL		116.94
ADRE	1/7/2015	34.96	BUY		110.86
ADRE	12/30/2014	35.645	SHORT		109.21
ADRE	12/18/2014	35.61	BUY		109.54
ADRE	11/25/2014	39.6501	SELL		109.76
ADRE	11/19/2014	38.4199	BUY		106.57
ADRE	11/6/2014	39.091	SELL		106.78
ADRE	10/28/2014	38.6813	BUY		105.87
ADRE	10/23/2014	38.556	SHORT		106.64
ADRE	10/14/2014	39.4255	BUY		109.48
ADRE	10/9/2014	39.66	SHORT		109.27
ADRE	10/3/2014	38.5875	BUY		106.74
ADRE	9/29/2014	39.44	SHORT		104.9
ADRE	9/24/2014	40.6435	BUY		108.53
ADRE	9/9/2014	43.5451	SELL		108.75
ADRE	8/26/2014	42.9199	BUY		107.4
ADRE	8/21/2014	42.599	SELL		107.62
ADRE	8/11/2014	40.972	BUY		103.72
ADRE	8/7/2014	40.743	SELL		103.93
ADRE	8/4/2014	41.05	BUY		104.92
ADRE	7/31/2014	41.1	SELL		105.13
ADRE	7/21/2014	40.61	BUY		104.08
ADRE	7/17/2014	40.1801	SELL		104.29
ADRE	7/10/2014	39.79	BUY		103.48
ADRE	7/8/2014	39.5863	SELL		103.69
ADRE	6/26/2014	38.93	BUY		102.18
ADRE	6/20/2014	38.98	SELL		102.38
ADRE	6/18/2014	38.9321	BUY		102.46
ADRE	6/12/2014	39.1208	SELL		102.67
ADRE	6/3/2014	37.9525	BUY		99.8
					
ADRO	5/20/2016	10.145	BUY		347.45
ADRO	4/27/2016	14.695	SELL		348.15
ADRO	4/15/2016	13.315	BUY		316.09
ADRO	4/8/2016	14.08	SELL		316.72
ADRO	3/31/2016	12.44	BUY		280.39
ADRO	3/24/2016	12.31	SHORT		284.52
ADRO	3/21/2016	12.045	BUY		279.51
ADRO	3/10/2016	14.54	SELL		280.07
ADRO	2/26/2016	14.7	BUY		283.72
ADRO	2/8/2016	14.1	SHORT		297.52
ADRO	2/2/2016	14.885	BUY		315.34
ADRO	12/31/2015	28.545	SHORT		214.13
ADRO	12/29/2015	28.45	BUY		214.27
ADRO	12/18/2015	31.48	SELL		214.7
ADRO	12/2/2015	29.28	BUY		200.1
ADRO	11/24/2015	27.75	SELL		200.5
ADRO	11/18/2015	28.73	BUY		208
ADRO	11/16/2015	27.75	SELL		208.42
ADRO	11/12/2015	28.43	BUY		213.96
ADRO	11/5/2015	27.74	SELL		214.39
ADRO	10/16/2015	22.59	BUY		174.94
ADRO	10/14/2015	21.83	SELL		175.29
ADRO	10/1/2015	19.23	BUY		154.72
ADRO	9/22/2015	22.01	SELL		155.03
ADRO	9/10/2015	19.4299	BUY		137.13
ADRO	8/31/2015	20.5901	SHORT		130.34
ADRO	8/27/2015	19.75	BUY		125.52
ADRO	8/3/2015	25.97	SHORT		101.67
ADRO	7/28/2015	26.58	BUY		104.48
ADRO	7/24/2015	28.37	SHORT		98.67
ADRO	7/22/2015	28.53	BUY		99.62
ADRO	7/16/2015	29.91	SHORT		95.61
ADRO	7/2/2015	31.095	BUY		99.8
					
ADRU	5/25/2016	20.15	BUY		98.08
ADRU	5/19/2016	19.3607	SHORT		102.66
ADRU	5/10/2016	19.59	BUY		104.29
ADRU	4/29/2016	20.2163	SELL		104.5
ADRU	4/8/2016	19.25	BUY		99.7
ADRU	3/15/2016	19.4901	SELL		99.9
ADRU	3/2/2016	19.0199	BUY		97.69
ADRU	2/8/2016	18.1901	SHORT		102.77
ADRU	2/4/2016	18.86	BUY		106.98
ADRU	11/17/2015	21.31	QUIT		107.19
ADRU	11/9/2015	21.4606	SELL		107.19
ADRU	10/19/2015	21.914	BUY		109.67
ADRU	8/14/2015	23.2666	QUIT		109.89
ADRU	8/13/2015	23.23	SELL		109.89
ADRU	7/10/2015	23.4	BUY		110.92
ADRU	6/25/2015	23.8658	SELL		111.14
ADRU	6/4/2015	23.984	BUY		111.91
ADRU	5/28/2015	24.0601	SELL		112.13
ADRU	5/8/2015	24.07	BUY		112.4
ADRU	4/30/2015	23.869	SELL		112.63
ADRU	4/14/2015	23.6852	BUY		111.99
ADRU	3/25/2015	23.4757	SELL		112.21
ADRU	3/16/2015	22.5452	BUY		107.98
ADRU	3/3/2015	23.3899	SELL		108.2
ADRU	2/3/2015	22.7138	BUY		105.28
ADRU	1/28/2015	22.498	SELL		105.49
ADRU	1/15/2015	21.8541	BUY		102.68
ADRU	12/30/2014	22.6	SHORT		99.8
ADRU	12/17/2014	22.29	BUY		98.83
ADRU	12/8/2014	23.6261	SELL		99.03
ADRU	11/17/2014	23.43	BUY		98.4
ADRU	11/4/2014	23.1301	SELL		98.6
ADRU	10/20/2014	22.7037	BUY		96.98
ADRU	10/9/2014	23.6312	SHORT		93.69
ADRU	10/6/2014	23.9701	BUY		95.41
ADRU	9/25/2014	24.5044	SHORT		93.75
ADRU	9/19/2014	25.0188	BUY		96.1
ADRU	9/4/2014	25.3085	SELL		96.29
ADRU	8/26/2014	25.1755	BUY		95.98
ADRU	8/22/2014	24.9046	SHORT		97.42
ADRU	8/15/2014	24.5436	BUY		96.39
ADRU	7/31/2014	25.17	SHORT		94.43
ADRU	7/14/2014	25.41	BUY		95.71
ADRU	7/10/2014	25.17	SHORT		97.02
ADRU	6/30/2014	25.6117	BUY		99.12
ADRU	6/23/2014	25.7968	SELL		99.32
ADRU	6/16/2014	25.82	BUY		99.61
ADRU	6/12/2014	25.765	SELL		99.81
ADRU	6/5/2014	25.7101	BUY		99.8
					
ADSK	5/26/2016	58.69	SHORT		297.48
ADSK	5/24/2016	57.31	BUY		291.65
ADSK	5/18/2016	57.76	SHORT		290.56
ADSK	5/16/2016	58.025	BUY		293.06
ADSK	5/4/2016	59.87	SELL		293.65
ADSK	4/13/2016	56.935	BUY		279.81
ADSK	4/7/2016	57.05	SELL		280.37
ADSK	3/29/2016	57.43	BUY		282.8
ADSK	3/23/2016	57.84	SELL		283.37
ADSK	3/14/2016	56.68	BUY		278.24
ADSK	3/9/2016	56.79	SELL		278.8
ADSK	2/19/2016	47.64	BUY		234.35
ADSK	2/8/2016	45.53	SHORT		246.72
ADSK	2/1/2016	46.87	BUY		255
ADSK	12/31/2015	61.568	SHORT		206.68
ADSK	12/22/2015	60.7099	BUY		204.62
ADSK	12/7/2015	64.34	SELL		205.03
ADSK	11/17/2015	61.25	BUY		195.57
ADSK	11/12/2015	61.93	SELL		195.96
ADSK	10/26/2015	53.2969	BUY		168.98
ADSK	10/21/2015	51.94	SELL		169.32
ADSK	10/6/2015	44.26	BUY		144.57
ADSK	9/28/2015	46.88	SELL		144.86
ADSK	9/8/2015	46.17	BUY		142.95
ADSK	8/31/2015	47.275	SHORT		140.25
ADSK	8/27/2015	49.675	BUY		147.96
ADSK	8/19/2015	54.41	SELL		148.26
ADSK	8/14/2015	54.79	BUY		149.59
ADSK	8/6/2015	53.885	SELL		149.89
ADSK	8/3/2015	53.05	BUY		147.86
ADSK	7/16/2015	52.52	SELL		148.16
ADSK	7/2/2015	50.63	BUY		143.11
ADSK	6/9/2015	54.155	SHORT		134.9
ADSK	6/3/2015	54.74	BUY		136.9
ADSK	5/15/2015	58.8	SHORT		128.57
ADSK	5/13/2015	57.93	BUY		127.18
ADSK	4/29/2015	60.3101	SELL		127.43
ADSK	4/23/2015	62.325	BUY		131.95
ADSK	4/13/2015	62.43	SELL		132.21
ADSK	3/30/2015	59.08	BUY		125.37
ADSK	3/19/2015	61.02	SHORT		121.99
ADSK	3/13/2015	60.4	BUY		121.23
ADSK	3/10/2015	60.96	SELL		121.47
ADSK	3/5/2015	62.68	BUY		125.15
ADSK	3/3/2015	63.4	SELL		125.4
ADSK	2/3/2015	54.57	BUY		108.15
ADSK	1/30/2015	54.71	SHORT		108.31
ADSK	1/21/2015	56.91	BUY		113.12
ADSK	12/29/2014	60.755	SELL		113.35
ADSK	12/18/2014	57.98	BUY		108.39
ADSK	12/5/2014	60.925	SELL		108.61
ADSK	11/28/2014	61.83	BUY		110.44
ADSK	11/25/2014	61.25	SELL		110.66
ADSK	11/14/2014	59.43	BUY		107.59
ADSK	11/11/2014	59.295	SELL		107.81
ADSK	10/24/2014	53.86	BUY		98.12
ADSK	10/10/2014	55.9	SELL		98.32
ADSK	10/1/2014	55.1	BUY		97.11
ADSK	9/26/2014	54.345	SELL		97.3
ADSK	9/8/2014	54.37	BUY		97.54
ADSK	8/29/2014	53.725	SHORT		99.12
ADSK	8/11/2014	54.23	BUY		100.45
ADSK	7/23/2014	56.28	SELL		100.65
ADSK	7/18/2014	55.84	BUY		100.06
ADSK	7/7/2014	56.5401	SELL		100.26
ADSK	6/23/2014	56.17	BUY		99.8
					
ADTN	5/23/2016	18.54	BUY		207.35
ADTN	5/19/2016	18.44	SHORT		209.32
ADTN	5/16/2016	18.75	BUY		213.69
ADTN	5/3/2016	19.3	SHORT		208.6
ADTN	4/26/2016	19.45	BUY		211.06
ADTN	4/20/2016	19.26	SELL		211.48
ADTN	4/13/2016	19.75	BUY		217.3
ADTN	4/1/2016	20.105	SELL		217.74
ADTN	3/29/2016	19.49	BUY		211.5
ADTN	3/23/2016	19.62	SELL		211.92
ADTN	3/7/2016	18.535	BUY		200.6
ADTN	3/1/2016	18.69	SELL		201
ADTN	2/17/2016	18.28	BUY		196.98
ADTN	2/10/2016	18.27	SELL		197.37
ADTN	1/11/2016	17.24	BUY		186.62
ADTN	12/28/2015	17.14	SELL		186.99
ADTN	12/15/2015	16.33	BUY		178.51
ADTN	12/10/2015	16.24	SELL		178.87
ADTN	12/1/2015	16.42	BUY		181.21
ADTN	11/25/2015	16.13	SELL		181.57
ADTN	11/16/2015	15.67	BUY		176.75
ADTN	11/10/2015	15.6741	SELL		177.1
ADTN	10/30/2015	15.08	BUY		170.73
ADTN	10/27/2015	14.67	SELL		171.07
ADTN	10/23/2015	14.82	BUY		173.17
ADTN	10/13/2015	15.62	SELL		173.52
ADTN	9/28/2015	14.73	BUY		163.96
ADTN	9/18/2015	14.92	SHORT		162.55
ADTN	9/16/2015	15.22	BUY		166.48
ADTN	9/4/2015	15.51	SHORT		164.08
ADTN	8/27/2015	15.58	BUY		165.48
ADTN	8/11/2015	16.44	SHORT		157.88
ADTN	8/7/2015	16.26	BUY		156.78
ADTN	8/3/2015	16.42	SELL		157.09
ADTN	7/29/2015	15.98	BUY		153.19
ADTN	7/24/2015	16.26	SHORT		151.2
ADTN	7/10/2015	16.36	BUY		152.74
ADTN	6/22/2015	16.7725	SHORT		149.67
ADTN	6/11/2015	16.8	BUY		150.52
ADTN	6/1/2015	17.2	SELL		150.82
ADTN	4/30/2015	16.53	BUY		145.24
ADTN	4/13/2015	18.94	SHORT		129.36
ADTN	4/7/2015	19.11	BUY		131.04
ADTN	3/13/2015	20.11	SHORT		125.33
ADTN	3/6/2015	20.55	BUY		128.59
ADTN	2/23/2015	22.81	SELL		128.85
ADTN	2/9/2015	22	BUY		124.52
ADTN	2/2/2015	22.08	SELL		124.77
ADTN	1/29/2015	22.385	BUY		126.75
ADTN	1/22/2015	23.025	SELL		127
ADTN	1/13/2015	21.69	BUY		119.88
ADTN	1/2/2015	21.78	SELL		120.12
ADTN	12/17/2014	20.93	BUY		115.66
ADTN	12/8/2014	21.03	SELL		115.89
ADTN	11/20/2014	19.01	BUY		104.97
ADTN	11/12/2014	19.98	SELL		105.18
ADTN	11/7/2014	21.405	BUY		112.91
ADTN	11/5/2014	21.4	SELL		113.14
ADTN	10/30/2014	20.58	BUY		109.02
ADTN	10/27/2014	20.39	SELL		109.24
ADTN	10/8/2014	19.39	BUY		104.09
ADTN	9/4/2014	22.99	SELL		104.3
ADTN	8/18/2014	22.365	BUY		101.67
ADTN	8/8/2014	22.16	SELL		101.87
ADTN	7/30/2014	22.42	BUY		103.27
ADTN	7/8/2014	22.94	SELL		103.48
ADTN	6/24/2014	22.08	BUY		99.8
					
ADUS	5/24/2016	19.116	BUY		246.28
ADUS	5/16/2016	18.78	SHORT		251.77
ADUS	5/6/2016	18.255	BUY		245.71
ADUS	4/22/2016	20.495	SELL		246.2
ADUS	4/6/2016	17.205	BUY		207.09
ADUS	3/31/2016	17.36	SHORT		206.08
ADUS	3/28/2016	16.935	BUY		201.84
ADUS	3/23/2016	16.8	SHORT		204.29
ADUS	3/18/2016	16.98	BUY		207.31
ADUS	3/4/2016	23.47	SELL		207.73
ADUS	2/25/2016	22.34	BUY		198.12
ADUS	2/19/2016	22.535	SELL		198.52
ADUS	1/29/2016	20.855	BUY		184.09
ADUS	12/23/2015	23.68	SELL		184.46
ADUS	11/16/2015	19.92	BUY		155.48
ADUS	11/2/2015	24.95	SHORT		129.91
ADUS	10/28/2015	25.505	BUY		133.33
ADUS	10/26/2015	24.75	SHORT		138.08
ADUS	10/12/2015	30.6061	BUY		171.43
ADUS	9/25/2015	34.5601	SELL		171.77
ADUS	9/17/2015	32.65	BUY		162.6
ADUS	9/14/2015	32.05	SELL		162.93
ADUS	8/28/2015	28.54	BUY		145.38
ADUS	8/20/2015	29.66	SELL		145.67
ADUS	8/4/2015	27.88	BUY		137.2
ADUS	7/29/2015	26.79	SHORT		143.59
ADUS	7/16/2015	28.23	BUY		151.91
ADUS	7/1/2015	28.02	SELL		152.21
ADUS	6/26/2015	28.6499	BUY		155.94
ADUS	6/24/2015	28.4401	SELL		156.25
ADUS	6/4/2015	27.69	BUY		152.43
ADUS	6/1/2015	27.805	SELL		152.74
ADUS	5/19/2015	27.98	BUY		154.01
ADUS	4/28/2015	28.01	SELL		154.32
ADUS	4/24/2015	28.6	BUY		157.89
ADUS	4/22/2015	27.67	SELL		158.21
ADUS	3/13/2015	22.49	BUY		128.85
ADUS	3/10/2015	22.1875	SELL		129.11
ADUS	3/2/2015	21.8499	BUY		127.4
ADUS	2/23/2015	21.37	SHORT		130.85
ADUS	2/12/2015	21.3452	BUY		131.22
ADUS	1/30/2015	22.64	SHORT		124.62
ADUS	1/16/2015	22.37	BUY		123.63
ADUS	1/8/2015	23.97	SELL		123.88
ADUS	12/19/2014	21.885	BUY		113.33
ADUS	12/17/2014	22.015	SELL		113.56
ADUS	12/9/2014	23.105	BUY		119.42
ADUS	12/5/2014	23.19	SELL		119.66
ADUS	10/28/2014	18.27	BUY		94.46
ADUS	10/23/2014	18.3806	SHORT		94.27
ADUS	10/21/2014	18.16	BUY		93.51
ADUS	10/14/2014	18.65	SHORT		91.48
ADUS	9/30/2014	19.135	BUY		94.24
ADUS	7/29/2014	22.56	SELL		94.43
ADUS	7/18/2014	21.94	BUY		92.02
ADUS	7/7/2014	22.605	SELL		92.2
ADUS	7/3/2014	23.48	BUY		95.96
ADUS	6/13/2014	22.57	SELL		96.15
ADUS	6/5/2014	23.38	BUY		99.8
					
ADXS	5/24/2016	8.3	BUY		"12,190.43"
ADXS	5/13/2016	7.42	SHORT		"13,886.22"
ADXS	5/9/2016	7.4	BUY		"13,904.35"
ADXS	4/25/2016	9.42	SELL		"13,932.21"
ADXS	4/13/2016	9.48	BUY		"14,049.05"
ADXS	4/8/2016	9.56	SELL		"14,077.20"
ADXS	3/31/2016	8.72	BUY		"12,866.02"
ADXS	3/28/2016	8.5	SELL		"12,891.80"
ADXS	3/22/2016	9.08	BUY		"13,799.07"
ADXS	3/17/2016	8.25	SELL		"13,826.72"
ADXS	3/14/2016	8.26	BUY		"13,871.22"
ADXS	3/8/2016	8.935	SELL		"13,899.02"
ADXS	2/26/2016	5.72	BUY		"8,915.69"
ADXS	2/23/2016	6.19	SHORT		"8,319.75"
ADXS	2/12/2016	5.8	BUY		"7,826.84"
ADXS	2/3/2016	6.51	SHORT		"7,085.48"
ADXS	2/1/2016	6.83	BUY		"7,463.59"
ADXS	12/7/2015	11.66	SHORT		"5,298.64"
ADXS	11/23/2015	11.7499	BUY		"5,360.92"
ADXS	11/11/2015	13.8	SELL		"5,371.66"
ADXS	11/3/2015	12.54	BUY		"4,890.99"
ADXS	10/30/2015	11.68	SELL		"4,900.79"
ADXS	10/23/2015	10.47	BUY		"4,401.89"
